,LineId,Time,Component,Pid,Content
270,271,20171223-22:17:57:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7106##548583##8661##16256##27320969
271,272,20171223-22:17:57:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969
272,273,20171223-22:17:57:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128917
273,274,20171223-22:17:57:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
274,275,20171223-22:17:57:662,Step_StandReportReceiver,30002312,REPORT : 7107 5074 152231 240
275,276,20171223-22:17:57:849,Step_LSC,30002312,onStandStepChanged 3681
276,277,20171223-22:17:57:862,Step_LSC,30002312,onExtend:1514038678000 2 0 4
277,278,20171223-22:17:58:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969
278,279,20171223-22:17:58:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469
279,280,20171223-22:17:59:858,Step_LSC,30002312,onStandStepChanged 3683
280,281,20171223-22:18:0:134,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK
281,282,20171223-22:18:0:168,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129002
282,283,20171223-22:18:1:349,Step_LSC,30002312,onStandStepChanged 3684
283,284,20171223-22:18:1:361,Step_LSC,30002312,onExtend:1514038682000 1 0 4
284,285,20171223-22:18:1:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968
285,286,20171223-22:18:1:663,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
286,287,20171223-22:18:1:664,Step_StandReportReceiver,30002312,REPORT : 7112 5077 152339 240
287,288,20171223-22:18:2:363,Step_LSC,30002312,onExtend:1514038683000 1 0 4
288,289,20171223-22:18:2:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968
289,290,20171223-22:18:2:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129045
290,291,20171223-22:18:5:358,Step_LSC,30002312,onExtend:1514038686000 1 0 4
291,292,20171223-22:18:5:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972
292,293,20171223-22:18:5:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067
293,294,20171223-22:18:5:684,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
294,295,20171223-22:18:5:684,Step_StandReportReceiver,30002312,REPORT : 7114 5079 152381 240
295,296,20171223-22:18:5:849,Step_LSC,30002312,onStandStepChanged 3686
296,297,20171223-22:18:6:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470
297,298,20171223-22:19:7:854,Step_LSC,30002312,onStandStepChanged 3689
298,299,20171223-22:19:8:155,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548860##8661##16256##27330470
299,300,20171223-22:19:8:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475
300,301,20171223-22:19:8:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129131
301,302,20171223-22:19:8:167,Step_StandReportReceiver,30002312,REPORT : 7117 5081 152446 240
302,303,20171223-22:19:8:357,Step_LSC,30002312,onStandStepChanged 3694
303,304,20171223-22:19:9:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
304,305,20171223-22:19:9:348,Step_LSC,30002312,onStandStepChanged 3698
305,306,20171223-22:19:9:359,Step_LSC,30002312,onExtend:1514038750000 2 0 4
306,307,20171223-22:19:9:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7124##548875##8661##16256##27393470
307,308,20171223-22:19:9:849,Step_LSC,30002312,onStandStepChanged 3700
308,309,20171223-22:19:10:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469
309,310,20171223-22:19:10:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129366
310,311,20171223-22:19:10:165,Step_StandReportReceiver,30002312,REPORT : 7128 5089 152681 240
311,312,20171223-22:19:10:348,Step_LSC,30002312,onStandStepChanged 3702
312,313,20171223-22:19:10:362,Step_LSC,30002312,onExtend:1514038751000 2 0 4
313,314,20171223-22:19:10:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7128##548885##8661##16256##27394469
314,315,20171223-22:19:10:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969
315,316,20171223-22:19:10:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
316,317,20171223-22:19:10:858,Step_LSC,30002312,onExtend:1514038751000 2 0 4
317,318,20171223-22:19:11:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129452
318,319,20171223-22:19:11:164,Step_StandReportReceiver,30002312,REPORT : 7132 5092 152767 240
319,320,20171223-22:19:11:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969
320,321,20171223-22:19:11:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129516
321,322,20171223-22:19:11:661,Step_StandReportReceiver,30002312,REPORT : 7135 5094 152831 240
322,323,20171223-22:19:11:848,Step_LSC,30002312,onStandStepChanged 3711
323,324,20171223-22:19:11:857,Step_LSC,30002312,onExtend:1514038752000 4 0 4
324,325,20171223-22:19:12:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7135##548900##8661##16256##27395969
325,326,20171223-22:19:12:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473
326,327,20171223-22:19:12:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129602
327,328,20171223-22:19:12:349,Step_LSC,30002312,onStandStepChanged 3712
328,329,20171223-22:19:12:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7139##548905##8661##16256##27396473
329,330,20171223-22:19:12:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969
330,331,20171223-22:19:12:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129623
331,332,20171223-22:19:14:363,Step_LSC,30002312,onExtend:1514038755000 14 0 4
332,333,20171223-22:19:14:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7140##548910##8661##16256##27396969
333,334,20171223-22:19:14:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975
334,335,20171223-22:19:14:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129923
335,336,20171223-22:19:14:688,Step_StandReportReceiver,30002312,REPORT : 7154 5107 153238 240
336,337,20171223-22:19:15:858,Step_LSC,30002312,onExtend:1514038756000 0 0 0
337,338,20171223-22:19:16:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7154##548915##8661##16256##27398975
338,339,20171223-22:19:16:157,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548920##8661##16256##27400475
339,340,20171223-22:19:43:719,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF
340,341,20171223-22:19:57:751,Step_LSC,30002312,onStandStepChanged 3732
341,342,20171223-22:19:57:758,Step_LSC,30002312,onStandStepChanged 3732
342,343,20171223-22:19:57:763,Step_LSC,30002312,onExtend:1514038798000 0 0 4
343,344,20171223-22:19:58:97,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7160##548930##8661##16256##27442416
344,345,20171223-22:19:58:112,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
345,346,20171223-22:19:58:363,Step_LSC,30002312,onStandStepChanged 3735
346,347,20171223-22:19:58:363,Step_LSC,30002312,flushTempCacheToDB by stand
347,348,20171223-22:19:58:366,Step_LSC,30002312,Alarm uploadStaticsToDB totalSteps=7163Calories:153367Floor:240Distance:5112
348,349,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233976,0,1,0,20002"
349,350,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233977,0,55,0,20002"
350,351,20171223-22:19:58:367,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233979,0,46,0,20002"
351,352,20171223-22:19:58:369,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health
352,353,20171223-22:19:58:371,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health"
353,354,20171223-22:19:58:374,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health
354,355,20171223-22:19:58:375,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health
355,356,20171223-22:19:58:376,HiH_HiHealthBinder,30002312,"insertHiHealthData() size = 4,app = 1,One Data Type = 40002,packageName = com.huawei.health,writeStatType = 0"
356,357,20171223-22:19:58:378,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40002,time = 1513958400000,statClient = 2,who is 1"
357,358,20171223-22:19:58:380,HiH_DataStatManager,30002312,"new date =20171223, type=40003,153367.0,old=210654.54000000004"
358,359,20171223-22:19:58:380,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40003"
359,360,20171223-22:19:58:381,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40005"
360,361,20171223-22:19:58:381,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40004,time = 1513958400000,statClient = 2,who is 1"
361,362,20171223-22:19:58:382,HiH_DataStatManager,30002312,"new date =20171223, type=40004,5112.0,old=4985.0"
362,363,20171223-22:19:58:411,HiH_HiHealthBinder,30002312,"insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = 4,errorMessage = ERR_DATA_INSERT"
363,364,20171223-22:19:58:411,HiH_HiHealthBinder,30002312,insertHiHealthData() end totalTime = 45
364,365,20171223-22:19:58:411,Step_LSC,30002312,uploadStaticsToDB() onResult  type = 4 obj=true
365,366,20171223-22:19:58:411,Step_LSC,30002312,uploadStaticsToDB failed message=true
366,367,20171223-22:19:58:413,HiH_HiSyncControl,30002312,checkInsertStatus stepSum or calorieSum is enough
367,368,20171223-22:19:58:413,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health
368,369,20171223-22:19:58:415,HiH_HiSyncControl,30002312,checkInsertStatus stepStatSum or calorieStatSum is enough
369,370,20171223-22:19:58:416,HiH_HiSyncControl,30002312,"startInsertSportSync start auto sync,app is 1"
370,371,20171223-22:19:58:417,HiH_HiSyncUtil,30002312,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0"
371,372,20171223-22:19:58:419,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health
372,373,20171223-22:19:58:419,HiH_HiHealthBinder,30002312,"insertHiHealthData() size = 20,app = 1,One Data Type = 2,packageName = com.huawei.health,writeStatType = 0"
373,374,20171223-22:19:58:423,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open
374,375,20171223-22:19:58:423,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() deviceID = 2,clientID=1,id=1"
375,376,20171223-22:19:58:424,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!"
376,377,20171223-22:19:58:424,HiH_,30002312,initDataPrivacy the dataPrivacy is true
377,378,20171223-22:19:58:428,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!"
378,379,20171223-22:19:58:428,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version
379,380,20171223-22:19:58:453,HiH_HiHealthDataInsertStore,30002312,"bulkSaveDetailHiHealthData() size = 20,totalTime = 34"
380,381,20171223-22:19:58:466,HiH_DataStatManager,30002312,"new date =20171223, type=40002,6724.0,old=7163.0"
381,382,20171223-22:19:58:468,HiH_DataStatManager,30002312,"new date =20171223, type=40004,4800.935999999999,old=5112.0"
382,383,20171223-22:19:58:471,HiH_DataStatManager,30002312,"new date =20171223, type=40005,330.0,old=330.0"
383,384,20171223-22:19:58:481,HiH_DataStatManager,30002312,"new date =20171223, type=40031,4508.196000000001,old=4381.818"
384,385,20171223-22:19:58:495,HiH_DataStatManager,30002312,"new date =20171223, type=40034,292.73999999999995,old=292.73999999999995"
385,386,20171223-22:19:58:495,HiH_DataStatManager,30002312,"new date =20171223, type=40024,79200.0,old=79200.0"
386,387,20171223-22:19:58:499,HiH_DataStatManager,30002312,"new date =20171223, type=40041,6720.0,old=6480.0"
387,388,20171223-22:19:58:501,HiH_DataStatManager,30002312,"new date =20171223, type=40044,420.0,old=420.0"
388,389,20171223-22:19:58:501,HiH_DataStatManager,30002312,"new date =20171223, type=40006,7140.0,old=6900.0"
389,390,20171223-22:19:58:502,HiH_HiHealthDataInsertStore,30002312,"saveRealTimeHealthDatasStat() size = 1,totalTime = 48"
390,391,20171223-22:19:58:505,HiH_ListenerManager,30002312,startListenerChange subscribeList = [1]
391,392,20171223-22:19:58:505,HiH_HiHealthBinder,30002312,insertHiHealthData() end totalTime = 94
392,393,20171223-22:19:58:505,Step_FlushableStepDataCache,30002312,InsertCallBack() onSuccess  type = 0 data=true
393,394,20171223-22:19:58:505,Step_FlushableStepDataCache,30002312,InsertEvent success begin:25233975 end:25233979
394,395,20171223-22:19:58:512,HiH_HiSyncControl,30002312,checkInsertStatus stepSum or calorieSum is enough
395,396,20171223-22:19:58:513,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130116
396,397,20171223-22:19:58:514,HiH_HiSyncControl,30002312,checkInsertStatus stepStatSum or calorieStatSum is enough
397,398,20171223-22:19:58:514,HiH_HiSyncControl,30002312,"stepSyncOrNot appSynTimes is 0, statsyncTimes is 0"
398,399,20171223-22:19:58:516,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=2, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1"
399,400,20171223-22:19:58:517,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open
400,401,20171223-22:19:58:517,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
401,402,20171223-22:19:58:518,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!"
402,403,20171223-22:19:58:518,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!"
403,404,20171223-22:19:58:518,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version
404,405,20171223-22:19:58:519,Step_StandReportReceiver,30002312,REPORT : 7163 5114 153431 240
405,406,20171223-22:19:58:863,Step_LSC,30002312,onStandStepChanged 3737
406,407,20171223-22:19:59:166,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7165##548940##8661##16256##27443484
407,408,20171223-22:19:59:175,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130159
408,409,20171223-22:19:59:667,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7165##548940##8661##16256##27443484
409,410,20171223-22:19:59:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130201
410,411,20171223-22:19:59:681,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
411,412,20171223-22:19:59:862,Step_LSC,30002312,onStandStepChanged 3742
412,413,20171223-22:20:0:165,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7167##548945##8661##16256##27443986
413,414,20171223-22:20:0:165,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7170##548996##8661##16256##27444484
414,415,20171223-22:20:0:363,Step_LSC,30002312,onStandStepChanged 3745
415,416,20171223-22:20:0:374,Step_LSC,30002312,onExtend:1514038801000 3 0 4
416,417,20171223-22:20:0:666,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7170##548996##8661##16256##27444484
417,418,20171223-22:20:0:679,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130330
418,419,20171223-22:20:0:688,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
419,420,20171223-22:20:0:863,Step_LSC,30002312,onStandStepChanged 3746
420,421,20171223-22:20:0:872,Step_LSC,30002312,onExtend:1514038801000 1 0 4
421,422,20171223-22:20:1:166,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7174##549098##8661##16256##27445485
422,423,20171223-22:20:1:186,Step_StandReportReceiver,30002312,REPORT : 7174 5122 153667 240
423,424,20171223-22:20:1:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7174##549098##8661##16256##27445485
424,425,20171223-22:20:1:692,Step_StandReportReceiver,30002312,REPORT : 7176 5123 153709 240
425,426,20171223-22:20:1:873,Step_LSC,30002312,onExtend:1514038802000 3 0 4
426,427,20171223-22:20:2:174,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130458
427,428,20171223-22:20:2:178,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
428,429,20171223-22:20:2:179,Step_StandReportReceiver,30002312,REPORT : 7179 5125 153774 240
429,430,20171223-22:20:2:365,Step_LSC,30002312,onStandStepChanged 3753
430,431,20171223-22:20:2:375,Step_LSC,30002312,onExtend:1514038803000 2 0 4
431,432,20171223-22:20:2:670,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7179##549200##8661##16256##27446483
432,433,20171223-22:20:2:693,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
433,434,20171223-22:20:2:863,Step_LSC,30002312,onStandStepChanged 3755
434,435,20171223-22:20:3:175,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130544
435,436,20171223-22:20:3:179,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
436,437,20171223-22:20:3:873,Step_LSC,30002312,onExtend:1514038804000 2 0 4
437,438,20171223-22:20:4:166,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7183##549302##8661##16256##27447483
438,439,20171223-22:20:4:187,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130587
439,440,20171223-22:20:4:193,Step_StandReportReceiver,30002312,REPORT : 7185 5130 153902 240
440,441,20171223-22:20:4:362,Step_LSC,30002312,onStandStepChanged 3758
441,442,20171223-22:20:4:373,Step_LSC,30002312,onExtend:1514038805000 1 0 4
442,443,20171223-22:20:4:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130608
443,444,20171223-22:20:4:676,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
444,445,20171223-22:20:5:362,Step_LSC,30002312,onStandStepChanged 3759
445,446,20171223-22:20:5:672,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130630
446,447,20171223-22:20:7:378,Step_LSC,30002312,onExtend:1514038808000 1 0 4
447,448,20171223-22:20:7:681,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130651
448,449,20171223-22:20:7:690,Step_StandReportReceiver,30002312,REPORT : 7188 5132 153966 240
449,450,20171223-22:20:7:875,Step_LSC,30002312,onExtend:1514038808000 1 0 4
450,451,20171223-22:20:8:172,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7188##549506##8661##16256##27451985
451,452,20171223-22:20:8:180,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673
452,453,20171223-22:20:8:182,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
453,454,20171223-22:20:8:185,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240
454,455,20171223-22:20:12:863,Step_LSC,30002312,onStandStepChanged 3761
455,456,20171223-22:20:12:874,Step_LSC,30002312,onExtend:1514038813000 0 0 0
456,457,20171223-22:20:13:180,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673
457,458,20171223-22:20:16:175,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7189##549608##8661##16256##27457484
458,459,20171223-22:20:16:175,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7189##549659##8661##16256##27460494
459,460,20171223-22:20:16:186,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673
460,461,20171223-22:20:18:586,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF
461,462,20171223-22:22:37:638,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK
462,463,20171223-22:23:41:831,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK
463,464,20171223-22:24:22:157,Step_LSC,30002312,onStandStepChanged 3761
464,465,20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514038999000 0 0 5
465,466,20171223-22:24:22:204,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON
466,467,20171223-22:24:22:206,Step_StandStepCounter,30002312,flush sensor data
467,468,20171223-22:24:22:207,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706526
468,469,20171223-22:24:22:208,Step_LSC,30002312,onStandStepChanged 3761
469,470,20171223-22:24:22:215,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
470,471,20171223-22:24:22:215,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240
471,472,20171223-22:24:22:309,Step_LSC,30002312,onStandStepChanged 3761
472,473,20171223-22:24:22:516,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27706526
473,474,20171223-22:24:22:516,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706835
474,475,20171223-22:24:22:526,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
475,476,20171223-22:24:51:892,Step_LSC,30002312,onExtend:1514039091000 0 0 5
476,477,20171223-22:24:52:184,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27706835
477,478,20171223-22:24:52:185,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27736503
478,479,20171223-22:24:52:210,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
479,480,20171223-22:24:54:185,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27736503
480,481,20171223-22:24:54:186,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27738504
481,482,20171223-22:24:54:201,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673
482,483,20171223-22:24:59:206,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673
483,484,20171223-22:25:0:162,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK
484,485,20171223-22:25:13:8,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF
485,486,20171223-22:28:38:344,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK
486,487,20171223-22:29:8:492,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK
487,488,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039292000 0 0 5
488,489,20171223-22:30:24:25,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON
489,490,20171223-22:30:24:27,Step_StandStepCounter,30002312,flush sensor data
490,491,20171223-22:30:24:28,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068346
491,492,20171223-22:30:24:28,Step_LSC,30002312,onStandStepChanged 3761
492,493,20171223-22:30:24:45,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
493,494,20171223-22:30:24:129,Step_LSC,30002312,onStandStepChanged 3761
494,495,20171223-22:30:24:132,Step_LSC,30002312,onExtend:1514039424000 0 0 0
495,496,20171223-22:30:24:347,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068346
496,497,20171223-22:30:24:348,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068666
497,498,20171223-22:30:24:355,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673
498,499,20171223-22:31:31:940,Step_LSC,30002312,onExtend:1514039492000 0 0 5
499,500,20171223-22:31:32:225,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068666
500,501,20171223-22:31:32:241,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673
501,502,20171223-22:31:32:246,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
502,503,20171223-22:31:54:515,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF
503,504,20171223-22:31:59:619,Step_StandStepCounter,30002312,flush sensor data
504,505,20171223-22:31:59:620,Step_LSC,30002312,onExtend:1514039575000 0 0 0
505,506,20171223-22:31:59:621,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28163940
506,507,20171223-22:31:59:621,Step_LSC,30002312,onStandStepChanged 3761
507,508,20171223-22:31:59:725,Step_LSC,30002312,"timeStamp back,extendReportTimeStamp=1514039575000"
508,509,20171223-22:31:59:957,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28164276
509,510,20171223-22:32:28:791,HiH_HiSyncControl,30002312,startTimer start autoSync
510,511,20171223-22:32:28:796,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1"
511,512,20171223-22:32:28:798,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open
512,513,20171223-22:32:28:800,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!"
513,514,20171223-22:32:28:801,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version
514,515,20171223-22:33:10:228,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28164276
515,516,20171223-22:33:10:244,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673
516,517,20171223-22:33:46:279,Step_LSC,30002312,onExtend:1514039626000 0 0 0
517,518,20171223-22:33:46:301,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON
518,519,20171223-22:33:46:303,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON
519,520,20171223-22:33:46:303,Step_StandStepCounter,30002312,flush sensor data
520,521,20171223-22:33:46:304,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28234547
521,522,20171223-22:33:46:304,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270623
522,523,20171223-22:33:46:311,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673
523,524,20171223-22:33:46:622,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673
524,525,20171223-22:33:46:624,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240
525,526,20171223-22:35:0:49,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK
526,527,20171223-22:37:0:122,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK
527,528,20171223-22:37:14:951,Step_LSC,30002312,onExtend:1514039834000 0 0 5
