,LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
143,144,Jun,24,04:05:35,combo,su(pam_unix),26938.0,session closed for user cyrus,E101,session closed for user <*>
144,145,Jun,24,04:05:35,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [<*>]
145,146,Jun,24,04:11:12,combo,su(pam_unix),27311.0,session closed for user news,E101,session closed for user <*>
146,147,Jun,24,18:55:11,combo,ftpd,28568.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>
147,148,Jun,24,18:55:11,combo,ftpd,28562.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>
148,149,Jun,24,18:55:11,combo,ftpd,28563.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>
149,150,Jun,24,18:55:11,combo,ftpd,28565.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>
150,151,Jun,24,18:55:11,combo,ftpd,28567.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>
151,152,Jun,24,18:55:18,combo,ftpd,28570.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,E29,connection from <*> (<*>) at <*>
152,153,Jun,24,18:55:18,combo,ftpd,28573.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,E29,connection from <*> (<*>) at <*>
153,154,Jun,25,04:04:26,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [<*>]
154,155,Jun,25,04:10:34,combo,su(pam_unix),30934.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
155,156,Jun,25,04:10:35,combo,su(pam_unix),30934.0,session closed for user news,E101,session closed for user <*>
156,157,Jun,25,04:41:49,combo,sshd(pam_unix),31034.0,check pass; user unknown,E27,check pass; user unknown
157,158,Jun,25,04:41:51,combo,sshd(pam_unix),31025.0,check pass; user unknown,E27,check pass; user unknown
158,159,Jun,25,04:41:51,combo,sshd(pam_unix),31025.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
159,160,Jun,25,04:41:51,combo,sshd(pam_unix),31028.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
160,161,Jun,25,04:41:51,combo,sshd(pam_unix),31020.0,check pass; user unknown,E27,check pass; user unknown
161,162,Jun,25,04:41:51,combo,sshd(pam_unix),31020.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
162,163,Jun,25,04:41:51,combo,sshd(pam_unix),31027.0,check pass; user unknown,E27,check pass; user unknown
163,164,Jun,25,04:41:51,combo,sshd(pam_unix),31027.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
164,165,Jun,25,04:41:51,combo,sshd(pam_unix),31021.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
165,166,Jun,25,09:20:24,combo,ftpd,31475.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>
166,167,Jun,25,09:20:24,combo,ftpd,31474.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>
167,168,Jun,25,09:20:24,combo,ftpd,31468.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>
168,169,Jun,25,09:20:24,combo,ftpd,31463.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>
169,170,Jun,25,09:20:24,combo,ftpd,31466.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>
170,171,Jun,25,09:20:24,combo,ftpd,31460.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>
171,172,Jun,25,19:25:30,combo,ftpd,32328.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>
172,173,Jun,25,19:25:30,combo,ftpd,32329.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>
173,174,Jun,25,19:25:30,combo,ftpd,32323.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>
174,175,Jun,25,19:25:30,combo,ftpd,32327.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>
175,176,Jun,25,19:25:30,combo,ftpd,32331.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>
176,177,Jun,25,19:25:31,combo,ftpd,32333.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,E29,connection from <*> (<*>) at <*>
177,178,Jun,25,19:25:34,combo,ftpd,32335.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:34 2005,E29,connection from <*> (<*>) at <*>
178,179,Jun,26,04:04:17,combo,su(pam_unix),945.0,session closed for user cyrus,E101,session closed for user <*>
179,180,Jun,26,04:04:19,combo,cups,,cupsd shutdown succeeded,E37,cupsd shutdown succeeded
180,181,Jun,26,04:04:24,combo,cups,,cupsd startup succeeded,E38,cupsd startup succeeded
181,182,Jun,26,04:10:02,combo,su(pam_unix),1546.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
182,183,Jun,26,04:10:04,combo,su(pam_unix),1546.0,session closed for user news,E101,session closed for user <*>
183,184,Jun,27,04:02:47,combo,su(pam_unix),7031.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
184,185,Jun,27,04:02:49,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [<*>]
185,186,Jun,27,08:05:37,combo,sshd(pam_unix),8660.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
186,187,Jun,27,08:05:39,combo,sshd(pam_unix),8662.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
187,188,Jun,28,04:03:17,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [<*>]
188,189,Jun,28,04:09:01,combo,su(pam_unix),11106.0,session closed for user news,E101,session closed for user <*>
189,190,Jun,28,08:10:24,combo,sshd(pam_unix),11513.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
190,191,Jun,28,08:10:24,combo,sshd(pam_unix),11517.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
191,192,Jun,28,08:10:24,combo,sshd(pam_unix),11521.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
192,193,Jun,28,08:10:24,combo,sshd(pam_unix),11510.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
193,194,Jun,28,08:10:25,combo,sshd(pam_unix),11519.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
194,195,Jun,28,08:10:28,combo,sshd(pam_unix),11512.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
195,196,Jun,28,08:10:29,combo,sshd(pam_unix),11509.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
196,197,Jun,28,20:58:47,combo,sshd(pam_unix),12669.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
197,198,Jun,28,20:58:52,combo,sshd(pam_unix),12673.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
198,199,Jun,28,20:58:53,combo,sshd(pam_unix),12677.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
199,200,Jun,28,20:58:55,combo,sshd(pam_unix),12679.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
200,201,Jun,28,20:58:55,combo,sshd(pam_unix),12680.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
201,202,Jun,28,21:42:46,combo,sshd(pam_unix),12756.0,check pass; user unknown,E27,check pass; user unknown
202,203,Jun,28,21:42:46,combo,sshd(pam_unix),12756.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
203,204,Jun,28,21:42:46,combo,sshd(pam_unix),12753.0,check pass; user unknown,E27,check pass; user unknown
204,205,Jun,28,21:42:46,combo,sshd(pam_unix),12752.0,check pass; user unknown,E27,check pass; user unknown
205,206,Jun,28,21:42:46,combo,sshd(pam_unix),12752.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
206,207,Jun,28,21:42:46,combo,sshd(pam_unix),12755.0,check pass; user unknown,E27,check pass; user unknown
207,208,Jun,28,21:42:46,combo,sshd(pam_unix),12754.0,check pass; user unknown,E27,check pass; user unknown
208,209,Jun,28,21:42:46,combo,sshd(pam_unix),12754.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
209,210,Jun,29,03:22:22,combo,ftpd,13262.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>
210,211,Jun,29,03:22:22,combo,ftpd,13252.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>
211,212,Jun,29,03:22:22,combo,ftpd,13260.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>
212,213,Jun,29,03:22:22,combo,ftpd,13259.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>
213,214,Jun,29,03:22:22,combo,ftpd,13254.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>
214,215,Jun,29,03:22:22,combo,ftpd,13264.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>
215,216,Jun,29,03:22:22,combo,ftpd,13251.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>
216,217,Jun,29,03:22:22,combo,ftpd,13245.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>
217,218,Jun,29,03:22:22,combo,ftpd,13246.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>
218,219,Jun,29,03:22:22,combo,ftpd,13244.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>
219,220,Jun,29,03:22:23,combo,ftpd,13265.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:23 2005,E29,connection from <*> (<*>) at <*>
220,221,Jun,29,04:03:11,combo,su(pam_unix),13665.0,session closed for user cyrus,E101,session closed for user <*>
221,222,Jun,29,10:08:19,combo,sshd(pam_unix),15478.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
222,223,Jun,29,10:08:20,combo,sshd(pam_unix),15490.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
223,224,Jun,29,10:08:20,combo,sshd(pam_unix),15491.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
224,225,Jun,29,10:08:20,combo,sshd(pam_unix),15492.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
225,226,Jun,29,10:48:01,combo,ftpd,15547.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E29,connection from <*> (<*>) at <*>
226,227,Jun,29,10:48:01,combo,ftpd,15543.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E29,connection from <*> (<*>) at <*>
227,228,Jun,29,10:48:01,combo,ftpd,15544.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E29,connection from <*> (<*>) at <*>
228,229,Jun,29,10:48:05,combo,ftpd,15548.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:05 2005,E29,connection from <*> (<*>) at <*>
229,230,Jun,29,10:48:06,combo,ftpd,15550.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,E29,connection from <*> (<*>) at <*>
230,231,Jun,29,10:48:08,combo,ftpd,15552.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,E29,connection from <*> (<*>) at <*>
231,232,Jun,29,10:48:08,combo,ftpd,15553.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,E29,connection from <*> (<*>) at <*>
232,233,Jun,29,10:48:10,combo,ftpd,15555.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:10 2005,E29,connection from <*> (<*>) at <*>
233,234,Jun,29,10:48:12,combo,ftpd,15556.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,E29,connection from <*> (<*>) at <*>
234,235,Jun,29,10:48:13,combo,ftpd,15558.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:13 2005,E29,connection from <*> (<*>) at <*>
235,236,Jun,29,10:48:15,combo,ftpd,15559.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:15 2005,E29,connection from <*> (<*>) at <*>
236,237,Jun,29,10:48:17,combo,ftpd,15560.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,E29,connection from <*> (<*>) at <*>
237,238,Jun,29,10:48:18,combo,ftpd,15562.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:18 2005,E29,connection from <*> (<*>) at <*>
238,239,Jun,29,10:48:20,combo,ftpd,15563.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:20 2005,E29,connection from <*> (<*>) at <*>
239,240,Jun,29,12:11:57,combo,sshd(pam_unix),15696.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
240,241,Jun,29,12:11:59,combo,sshd(pam_unix),15698.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
241,242,Jun,29,12:12:01,combo,sshd(pam_unix),15702.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
242,243,Jun,29,12:12:03,combo,sshd(pam_unix),15706.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
243,244,Jun,29,12:12:05,combo,sshd(pam_unix),15712.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
244,245,Jun,29,12:12:06,combo,sshd(pam_unix),15714.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
245,246,Jun,29,14:44:35,combo,ftpd,15917.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>
246,247,Jun,29,14:44:35,combo,ftpd,15922.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>
247,248,Jun,29,14:44:35,combo,ftpd,15918.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>
248,249,Jun,29,14:44:35,combo,ftpd,15920.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>
249,250,Jun,29,14:44:35,combo,ftpd,15921.0,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>
250,251,Jun,30,04:03:41,combo,su(pam_unix),17407.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
251,252,Jun,30,04:03:42,combo,su(pam_unix),17407.0,session closed for user cyrus,E101,session closed for user <*>
252,253,Jun,30,04:09:30,combo,su(pam_unix),17778.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
253,254,Jun,30,04:09:31,combo,su(pam_unix),17778.0,session closed for user news,E101,session closed for user <*>
254,255,Jun,30,12:48:38,combo,sshd(pam_unix),18559.0,check pass; user unknown,E27,check pass; user unknown
255,256,Jun,30,12:48:38,combo,sshd(pam_unix),18559.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
256,257,Jun,30,12:48:41,combo,sshd(pam_unix),18557.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
257,258,Jun,30,12:48:41,combo,sshd(pam_unix),18547.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
258,259,Jun,30,12:48:41,combo,sshd(pam_unix),18549.0,check pass; user unknown,E27,check pass; user unknown
259,260,Jun,30,12:48:41,combo,sshd(pam_unix),18545.0,check pass; user unknown,E27,check pass; user unknown
260,261,Jun,30,12:48:41,combo,sshd(pam_unix),18545.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
261,262,Jun,30,12:48:41,combo,sshd(pam_unix),18548.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
262,263,Jun,30,19:03:00,combo,sshd(pam_unix),19088.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
263,264,Jun,30,19:03:00,combo,sshd(pam_unix),19094.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
264,265,Jun,30,19:03:00,combo,sshd(pam_unix),19087.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
265,266,Jun,30,19:03:03,combo,sshd(pam_unix),19091.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
266,267,Jun,30,19:03:04,combo,sshd(pam_unix),19101.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
267,268,Jun,30,19:03:05,combo,sshd(pam_unix),19103.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
268,269,Jun,30,20:16:17,combo,sshd(pam_unix),19202.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
269,270,Jun,30,20:16:17,combo,sshd(pam_unix),19203.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
270,271,Jun,30,20:16:26,combo,sshd(pam_unix),19209.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
271,272,Jun,30,20:16:26,combo,sshd(pam_unix),19208.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
272,273,Jun,30,20:53:04,combo,klogind,19272.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*>: Permission denied in replay cache code
273,274,Jun,30,20:53:04,combo,klogind,19287.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*>: Permission denied in replay cache code
274,275,Jun,30,20:53:04,combo,klogind,19287.0,Kerberos authentication failed,E61,Kerberos authentication failed
275,276,Jun,30,20:53:04,combo,klogind,19286.0,Kerberos authentication failed,E61,Kerberos authentication failed
276,277,Jun,30,20:53:04,combo,klogind,19271.0,Kerberos authentication failed,E61,Kerberos authentication failed
277,278,Jun,30,20:53:04,combo,klogind,19270.0,Kerberos authentication failed,E61,Kerberos authentication failed
278,279,Jun,30,20:53:04,combo,klogind,19269.0,Kerberos authentication failed,E61,Kerberos authentication failed
279,280,Jun,30,20:53:04,combo,klogind,19288.0,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*>: Permission denied in replay cache code
280,281,Jun,30,20:53:04,combo,klogind,19274.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*>: Software caused connection abort
281,282,Jun,30,20:53:04,combo,klogind,19268.0,Kerberos authentication failed,E61,Kerberos authentication failed
282,283,Jun,30,20:53:04,combo,klogind,19288.0,Kerberos authentication failed,E61,Kerberos authentication failed
283,284,Jun,30,20:53:04,combo,klogind,19274.0,Kerberos authentication failed,E61,Kerberos authentication failed
284,285,Jun,30,20:53:06,combo,klogind,19266.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*>: Software caused connection abort
285,286,Jun,30,20:53:06,combo,klogind,19278.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*>: Software caused connection abort
286,287,Jun,30,20:53:06,combo,klogind,19278.0,Kerberos authentication failed,E61,Kerberos authentication failed
287,288,Jun,30,20:53:06,combo,klogind,19273.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*>: Software caused connection abort
288,289,Jun,30,20:53:06,combo,klogind,19273.0,Kerberos authentication failed,E61,Kerberos authentication failed
289,290,Jun,30,20:53:06,combo,klogind,19276.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*>: Software caused connection abort
290,291,Jun,30,20:53:06,combo,klogind,19275.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*>: Software caused connection abort
291,292,Jun,30,20:53:06,combo,klogind,19279.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*>: Software caused connection abort
292,293,Jun,30,20:53:06,combo,klogind,19282.0,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E14,Authentication failed from <*>: Software caused connection abort
293,294,Jun,30,20:53:06,combo,klogind,19280.0,Kerberos authentication failed,E61,Kerberos authentication failed
294,295,Jun,30,20:53:06,combo,klogind,19282.0,Kerberos authentication failed,E61,Kerberos authentication failed
295,296,Jun,30,20:53:06,combo,klogind,19283.0,Kerberos authentication failed,E61,Kerberos authentication failed
296,297,Jun,30,20:53:06,combo,klogind,19285.0,Kerberos authentication failed,E61,Kerberos authentication failed
297,298,Jun,30,20:53:06,combo,klogind,19284.0,Kerberos authentication failed,E61,Kerberos authentication failed
298,299,Jun,30,22:16:32,combo,sshd(pam_unix),19432.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>)
