,LineId,Date,Time,Pid,Level,Component,Content
1895,1896,081111,091351,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand8/_temporary/_task_200811101024_0015_m_000737_0/part-00737. blk_5894088883762961800
908,909,081110,211410,14947,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_2282833575688432184 terminating
1351,1352,081111,043746,20226,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2737505352081488746 src: /10.251.194.245:52516 dest: /10.251.194.245:50010
347,348,081110,085933,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-4117999745005013424
1940,1941,081111,094713,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand8/_temporary/_task_200811101024_0015_m_001757_0/part-01757. blk_-5343533992609553091
703,704,081110,143222,12360,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6107935679779418195 src: /10.251.43.115:55925 dest: /10.251.43.115:50010
920,921,081110,212234,14745,INFO,dfs.DataNode$PacketResponder,Received block blk_6698851413708497072 of size 67108864 from /10.251.74.134
1300,1301,081111,040521,19253,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7024895786822269814 terminating
537,538,081110,110155,9579,INFO,dfs.DataNode$PacketResponder,Received block blk_-5586529360624346565 of size 67108864 from /10.251.43.115
864,865,081110,210450,19,INFO,dfs.FSDataset,Deleting block blk_-1750007847201154657 file /mnt/hadoop/dfs/data/current/subdir1/blk_-1750007847201154657
855,856,081110,210404,19,INFO,dfs.FSDataset,Deleting block blk_7855353385462032387 file /mnt/hadoop/dfs/data/current/subdir41/blk_7855353385462032387
610,611,081110,115226,10579,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8992894896370738220 src: /10.251.43.210:54766 dest: /10.251.43.210:50010
1063,1064,081110,224209,16540,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-337665304078248571 src: /10.251.106.37:55462 dest: /10.251.106.37:50010
131,132,081109,234728,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_-476906696485288376 size 67108864
1025,1026,081110,221447,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_-7893636450787030202 size 67108864
724,725,081110,144404,12709,INFO,dfs.DataNode$DataXceiver,Receiving block blk_728165942214842306 src: /10.251.30.179:57828 dest: /10.251.30.179:50010
1821,1822,081111,084619,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001736_0/part-01736. blk_-3055230140330616860
1683,1684,081111,073746,23412,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5881782374981838094 src: /10.251.214.18:43091 dest: /10.251.214.18:50010
1238,1239,081111,031735,18435,INFO,dfs.DataNode$PacketResponder,Received block blk_6799391641508508235 of size 67108864 from /10.251.107.98
1838,1839,081111,085529,24695,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5144548163293169177 terminating
1210,1211,081111,030225,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to blk_-6555060221133060529 size 67108864
1533,1534,081111,063138,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001529_0/part-01529. blk_-826920518336899809
1085,1086,081110,225400,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_-7115635482536854135 size 67108864
1280,1281,081111,034945,19257,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2014243777892518956 terminating
616,617,081110,115737,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_512039711533506696 size 67108864
1901,1902,081111,091742,19,INFO,dfs.FSDataset,Deleting block blk_-2808875502459981198 file /mnt/hadoop/dfs/data/current/subdir3/blk_-2808875502459981198
1010,1011,081110,220909,19,INFO,dfs.FSDataset,Deleting block blk_-1263913006422225885 file /mnt/hadoop/dfs/data/current/subdir2/blk_-1263913006422225885
972,973,081110,215806,15819,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_6809155287484296510 terminating
875,876,081110,210537,19,INFO,dfs.FSDataset,Deleting block blk_-2210703755506918304 file /mnt/hadoop/dfs/data/current/subdir26/blk_-2210703755506918304
1587,1588,081111,065426,19,INFO,dfs.FSDataset,Deleting block blk_-253282915050290778 file /mnt/hadoop/dfs/data/current/subdir23/blk_-253282915050290778
408,409,081110,103130,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_3858015337960682724 is added to invalidSet of 10.251.214.130:50010
1152,1153,081111,023149,19,INFO,dfs.FSDataset,Deleting block blk_-7411858598798393933 file /mnt/hadoop/dfs/data/current/subdir24/blk_-7411858598798393933
1246,1247,081111,032416,18576,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_5018765878120211503 terminating
1481,1482,081111,053958,21262,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8087142318511408355 src: /10.250.15.67:55334 dest: /10.250.15.67:50010
1173,1174,081111,023328,19,INFO,dfs.FSDataset,Deleting block blk_9014154925388243050 file /mnt/hadoop/dfs/data/current/subdir28/blk_9014154925388243050
636,637,081110,121136,10865,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9146254623576405494 src: /10.250.7.146:60294 dest: /10.250.7.146:50010
264,265,081110,015423,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.161:50010 is added to blk_6080034782037237879 size 67108864
336,337,081110,082444,8172,INFO,dfs.DataNode$DataXceiver,10.251.109.209:50010 Served block blk_4848669047361069041 to /10.251.26.177
1241,1242,081111,031938,16978,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2819581679409796253 terminating
1529,1530,081111,062735,22030,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_4877808040461609832 terminating
1963,1964,081111,095840,26225,INFO,dfs.DataNode$PacketResponder,Received block blk_6446927133528675675 of size 67108864 from /10.251.39.209
1629,1630,081111,070918,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.214:50010 is added to blk_5963655886023015963 size 67108864
1053,1054,081110,223410,16237,INFO,dfs.DataNode$PacketResponder,Received block blk_-8524952715666214329 of size 67108864 from /10.251.90.64
1038,1039,081110,222511,16129,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2147212041377545584 src: /10.251.75.49:34485 dest: /10.251.75.49:50010
1773,1774,081111,081617,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_8512974147315737844 size 67108864
1630,1631,081111,070928,23133,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2377944115560974127 src: /10.251.75.163:55681 dest: /10.251.75.163:50010
658,659,081110,122648,11281,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010
74,75,081109,213907,2497,INFO,dfs.DataNode$DataXceiver,10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229
1565,1566,081111,065217,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-1641081065757890722 is added to invalidSet of 10.251.107.242:50010
896,897,081110,210753,19,INFO,dfs.FSDataset,Deleting block blk_3221204570666147236 file /mnt/hadoop/dfs/data/current/subdir34/blk_3221204570666147236
1853,1854,081111,085914,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_4738781172941319823 is added to invalidSet of 10.251.91.32:50010
1742,1743,081111,075907,19,INFO,dfs.FSDataset,Deleting block blk_-1278725622357466169 file /mnt/hadoop/dfs/data/current/subdir0/blk_-1278725622357466169
710,711,081110,143554,12294,INFO,dfs.DataNode$PacketResponder,Received block blk_7501235595045510958 of size 67108864 from /10.251.214.67
464,465,081110,103557,19,INFO,dfs.FSDataset,Deleting block blk_-8588908000680498 file /mnt/hadoop/dfs/data/current/subdir21/blk_-8588908000680498
199,200,081110,011406,5296,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5760391051658436046 src: /10.251.42.84:59752 dest: /10.251.42.84:50010
1951,1952,081111,095238,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.132:50010 is added to blk_8527475857502481768 size 67108864
688,689,081110,131128,11976,INFO,dfs.DataNode$DataXceiver,10.251.67.225:50010 Served block blk_2038610753592374847 to /10.250.18.114
1779,1780,081111,082005,23974,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8162657657061473938 src: /10.251.26.131:35484 dest: /10.251.26.131:50010
1654,1655,081111,072403,23051,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_2241654010576170013 terminating
43,44,081109,210935,1458,INFO,dfs.DataNode$PacketResponder,Received block blk_8829027411458566099 of size 67108864 from /10.251.38.214
897,898,081110,210832,14473,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5808893254440551816 src: /10.250.11.194:53256 dest: /10.250.11.194:50010
954,955,081110,214525,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_-9049344623659872649 size 67108864
1011,1012,081110,220911,19,INFO,dfs.FSDataset,Deleting block blk_6542592144596063478 file /mnt/hadoop/dfs/data/current/subdir35/blk_6542592144596063478
4,5,081109,204106,329,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6670958622368987959 terminating
103,104,081109,232200,3856,INFO,dfs.DataNode$PacketResponder,Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64
1268,1269,081111,033935,18945,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5256716488526744434 src: /10.251.73.220:42064 dest: /10.251.73.220:50010
1443,1444,081111,050710,20499,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2268450354164990110 terminating
1918,1919,081111,093316,25596,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4655280636272058732 src: /10.251.26.8:48892 dest: /10.251.26.8:50010
1826,1827,081111,084759,24704,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2166777223671724319 src: /10.251.214.175:52741 dest: /10.251.214.175:50010
117,118,081109,233849,4087,INFO,dfs.DataNode$PacketResponder,Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37
1546,1547,081111,063859,22169,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1606295458729964667 src: /10.251.214.32:47910 dest: /10.251.214.32:50010
594,595,081110,114309,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000299_0/part-00299. blk_4984150784048864430
1664,1665,081111,072948,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_8663640697928077697 size 67108864
1179,1180,081111,024247,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.209:50010 is added to blk_1833093108290599780 size 67108864
752,753,081110,150238,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_-5427918313707752877 size 67108864
467,468,081110,103603,18,INFO,dfs.FSDataset,Deleting block blk_-3636681193077858741 file /mnt/hadoop/dfs/data/current/subdir37/blk_-3636681193077858741
916,917,081110,212051,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_-5542336029922582303 size 67108864
495,496,081110,103819,19,INFO,dfs.FSDataset,Deleting block blk_6973321719929905054 file /mnt/hadoop/dfs/data/current/subdir14/blk_6973321719929905054
797,798,081110,191403,14120,WARN,dfs.DataNode$DataXceiver,10.250.14.196:50010:Got exception while serving blk_2967299761311489673 to /10.251.89.155:
1714,1715,081111,075629,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-7595375726951801956 is added to invalidSet of 10.251.122.79:50010
121,122,081109,234111,4288,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2028803850179311599 terminating
425,426,081110,103201,19,INFO,dfs.FSDataset,Deleting block blk_8483848473254499625 file /mnt/hadoop/dfs/data/current/subdir51/blk_8483848473254499625
895,896,081110,210737,19,INFO,dfs.FSDataset,Deleting block blk_8699831307500970779 file /mnt/hadoop/dfs/data/current/subdir54/blk_8699831307500970779
1775,1776,081111,081702,24075,INFO,dfs.DataNode$PacketResponder,Received block blk_-7630699912570186723 of size 67108864 from /10.251.71.240
182,183,081110,010506,5128,INFO,dfs.DataNode$PacketResponder,Received block blk_8772892713521115147 of size 67108864 from /10.251.194.245
230,231,081110,013559,5614,INFO,dfs.DataNode$PacketResponder,Received block blk_7736147489540456118 of size 67108864 from /10.251.74.227
1993,1994,081111,101444,26469,INFO,dfs.DataNode$PacketResponder,Received block blk_-1592043549272047369 of size 67108864 from /10.251.105.189
1657,1658,081111,072710,22924,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-2068111211565768713 terminating
391,392,081110,103057,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_1543605971733759530 is added to invalidSet of 10.251.195.33:50010
1619,1620,081111,070458,22933,INFO,dfs.DataNode$PacketResponder,Received block blk_1060814796407897179 of size 67108864 from /10.251.109.209
381,382,081110,103045,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-6056336045486998577 is added to invalidSet of 10.251.126.255:50010
1553,1554,081111,064501,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001635_0/part-01635. blk_9034993982993401678
539,540,081110,110324,8497,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8752665860595246441 src: /10.251.70.5:44006 dest: /10.251.70.5:50010
106,107,081109,232639,3792,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6837050820114491742 terminating
1649,1650,081111,072224,23062,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5504500392858491441 terminating
1405,1406,081111,044728,18,INFO,dfs.FSDataset,Deleting block blk_1379455396847512711 file /mnt/hadoop/dfs/data/current/blk_1379455396847512711
1196,1197,081111,025424,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.160:50010 is added to blk_-1675768179383804109 size 67108864
846,847,081110,210259,19,INFO,dfs.FSDataset,Deleting block blk_-7548149518969960333 file /mnt/hadoop/dfs/data/current/subdir8/blk_-7548149518969960333
1530,1531,081111,062905,21843,INFO,dfs.DataNode$PacketResponder,Received block blk_3049351456771045311 of size 67108864 from /10.251.199.159
1724,1725,081111,075743,23596,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7625391056418655045 terminating
1811,1812,081111,084003,24758,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_703387617548630438 terminating
917,918,081110,212111,14543,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_165707910410871749 terminating
1420,1421,081111,045125,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.143:50010 is added to blk_7434237665308221519 size 67108864
1425,1426,081111,045614,20587,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9131004320470011870 src: /10.251.123.132:52815 dest: /10.251.123.132:50010
1761,1762,081111,080654,23600,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7587189852169913514 terminating
107,108,081109,232828,3875,INFO,dfs.DataNode$PacketResponder,Received block blk_-5195432543794777448 of size 67108864 from /10.250.10.6
514,515,081110,104834,9213,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4624597753370705281 terminating
909,910,081110,211504,14451,INFO,dfs.DataNode$PacketResponder,Received block blk_3960527526103274525 of size 67108864 from /10.251.30.134
1900,1901,081111,091733,19,INFO,dfs.FSNamesystem,BLOCK* ask 10.251.126.5:50010 to delete  blk_-9016567407076718172 blk_-8695715290502978219 blk_-7168328752988473716 blk_-4355192005224403537 blk_-3757501769775889193 blk_-154600013573668394 blk_167132135416677587 blk_2654596473569751784 blk_5202581916713319258
1823,1824,081111,084728,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001649_0/part-01649. blk_-5581540863377925517
1083,1084,081110,225305,16687,INFO,dfs.DataNode$PacketResponder,Received block blk_-6986311820863339652 of size 67108864 from /10.251.71.240
424,425,081110,103149,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_8871064397020855320 is added to invalidSet of 10.251.42.84:50010
1598,1599,081111,065504,18,INFO,dfs.FSDataset,Deleting block blk_3336810835691486095 file /mnt/hadoop/dfs/data/current/subdir11/blk_3336810835691486095
371,372,081110,103032,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_2576408434603492552 is added to invalidSet of 10.251.106.37:50010
620,621,081110,120103,10778,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5321676321043683563 terminating
69,70,081109,213436,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-2827716238972737794
1465,1466,081111,052812,21102,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7228803354694123939 src: /10.251.195.70:50389 dest: /10.251.195.70:50010
1382,1383,081111,044427,20289,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1407935810673971357 src: /10.251.123.99:54184 dest: /10.251.123.99:50010
1444,1445,081111,051005,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.79:50010 is added to blk_-3622135859810774312 size 67108864
984,985,081110,220636,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_3332848207645320273 is added to invalidSet of 10.251.90.64:50010
750,751,081110,150125,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_7415823309220171667 size 67108864
1141,1142,081111,023022,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_8493856762887493521 is added to invalidSet of 10.251.26.131:50010
1467,1468,081111,052846,21358,INFO,dfs.DataNode$PacketResponder,Received block blk_5348548743130215090 of size 67108864 from /10.251.39.179
1575,1576,081111,065227,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_3231389654886008065 is added to invalidSet of 10.251.195.52:50010
127,128,081109,234605,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4585055992495043771 size 67108864
1026,1027,081110,221653,15684,INFO,dfs.DataNode$PacketResponder,Received block blk_-5777981614298940026 of size 67108864 from /10.251.214.67
41,42,081109,210812,1395,INFO,dfs.DataNode$PacketResponder,Received block blk_-3909548841543565741 of size 3542967 from /10.251.195.33
541,542,081110,110627,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.213:50010 is added to blk_-7030770677241078854 size 67108864
1007,1008,081110,220830,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000374_0/part-00374. blk_-1941312615450572331
481,482,081110,103704,19,INFO,dfs.FSDataset,Deleting block blk_7190156588310412626 file /mnt/hadoop/dfs/data/current/subdir30/blk_7190156588310412626
313,314,081110,070921,7744,INFO,dfs.DataNode$DataXceiver,10.251.39.144:50010 Served block blk_-8187008844253719581 to /10.251.91.32
105,106,081109,232346,3820,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010
1625,1626,081111,070823,22537,INFO,dfs.DataNode$PacketResponder,Received block blk_7830067201550857864 of size 67108864 from /10.251.105.189
1402,1403,081111,044704,19,INFO,dfs.FSDataset,Deleting block blk_449049393237281194 file /mnt/hadoop/dfs/data/current/subdir18/blk_449049393237281194
1069,1070,081110,224632,16607,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1657856234642335063 src: /10.251.38.197:44516 dest: /10.251.38.197:50010
602,603,081110,114504,10561,INFO,dfs.DataNode$DataXceiver,Receiving block blk_591323161994959677 src: /10.251.195.33:50123 dest: /10.251.195.33:50010
1200,1201,081111,025653,18457,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7483426835701512490 terminating
250,251,081110,014520,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_-5511630179413516751 size 67108864
1569,1570,081111,065224,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_247452006316846355 is added to invalidSet of 10.250.6.191:50010
438,439,081110,103348,19,INFO,dfs.FSDataset,Deleting block blk_-8484827087450439270 file /mnt/hadoop/dfs/data/current/subdir25/blk_-8484827087450439270
1626,1627,081111,070836,22330,INFO,dfs.DataNode$PacketResponder,Received block blk_-2194976790278647102 of size 67108864 from /10.251.110.8
696,697,081110,133946,11947,WARN,dfs.DataNode$DataXceiver,10.251.126.255:50010:Got exception while serving blk_1910039736720341651 to /10.251.31.85:
420,421,081110,103147,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-2589662411410634043 is added to invalidSet of 10.251.42.16:50010
1267,1268,081111,033927,19172,INFO,dfs.DataNode$PacketResponder,Received block blk_6880728743505526406 of size 67108864 from /10.251.197.226
216,217,081110,012835,5558,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-8093500164295459838 terminating
475,476,081110,103631,19,INFO,dfs.FSDataset,Deleting block blk_3585588704565901062 file /mnt/hadoop/dfs/data/current/subdir15/blk_3585588704565901062
739,740,081110,145452,12780,INFO,dfs.DataNode$PacketResponder,Received block blk_560063894682806537 of size 67108864 from /10.251.194.129
1717,1718,081111,075634,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_4834069779372284635 is added to invalidSet of 10.251.71.97:50010
1223,1224,081111,030942,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001281_0/part-01281. blk_2084123600915946046
440,441,081110,103354,19,INFO,dfs.FSDataset,Deleting block blk_-8383503596684323017 file /mnt/hadoop/dfs/data/current/subdir26/blk_-8383503596684323017
715,716,081110,143920,12287,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4854562124894030819 src: /10.250.10.100:40486 dest: /10.250.10.100:50010
611,612,081110,115408,10446,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7230947007726948080 src: /10.251.29.239:53564 dest: /10.251.29.239:50010
1432,1433,081111,045904,20552,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-8225435781013159573 terminating
1055,1056,081110,223623,16188,INFO,dfs.DataNode$PacketResponder,Received block blk_-1485109068671160157 of size 67108864 from /10.251.71.68
1712,1713,081111,075626,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_805187982300776163 is added to invalidSet of 10.251.73.188:50010
1293,1294,081111,035957,19217,INFO,dfs.DataNode$PacketResponder,Received block blk_-420564586555502239 of size 67108864 from /10.251.90.64
409,410,081110,103130,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_570916157110129687 is added to invalidSet of 10.251.214.18:50010
1305,1306,081111,040626,19526,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_903961454948542202 terminating
1321,1322,081111,041509,20066,INFO,dfs.DataNode$PacketResponder,Received block blk_-8965508153794244104 of size 28494398 from /10.251.70.112
1149,1150,081111,023039,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_1275198635723397883 is added to invalidSet of 10.251.202.134:50010
556,557,081110,111547,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001587_0/part-01587. blk_6374836031306809839
14,15,081109,204925,673,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5623176793330377570 src: /10.251.75.228:53725 dest: /10.251.75.228:50010
1780,1781,081111,082039,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_-4970213618915792510 size 67108864
1871,1872,081111,090129,19,INFO,dfs.FSDataset,Deleting block blk_-5598693099021996971 file /mnt/hadoop/dfs/data/current/subdir19/blk_-5598693099021996971
1820,1821,081111,084423,24772,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_215466486430758887 terminating
301,302,081110,042826,6827,INFO,dfs.DataNode$DataXceiver,10.251.67.4:50010 Served block blk_-2901225370888235702 to /10.251.91.84
1328,1329,081111,042009,19800,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1927336911952959118 terminating
286,287,081110,020325,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.210:50010 is added to blk_-6995454028444097802 size 67108864
1835,1836,081111,085429,25314,INFO,dfs.DataNode$PacketResponder,Received block blk_-6719337521981113643 of size 3538321 from /10.250.15.198
753,754,081110,150240,12700,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4673509946769671609 src: /10.251.30.85:34022 dest: /10.251.30.85:50010
929,930,081110,212644,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_000720_0/part-00720. blk_-7988596544606686086
513,514,081110,104825,9232,INFO,dfs.DataNode$PacketResponder,Received block blk_3083630442630693250 of size 67108864 from /10.251.215.70
1165,1166,081111,023248,18,INFO,dfs.FSDataset,Deleting block blk_1350741653957819140 file /mnt/hadoop/dfs/data/current/subdir32/blk_1350741653957819140
498,499,081110,103840,19,INFO,dfs.FSDataset,Deleting block blk_6497260538939100482 file /mnt/hadoop/dfs/data/current/subdir46/blk_6497260538939100482
1373,1374,081111,044338,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_2426255659473300323 is added to invalidSet of 10.251.106.37:50010
1262,1263,081111,033819,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-1525964299678787959 is added to invalidSet of 10.251.37.240:50010
1656,1657,081111,072523,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_-7794786562417612249 size 67108864
1070,1071,081110,224636,16576,INFO,dfs.DataNode$PacketResponder,Received block blk_6490003020931145707 of size 67108864 from /10.251.42.246
554,555,081110,111409,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.143:50010 is added to blk_8952177028039691517 size 67108864
1787,1788,081111,082730,24531,INFO,dfs.DataNode$PacketResponder,Received block blk_-3023983271692989109 of size 67108864 from /10.251.110.68
1233,1234,081111,031436,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001398_0/part-01398. blk_-7527506469734664572
1653,1654,081111,072356,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.22:50010 is added to blk_707166530951154301 size 67108864
1421,1422,081111,045222,20321,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2380775154966815858 src: /10.251.107.50:33333 dest: /10.251.107.50:50010
335,336,081110,082043,8305,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_2322432806134104317 to /10.251.215.16
