,LineId,Time,Level,Content,EventId,EventTemplate
197,198,Sun Dec 04 06:53:26 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
198,199,Sun Dec 04 06:53:38 2005,notice,jk2_init() Found child 32636 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
199,200,Sun Dec 04 06:53:37 2005,notice,jk2_init() Found child 32638 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
200,201,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32640 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
201,202,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32642 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
202,203,Sun Dec 04 06:54:35 2005,notice,jk2_init() Found child 32646 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
203,204,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32652 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
204,205,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32649 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
205,206,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32651 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
206,207,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
207,208,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
208,209,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
209,210,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
210,211,Sun Dec 04 06:55:55 2005,notice,jk2_init() Found child 32660 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
211,212,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32658 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
212,213,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32657 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
213,214,Sun Dec 04 06:56:37 2005,notice,jk2_init() Found child 32663 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
214,215,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32667 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
215,216,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32671 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
216,217,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
217,218,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
218,219,Sun Dec 04 06:58:12 2005,notice,jk2_init() Found child 32674 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
219,220,Sun Dec 04 06:58:27 2005,notice,jk2_init() Found child 32675 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
220,221,Sun Dec 04 06:58:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
221,222,Sun Dec 04 06:58:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
222,223,Sun Dec 04 06:58:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
223,224,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32677 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
224,225,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32676 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
225,226,Sun Dec 04 06:59:28 2005,notice,jk2_init() Found child 32679 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
226,227,Sun Dec 04 06:59:28 2005,notice,jk2_init() Found child 32680 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
227,228,Sun Dec 04 06:59:34 2005,notice,jk2_init() Found child 32682 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
228,229,Sun Dec 04 06:59:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
229,230,Sun Dec 04 06:59:47 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
230,231,Sun Dec 04 06:59:59 2005,notice,jk2_init() Found child 32683 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
231,232,Sun Dec 04 07:00:06 2005,notice,jk2_init() Found child 32685 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
232,233,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32688 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>
233,234,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32695 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
234,235,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32711 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
235,236,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32708 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
236,237,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32710 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
237,238,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32709 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
238,239,Sun Dec 04 07:01:57 2005,notice,jk2_init() Found child 32712 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
239,240,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
240,241,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
241,242,Sun Dec 04 07:02:52 2005,notice,jk2_init() Found child 32713 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
242,243,Sun Dec 04 07:03:23 2005,notice,jk2_init() Found child 32717 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
243,244,Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32731 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
244,245,Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32758 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
245,246,Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
246,247,Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 10,E3,mod_jk child workerEnv in error state <*>
247,248,Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32762 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
248,249,Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32763 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
249,250,Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
250,251,Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
251,252,Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
252,253,Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
253,254,Sun Dec 04 07:11:04 2005,notice,jk2_init() Found child 309 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
254,255,Sun Dec 04 07:11:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
255,256,Sun Dec 04 07:12:22 2005,notice,jk2_init() Found child 312 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
256,257,Sun Dec 04 07:12:22 2005,notice,jk2_init() Found child 313 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
257,258,Sun Dec 04 07:12:40 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
258,259,Sun Dec 04 07:12:44 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
259,260,Sun Dec 04 07:13:09 2005,notice,jk2_init() Found child 314 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
260,261,Sun Dec 04 07:13:10 2005,notice,jk2_init() Found child 316 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
261,262,Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
262,263,Sun Dec 04 07:13:41 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
263,264,Sun Dec 04 07:13:41 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
264,265,Sun Dec 04 07:14:07 2005,notice,jk2_init() Found child 319 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
265,266,Sun Dec 04 07:14:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
266,267,Sun Dec 04 07:14:29 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
267,268,Sun Dec 04 07:15:09 2005,notice,jk2_init() Found child 324 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>
268,269,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 353 in scoreboard slot 12,E1,jk2_init() Found child <*> in scoreboard slot <*>
269,270,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 349 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
270,271,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 348 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
271,272,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
272,273,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
273,274,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
274,275,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
275,276,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
276,277,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
277,278,Sun Dec 04 09:35:12 2005,error,[client 207.203.80.15] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
278,279,Sun Dec 04 11:42:43 2005,error,[client 216.127.124.16] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
279,280,Sun Dec 04 16:24:06 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
280,281,Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1254 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
281,282,Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1256 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
282,283,Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1255 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
283,284,Sun Dec 04 16:35:49 2005,notice,jk2_init() Found child 1262 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
284,285,Sun Dec 04 16:41:15 2005,notice,jk2_init() Found child 1275 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
285,286,Sun Dec 04 16:41:16 2005,notice,jk2_init() Found child 1276 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
286,287,Sun Dec 04 16:41:22 2005,notice,jk2_init() Found child 1277 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
287,288,Sun Dec 04 16:41:22 2005,notice,jk2_init() Found child 1278 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
288,289,Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
289,290,Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
290,291,Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
291,292,Sun Dec 04 16:45:52 2005,notice,jk2_init() Found child 1283 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
292,293,Sun Dec 04 16:45:52 2005,notice,jk2_init() Found child 1284 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
293,294,Sun Dec 04 16:46:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
294,295,Sun Dec 04 16:46:13 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
295,296,Sun Dec 04 16:46:45 2005,notice,jk2_init() Found child 1288 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
296,297,Sun Dec 04 16:47:11 2005,notice,jk2_init() Found child 1291 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
297,298,Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1298 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
298,299,Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1299 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
299,300,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
300,301,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
301,302,Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
302,303,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
303,304,Sun Dec 04 16:50:53 2005,notice,jk2_init() Found child 1308 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
304,305,Sun Dec 04 16:51:26 2005,notice,jk2_init() Found child 1313 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
305,306,Sun Dec 04 16:51:26 2005,notice,jk2_init() Found child 1312 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
306,307,Sun Dec 04 16:52:45 2005,notice,jk2_init() Found child 1321 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
307,308,Sun Dec 04 16:52:45 2005,notice,jk2_init() Found child 1322 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
308,309,Sun Dec 04 16:52:46 2005,notice,jk2_init() Found child 1324 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
309,310,Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
310,311,Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
311,312,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
312,313,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
313,314,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
314,315,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1338 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
315,316,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1336 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
316,317,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1337 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
317,318,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
318,319,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
319,320,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
320,321,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
321,322,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
322,323,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
323,324,Sun Dec 04 17:01:43 2005,notice,jk2_init() Found child 1356 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
324,325,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
325,326,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
326,327,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
327,328,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
328,329,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
329,330,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
330,331,Sun Dec 04 17:05:45 2005,notice,jk2_init() Found child 1375 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
331,332,Sun Dec 04 17:05:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
332,333,Sun Dec 04 17:05:48 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
333,334,Sun Dec 04 17:05:48 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
334,335,Sun Dec 04 17:05:48 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
335,336,Sun Dec 04 17:11:37 2005,notice,jk2_init() Found child 1388 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
336,337,Sun Dec 04 17:12:42 2005,notice,jk2_init() Found child 1393 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
337,338,Sun Dec 04 17:12:50 2005,notice,jk2_init() Found child 1395 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
338,339,Sun Dec 04 17:12:50 2005,notice,jk2_init() Found child 1396 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
339,340,Sun Dec 04 17:12:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
340,341,Sun Dec 04 17:12:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
341,342,Sun Dec 04 17:12:57 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
342,343,Sun Dec 04 17:20:38 2005,notice,jk2_init() Found child 1448 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
343,344,Sun Dec 04 17:20:38 2005,notice,jk2_init() Found child 1439 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
344,345,Sun Dec 04 17:20:39 2005,notice,jk2_init() Found child 1449 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
345,346,Sun Dec 04 17:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
346,347,Sun Dec 04 17:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
347,348,Sun Dec 04 17:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
348,349,Sun Dec 04 17:20:46 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
349,350,Sun Dec 04 17:20:46 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
350,351,Sun Dec 04 17:21:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
351,352,Sun Dec 04 17:26:04 2005,notice,jk2_init() Found child 1461 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
352,353,Sun Dec 04 17:27:13 2005,notice,jk2_init() Found child 1466 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
353,354,Sun Dec 04 17:28:42 2005,notice,jk2_init() Found child 1477 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
354,355,Sun Dec 04 17:28:41 2005,notice,jk2_init() Found child 1476 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
355,356,Sun Dec 04 17:31:00 2005,notice,jk2_init() Found child 1501 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
356,357,Sun Dec 04 17:31:00 2005,notice,jk2_init() Found child 1502 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
357,358,Sun Dec 04 17:31:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
358,359,Sun Dec 04 17:31:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
359,360,Sun Dec 04 17:31:11 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
360,361,Sun Dec 04 17:31:12 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
361,362,Sun Dec 04 17:31:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
362,363,Sun Dec 04 17:34:57 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
363,364,Sun Dec 04 17:36:14 2005,notice,jk2_init() Found child 1513 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
364,365,Sun Dec 04 17:37:08 2005,notice,jk2_init() Found child 1517 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
365,366,Sun Dec 04 17:39:00 2005,notice,jk2_init() Found child 1529 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
366,367,Sun Dec 04 17:39:00 2005,notice,jk2_init() Found child 1528 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
367,368,Sun Dec 04 17:43:08 2005,notice,jk2_init() Found child 1565 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
368,369,Sun Dec 04 17:43:08 2005,notice,jk2_init() Found child 1561 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
369,370,Sun Dec 04 17:43:08 2005,notice,jk2_init() Found child 1563 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
370,371,Sun Dec 04 17:43:12 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
371,372,Sun Dec 04 17:43:12 2005,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>
372,373,Sun Dec 04 17:43:12 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
373,374,Sun Dec 04 17:43:12 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
374,375,Sun Dec 04 17:43:12 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
375,376,Sun Dec 04 17:43:12 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
376,377,Sun Dec 04 18:24:22 2005,error,[client 125.30.38.52] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
377,378,Sun Dec 04 19:25:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
378,379,Sun Dec 04 19:32:20 2005,notice,jk2_init() Found child 1787 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
379,380,Sun Dec 04 19:32:32 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
380,381,Sun Dec 04 19:32:33 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
381,382,Sun Dec 04 19:32:34 2005,notice,jk2_init() Found child 1790 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
382,383,Sun Dec 04 19:32:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
383,384,Sun Dec 04 19:32:34 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
384,385,Sun Dec 04 19:32:34 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
385,386,Sun Dec 04 19:35:58 2005,notice,jk2_init() Found child 1798 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
386,387,Sun Dec 04 19:36:07 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
387,388,Sun Dec 04 19:36:07 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
388,389,Sun Dec 04 19:36:07 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
389,390,Sun Dec 04 19:36:07 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
390,391,Sun Dec 04 19:41:20 2005,notice,jk2_init() Found child 1814 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
391,392,Sun Dec 04 19:41:20 2005,notice,jk2_init() Found child 1813 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
392,393,Sun Dec 04 19:41:21 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
393,394,Sun Dec 04 19:41:21 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
