,LineId,Date,Time,Pid,Tid,Level,Component,Content
176,177,03-17,16:13:47.945,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
177,178,03-17,16:13:48.009,1702,10454,W,ActivityManager,getTasks: caller 10113 does not hold REAL_GET_TASKS; limiting output
178,179,03-17,16:13:48.019,2227,2227,V,PhoneStatusBar,setLightsOn(true)
179,180,03-17,16:13:48.020,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
180,181,03-17,16:13:48.032,1702,2639,I,WindowManager,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.main.MainTabActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.AppWindowToken.destroySurfaces:374 com.android.server.wm.AppWindowToken.notifyAppStopped:400 com.android.server.wm.WindowManagerService.notifyAppStopped:4869 com.android.server.am.ActivityStack.activityStoppedLocked:1393 com.android.server.am.ActivityManagerService.activityStopped:7690
181,182,03-17,16:13:48.553,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
182,183,03-17,16:13:51.865,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
183,184,03-17,16:13:54.046,1702,17633,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output
184,185,03-17,16:13:54.640,1702,8289,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output
185,186,03-17,16:13:54.735,1702,2106,D,PowerManagerService,"acquire lock=237091223, flags=0x1, tag=""WiredAccessoryManager"", name=android, ws=null, uid=1000, pid=1702"
186,187,03-17,16:13:54.744,1702,1702,V,AudioManager,setWiredDeviceConnectionState  type: -2147483632  state: 0
187,188,03-17,16:13:54.746,1702,1702,V,AudioManager,setWiredDeviceConnectionState  type: 4  state: 0
188,189,03-17,16:13:54.746,1702,1702,D,PowerManagerService,"release:lock=237091223, flg=0x0, tag=""WiredAccessoryManager"", name=android"", ws=null, uid=1000, pid=1702"
189,190,03-17,16:13:54.747,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
190,191,03-17,16:13:54.754,23650,23689,V,AudioManager,isMusicActive...
191,192,03-17,16:13:55.046,1702,2395,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
192,193,03-17,16:13:55.173,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
193,194,03-17,16:13:55.791,1702,2153,D,PowerManagerService,"release:lock=86152250, flg=0x0, tag=""handleAudioEvent"", name=android"", ws=null, uid=1000, pid=1702"
194,195,03-17,16:13:55.793,1702,2153,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
195,196,03-17,16:13:55.800,28601,28601,V,AudioManager,isBluetoothA2dpOn...
196,197,03-17,16:13:55.813,28601,28601,V,AudioManager,isBluetoothScoOn...
197,198,03-17,16:13:55.827,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
198,199,03-17,16:13:55.832,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
199,200,03-17,16:13:55.834,1702,1702,I,NotificationManager,"cancelNotification,index:-1"
200,201,03-17,16:13:55.839,1702,2639,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
201,202,03-17,16:13:55.869,1702,14640,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output
202,203,03-17,16:13:55.883,1702,27353,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output
203,204,03-17,16:13:55.885,1702,2395,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
204,205,03-17,16:13:55.896,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 4
205,206,03-17,16:13:55.899,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 5
206,207,03-17,16:13:55.906,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 7
207,208,03-17,16:13:55.921,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 8
208,209,03-17,16:13:55.940,1702,2639,I,DisplayManagerService,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false
209,210,03-17,16:13:55.941,30852,30852,V,AudioManager,getMode...
210,211,03-17,16:13:56.080,1702,17621,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output
211,212,03-17,16:13:58.485,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
212,213,03-17,16:13:58.796,1702,8303,D,PowerManagerService,"release:lock=219829192, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0"
213,214,03-17,16:13:58.797,1702,8303,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
214,215,03-17,16:14:00.002,1702,2096,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
215,216,03-17,16:14:00.022,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0"
216,217,03-17,16:14:00.039,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0"
217,218,03-17,16:14:00.039,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false
218,219,03-17,16:14:00.049,2227,2227,D,KeyguardUpdateMonitor,received broadcast android.intent.action.TIME_TICK
219,220,03-17,16:14:00.050,2227,2227,D,KeyguardUpdateMonitor,handleTimeUpdate
220,221,03-17,16:14:01.801,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
221,222,03-17,16:14:01.964,2227,2227,V,PhoneStatusBar,setLightsOn(true)
222,223,03-17,16:14:01.964,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
223,224,03-17,16:14:01.978,2227,2227,V,PhoneStatusBar,setLightsOn(true)
224,225,03-17,16:14:02.045,2227,2227,V,PhoneStatusBar,setLightsOn(true)
225,226,03-17,16:14:02.057,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
226,227,03-17,16:14:02.066,2227,2227,V,PhoneStatusBar,setLightsOn(true)
227,228,03-17,16:14:02.090,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
228,229,03-17,16:14:02.107,2227,2227,V,PhoneStatusBar,setLightsOn(true)
229,230,03-17,16:14:02.136,2227,2227,V,PhoneStatusBar,setLightsOn(true)
230,231,03-17,16:14:02.136,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
231,232,03-17,16:14:02.147,2227,2227,V,PhoneStatusBar,setLightsOn(true)
232,233,03-17,16:14:02.148,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
233,234,03-17,16:14:02.155,2227,2227,V,PhoneStatusBar,setLightsOn(true)
234,235,03-17,16:14:02.156,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
235,236,03-17,16:14:02.164,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
236,237,03-17,16:14:02.181,2227,2227,V,PhoneStatusBar,setLightsOn(true)
237,238,03-17,16:14:02.213,2227,2227,V,PhoneStatusBar,setLightsOn(true)
238,239,03-17,16:14:02.214,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
239,240,03-17,16:14:02.602,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261867236, event=2, flags=0x0, uid=1000"
240,241,03-17,16:14:02.603,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
241,242,03-17,16:14:02.765,2227,2227,V,PhoneStatusBar,setLightsOn(true)
242,243,03-17,16:14:02.781,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
243,244,03-17,16:14:02.818,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
244,245,03-17,16:14:02.913,2227,2227,V,PhoneStatusBar,setLightsOn(true)
245,246,03-17,16:14:02.933,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
246,247,03-17,16:14:03.116,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
247,248,03-17,16:14:03.133,2227,2227,V,PhoneStatusBar,setLightsOn(true)
248,249,03-17,16:14:03.281,2227,2227,V,PhoneStatusBar,setLightsOn(true)
249,250,03-17,16:14:03.307,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
250,251,03-17,16:14:03.691,1702,27357,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output
251,252,03-17,16:14:03.871,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261868506, event=2, flags=0x0, uid=1000"
252,253,03-17,16:14:04.010,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
253,254,03-17,16:14:04.307,28601,28601,V,AudioManager,playSoundEffect   effectType: 0
254,255,03-17,16:14:04.307,28601,28601,V,AudioManager,querySoundEffectsEnabled...
255,256,03-17,16:14:04.310,1702,14638,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
256,257,03-17,16:14:04.326,2227,2227,V,PhoneStatusBar,setLightsOn(true)
257,258,03-17,16:14:04.327,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
258,259,03-17,16:14:04.356,1702,2618,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
259,260,03-17,16:14:04.364,2227,2227,V,PhoneStatusBar,setLightsOn(true)
260,261,03-17,16:14:04.364,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
261,262,03-17,16:14:04.439,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
262,263,03-17,16:14:04.450,2227,2227,V,PhoneStatusBar,setLightsOn(true)
263,264,03-17,16:14:04.484,2227,2227,V,PhoneStatusBar,setLightsOn(true)
264,265,03-17,16:14:04.484,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
265,266,03-17,16:14:04.504,2227,2227,V,PhoneStatusBar,setLightsOn(true)
266,267,03-17,16:14:04.505,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
267,268,03-17,16:14:04.932,1702,27357,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output
268,269,03-17,16:14:04.938,1702,3693,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output
269,270,03-17,16:14:04.950,1702,14640,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output
270,271,03-17,16:14:05.038,1702,8671,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
271,272,03-17,16:14:05.557,2227,2227,V,PhoneStatusBar,setLightsOn(true)
272,273,03-17,16:14:05.572,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
273,274,03-17,16:14:05.848,2227,2227,V,PhoneStatusBar,setLightsOn(true)
274,275,03-17,16:14:05.849,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
275,276,03-17,16:14:05.956,2227,2227,V,PhoneStatusBar,setLightsOn(true)
276,277,03-17,16:14:05.979,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
277,278,03-17,16:14:06.010,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
278,279,03-17,16:14:06.043,2227,2227,V,PhoneStatusBar,setLightsOn(true)
279,280,03-17,16:14:06.064,2227,2227,V,PhoneStatusBar,setLightsOn(true)
280,281,03-17,16:14:06.065,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
281,282,03-17,16:14:06.107,1702,1737,I,WindowManager,Destroying surface Surface(name=PopupWindow:d76a91d) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555
282,283,03-17,16:14:06.115,2227,2227,V,PhoneStatusBar,setLightsOn(true)
283,284,03-17,16:14:06.115,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
284,285,03-17,16:14:06.131,2227,2227,V,PhoneStatusBar,setLightsOn(true)
285,286,03-17,16:14:06.132,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
286,287,03-17,16:14:06.311,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
287,288,03-17,16:14:06.311,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
288,289,03-17,16:14:06.612,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
289,290,03-17,16:14:06.613,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
290,291,03-17,16:14:06.613,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
291,292,03-17,16:14:06.916,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
292,293,03-17,16:14:07.697,2227,2227,V,PhoneStatusBar,setLightsOn(true)
293,294,03-17,16:14:07.711,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
294,295,03-17,16:14:07.748,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
295,296,03-17,16:14:07.763,2227,2227,V,PhoneStatusBar,setLightsOn(true)
296,297,03-17,16:14:07.765,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
297,298,03-17,16:14:07.859,2227,2227,V,PhoneStatusBar,setLightsOn(true)
298,299,03-17,16:14:07.860,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
299,300,03-17,16:14:07.878,2227,2227,V,PhoneStatusBar,setLightsOn(true)
300,301,03-17,16:14:07.879,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
301,302,03-17,16:14:08.056,1702,2113,D,PowerManagerService,"acquire lock=60373518, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626"
302,303,03-17,16:14:08.057,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
303,304,03-17,16:14:08.057,1702,2113,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
304,305,03-17,16:14:08.061,2227,2227,V,PhoneStatusBar,setLightsOn(true)
305,306,03-17,16:14:08.062,1702,10454,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
306,307,03-17,16:14:08.065,1702,27357,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
307,308,03-17,16:14:08.102,1702,14638,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
308,309,03-17,16:14:08.162,2626,2808,W,PhoneInterfaceManager,shouldBlockLocation running ...
309,310,03-17,16:14:08.183,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
310,311,03-17,16:14:08.209,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false
311,312,03-17,16:14:08.234,3664,3807,D,TelephonyManager,getNeighboringCellInfo calling app is com.amap.android.ams
312,313,03-17,16:14:08.245,2626,2839,I,PhoneInterfaceManager,shouldBlockLocation  ret:false
313,314,03-17,16:14:08.259,1702,17633,D,PowerManagerService,"release:lock=60373518, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626"
314,315,03-17,16:14:08.266,1702,8290,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
315,316,03-17,16:14:08.278,2227,2227,V,PhoneStatusBar,setLightsOn(true)
316,317,03-17,16:14:08.299,1702,2639,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
317,318,03-17,16:14:08.299,1702,2639,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
318,319,03-17,16:14:08.300,1702,17632,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
319,320,03-17,16:14:08.313,1702,1736,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
320,321,03-17,16:14:08.313,1702,1736,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
321,322,03-17,16:14:08.324,2626,23469,I,PhoneInterfaceManager,shouldBlockLocation  ret:false
322,323,03-17,16:14:09.506,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
323,324,03-17,16:14:09.564,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
324,325,03-17,16:14:09.582,2227,2227,V,PhoneStatusBar,setLightsOn(true)
325,326,03-17,16:14:09.583,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
326,327,03-17,16:14:09.818,2227,2227,V,PhoneStatusBar,setLightsOn(true)
327,328,03-17,16:14:09.818,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
328,329,03-17,16:14:09.920,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
329,330,03-17,16:14:09.920,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
330,331,03-17,16:14:10.607,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
331,332,03-17,16:14:10.787,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
332,333,03-17,16:14:10.853,2227,2227,V,PhoneStatusBar,setLightsOn(true)
333,334,03-17,16:14:10.853,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
