,LineId,Month,Date,Time,User,Component,PID,Address,Content
168,169,Jul,2,22:24:03,authorMacBook-Pro,com.apple.geod,30311,,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fe13512cf70 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}"
169,170,Jul,2,22:24:04,authorMacBook-Pro,corecaptured,32877,,Received Capture Event
170,171,Jul,2,22:24:14,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Evaluating
171,172,Jul,2,22:24:25,authorMacBook-Pro,kernel,0,,Sandbox: com.apple.Addres(32885) deny(1) network-outbound /private/var/run/mDNSResponder
172,173,Jul,2,22:24:43,authorMacBook-Pro,corecaptured,32877,,CCFile::captureLogRun() Exiting CCFile::captureLogRun
173,174,Jul,2,22:44:55,authorMacBook-Pro,locationd,82,,Location icon should now be in state 'Active'
174,175,Jul,2,23:21:43,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0
175,176,Jul,2,23:22:08,authorMacBook-Pro,kernel,0,,ARPT: 671682.028482: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f
176,177,Jul,2,23:22:10,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340
177,178,Jul,2,23:35:17,authorMacBook-Pro,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds
178,179,Jul,2,23:35:21,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340
179,180,Jul,3,00:02:27,authorMacBook-Pro,Safari,9852,,tcp_connection_tls_session_error_callback_imp 2115 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22
180,181,Jul,3,00:27:35,authorMacBook-Pro,ntpd,207,,sigio_handler: sigio_handler_active != 0
181,182,Jul,3,00:27:54,authorMacBook-Pro,QQ,10018,,############################## _getSysMsgList
182,183,Jul,3,00:41:11,authorMacBook-Pro,syslogd,44,,"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database."
183,184,Jul,3,01:06:37,authorMacBook-Pro,kernel,0,,"en0: channel changed to 132,+1"
184,185,Jul,3,01:06:37,authorMacBook-Pro,sharingd,30299,,01:06:37.436 : Scanning mode Contacts Only
185,186,Jul,3,01:06:37,authorMacBook-Pro,kernel,0,,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3"
186,187,Jul,3,01:07:08,authorMacBook-Pro,kernel,0,,"ARPT: 671889.268467: wl0: setup_keepalive: Seq: 2040703749, Ack: 3006590414, Win size: 4096"
187,188,Jul,3,01:42:26,authorMacBook-Pro,sharingd,30299,,01:42:26.004 : BTLE scanning stopped
188,189,Jul,3,01:58:00,authorMacBook-Pro,ntpd,207,,wake time set +0.270003 s
189,190,Jul,3,02:07:59,authorMacBook-Pro,hidd,98,,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.
190,191,Jul,3,02:08:34,authorMacBook-Pro,kernel,0,,"ARPT: 672113.005034: wl0: setup_keepalive: Seq: 1128495564, Ack: 3106452487, Win size: 4096"
191,192,Jul,3,02:19:59,authorMacBook-Pro,kernel,0,,ARPT: 672115.511090: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable]
192,193,Jul,3,03:07:51,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340
193,194,Jul,3,03:31:43,authorMacBook-Pro,sharingd,30299,,03:31:43.005 : BTLE scanning stopped
194,195,Jul,3,03:31:43,authorMacBook-Pro,kernel,0,,in6_unlink_ifa: IPv6 address 0x77c9114551ab225b has no prefix
195,196,Jul,3,03:31:43,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread
196,197,Jul,3,03:44:10,authorMacBook-Pro,kernel,0,,ARPT: 672405.912863: wl0: MDNS: IPV6 Addr: 2607:f140:400:a01b:c6b3:1ff:fecd:467f
197,198,Jul,3,03:55:49,authorMacBook-Pro,locationd,82,,Location icon should now be in state 'Inactive'
198,199,Jul,3,03:56:18,authorMacBook-Pro,mDNSResponder,91,,mDNS_DeregisterInterface: Frequent transitions for interface en0 (10.142.110.44)
199,200,Jul,3,04:08:14,authorMacBook-Pro,kernel,0,,ARPT: 672487.663921: wl0: MDNS: IPV6 Addr: 2607:f140:400:a01b:c6b3:1ff:fecd:467f
200,201,Jul,3,04:31:30,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340
201,202,Jul,3,04:43:26,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread
202,203,Jul,3,04:43:49,authorMacBook-Pro,sandboxd,129,[33056],com.apple.Addres(33056) deny network-outbound /private/var/run/mDNSResponder
203,204,Jul,3,04:55:22,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340
204,205,Jul,3,04:55:22,authorMacBook-Pro,kernel,0,,RTC: PowerByCalendarDate setting ignored
205,206,Jul,3,05:30:59,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 5
206,207,Jul,3,05:31:00,authorMacBook-Pro,QQ,10018,,button report: 0x80039B7
207,208,Jul,3,05:31:03,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated
208,209,Jul,3,05:33:53,authorMacBook-Pro,kernel,0,,ARPT: 672735.825491: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
209,210,Jul,3,06:09:56,authorMacBook-Pro,com.apple.CDScheduler,258,,Thermal pressure state: 1 Memory pressure state: 0
210,211,Jul,3,06:22:20,authorMacBook-Pro,kernel,0,,"ARPT: 672922.026642: wl0: MDNS: 0 SRV Recs, 0 TXT Recs"
211,212,Jul,3,06:33:47,authorMacBook-Pro,kernel,0,,ARPT: 672925.537944: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable]
212,213,Jul,3,06:33:47,authorMacBook-Pro,kernel,0,,ARPT: 672925.539048: AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
213,214,Jul,3,06:33:47,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0
214,215,Jul,3,06:45:43,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340
215,216,Jul,3,06:46:24,authorMacBook-Pro,kernel,0,,ARPT: 673002.849007: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f
216,217,Jul,3,07:09:47,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340
217,218,Jul,3,07:10:13,authorMacBook-Pro,sandboxd,129,[33139],com.apple.Addres(33139) deny network-outbound /private/var/run/mDNSResponder
218,219,Jul,3,07:33:34,authorMacBook-Pro,kernel,0,,"ARPT: 673110.784021: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 4039579370, Ack 2406464715, Win size 278"
219,220,Jul,3,07:33:34,authorMacBook-Pro,sharingd,30299,,07:33:34.878 : BTLE scanning started
220,221,Jul,3,07:45:34,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us
221,222,Jul,3,07:45:55,authorMacBook-Pro,com.apple.CDScheduler,43,,Thermal pressure state: 0 Memory pressure state: 0
222,223,Jul,3,08:21:18,authorMacBook-Pro,sharingd,30299,,08:21:18.004 : Discoverable mode changed to Off
223,224,Jul,3,08:33:45,authorMacBook-Pro,kernel,0,,"ARPT: 673321.718258: wl0: setup_keepalive: Local port: 50542, Remote port: 5223"
224,225,Jul,3,08:45:12,authorMacBook-Pro,kernel,0,,"ARPT: 673324.060219: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 815278018, Ack 1982345407, Win size 278"
225,226,Jul,3,09:09:20,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 8
226,227,Jul,3,09:57:10,authorMacBook-Pro,sharingd,30299,,09:57:10.384 : Scanning mode Contacts Only
227,228,Jul,3,09:57:29,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33216,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1
228,229,Jul,3,09:57:35,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33216,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3
229,230,Jul,3,10:09:01,authorMacBook-Pro,kernel,0,,AirPort: Link Up on awdl0
230,231,Jul,3,10:09:01,authorMacBook-Pro,ntpd,207,,sigio_handler: sigio_handler_active != 1
231,232,Jul,3,10:40:42,authorMacBook-Pro,GoogleSoftwareUpdateAgent,33263,,2017-07-03 10:40:42.940 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.
232,233,Jul,3,11:22:49,authorMacBook-Pro,QQ,10018,,FA||Url||taskID[2019353306] dealloc
233,234,Jul,3,11:39:18,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:39:18.356] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce15069400) rejecting report of layer being serviced - IQ has not yet begun to update
234,235,Jul,3,11:50:02,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:50:02.531] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306
235,236,Jul,3,11:50:13,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:50:13.362] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306
236,237,Jul,3,11:51:29,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:51:29.334] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306
237,238,Jul,3,11:58:36,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:58:36.563] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092
238,239,Jul,3,12:03:48,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[12:03:48.669] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification
239,240,Jul,3,12:04:32,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[12:04:32.065] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification
240,241,Jul,3,12:31:16,authorMacBook-Pro,ntpd,207,,wake time set -0.855670 s
241,242,Jul,3,12:36:01,authorMacBook-Pro,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.
242,243,Jul,3,12:36:01,authorMacBook-Pro,kernel,0,,"Unexpected payload found for message 9, dataLen 0"
243,244,Jul,3,12:36:44,calvisitor-10-105-160-237,kernel,0,,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161
244,245,Jul,3,12:54:59,calvisitor-10-105-160-237,AddressBookSourceSync,33405,,Unrecognized attribute value: t:AbchPersonItemType
245,246,Jul,3,12:55:31,calvisitor-10-105-160-237,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340
246,247,Jul,3,13:21:50,calvisitor-10-105-160-237,kernel,0,,ARPT: 681387.132167: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake
247,248,Jul,3,13:31:51,calvisitor-10-105-160-237,com.apple.AddressBook.InternetAccountsBridge,33427,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3
248,249,Jul,3,13:39:50,calvisitor-10-105-160-237,com.apple.xpc.launchd,1,com.apple.WebKit.Networking.A546008E-07AF-4FFC-8FF8-D8FD260359D9[33438],Service exited with abnormal code: 1
249,250,Jul,3,13:48:39,calvisitor-10-105-160-237,corecaptured,33452,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_13,48,39.362458]-CCIOReporter-002.xml, Current File [2017-07-03_13,48,39.362458]-CCIOReporter-002.xml"
250,251,Jul,3,13:51:03,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 20835 failed: 3 - No network route
251,252,Jul,3,13:51:03,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 20851 failed: 3 - No network route
252,253,Jul,3,13:51:32,calvisitor-10-105-160-237,com.apple.AddressBook.InternetAccountsBridge,33469,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted
253,254,Jul,3,13:53:27,authorMacBook-Pro,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO
254,255,Jul,3,13:53:39,calvisitor-10-105-160-237,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)"
255,256,Jul,3,13:53:53,calvisitor-10-105-160-237,sandboxd,129,[33476],com.apple.Addres(33476) deny network-outbound /private/var/run/mDNSResponder
256,257,Jul,3,13:54:53,calvisitor-10-105-160-237,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO
257,258,Jul,3,13:55:56,calvisitor-10-105-160-237,sharingd,30299,,13:55:56.094 : Starting AirDrop server for user 501 on wake
258,259,Jul,3,14:35:17,calvisitor-10-105-160-237,kernel,0,,ARPT: 682406.173418: wl0: setup_keepalive: Remote IP: 17.249.28.77
259,260,Jul,3,14:48:22,calvisitor-10-105-160-237,kernel,0,,Sandbox: com.apple.Addres(33508) deny(1) network-outbound /private/var/run/mDNSResponder
260,261,Jul,3,15:01:36,calvisitor-10-105-160-237,kernel,0,,ARPT: 682466.260119: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
261,262,Jul,3,15:01:36,calvisitor-10-105-160-237,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-03 22:01:36 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319)
262,263,Jul,3,15:01:36,calvisitor-10-105-160-237,kernel,0,,ARPT: 682468.243050: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake
263,264,Jul,3,15:01:36,calvisitor-10-105-160-237,kernel,0,,ARPT: 682468.243133: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable]
264,265,Jul,3,15:15:31,calvisitor-10-105-160-237,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}"
265,266,Jul,3,15:15:34,calvisitor-10-105-160-237,com.apple.AddressBook.InternetAccountsBridge,33518,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3
266,267,Jul,3,15:28:51,calvisitor-10-105-160-237,com.apple.WebKit.WebContent,32778,,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4812 bytes @ 358800 took 1.053312 secs. to complete, 5 reads >= 1 sec."
267,268,Jul,3,15:28:56,calvisitor-10-105-160-237,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0
268,269,Jul,3,15:42:36,calvisitor-10-105-160-237,sandboxd,129,[33523],com.apple.Addres(33523) deny network-outbound /private/var/run/mDNSResponder
269,270,Jul,3,15:42:59,calvisitor-10-105-160-237,kernel,0,,ARPT: 682634.998705: wl0: setup_keepalive: Remote IP: 17.249.28.93
270,271,Jul,3,15:46:27,calvisitor-10-105-160-237,kernel,0,,AppleCamIn::wakeEventHandlerThread
271,272,Jul,3,15:46:27,authorMacBook-Pro,kernel,0,,ARPT: 682638.445688: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake
272,273,Jul,3,15:46:29,authorMacBook-Pro,UserEventAgent,43,,Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive)
273,274,Jul,3,15:47:12,calvisitor-10-105-160-237,corecaptured,33533,,Received Capture Event
274,275,Jul,3,15:47:13,calvisitor-10-105-160-237,corecaptured,33533,,"CCFile::captureLog Received Capture notice id: 1499122032.492037, reason = AuthFail:sts:5_rsn:0"
275,276,Jul,3,15:47:15,calvisitor-10-105-160-237,corecaptured,33533,,CCFile::captureLogRun() Exiting CCFile::captureLogRun
276,277,Jul,3,15:53:05,calvisitor-10-105-160-237,kernel,0,,en0: channel changed to 1
277,278,Jul,3,15:53:38,calvisitor-10-105-160-237,kernel,0,,Sandbox: com.apple.Addres(33540) deny(1) network-outbound /private/var/run/mDNSResponder
278,279,Jul,3,16:05:45,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4321 bytes @ 48 took 0.607292 sec. to complete, 7 reads >= 0.5 sec."
279,280,Jul,3,16:05:49,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated
280,281,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.031703]-AirPortBrcm4360_Logs-003.txt, Current File [2017-07-03_16,05,51.031703]-AirPortBrcm4360_Logs-003.txt"
281,282,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.177343]-io80211Family-003.pcapng, Current File [2017-07-03_16,05,51.177343]-io80211Family-003.pcapng"
282,283,Jul,3,16:06:19,calvisitor-10-105-160-237,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,06,19.893324]-AirPortBrcm4360_Logs-008.txt, Current File [2017-07-03_16,06,19.893324]-AirPortBrcm4360_Logs-008.txt"
283,284,Jul,3,16:07:32,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread
284,285,Jul,3,16:07:33,authorMacBook-Pro,configd,53,,network changed: v6(en0-:2607:f140:6000:8:d8d1:d506:6046:43e4) DNS- Proxy-
285,286,Jul,3,16:07:33,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,33.914349]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml"
286,287,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7
287,288,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.171995]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml"
288,289,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLogRun() Exiting CCFile::captureLogRun
289,290,Jul,3,16:07:40,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLog
290,291,Jul,3,16:07:40,authorMacBook-Pro,kernel,0,,ARPT: 682834.192587: wlc_dump_aggfifo:
291,292,Jul,3,16:07:46,authorMacBook-Pro,kernel,0,,ARPT: 682840.256116: AQM agg results 0x8001 len hi/lo: 0x0 0x30 BAbitmap(0-3) 0 0 0 0
292,293,Jul,3,16:07:46,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,46.298508]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml"
293,294,Jul,3,16:08:13,calvisitor-10-105-160-237,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)"
294,295,Jul,3,16:25:21,calvisitor-10-105-160-237,kernel,0,,Wake reason: ?
295,296,Jul,3,16:25:21,calvisitor-10-105-160-237,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds
296,297,Jul,3,16:25:27,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,25,27.859687]-CCIOReporter-038.xml, Current File [2017-07-03_16,25,27.859687]-CCIOReporter-038.xml"
297,298,Jul,3,16:25:54,authorMacBook-Pro,sandboxd,129,[33562],com.apple.Addres(33562) deny network-outbound /private/var/run/mDNSResponder
298,299,Jul,3,16:27:03,authorMacBook-Pro,kernel,0,,ARPT: 682969.397322: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable]
299,300,Jul,3,16:27:05,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,27,05.123034]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng"
300,301,Jul,3,16:27:05,authorMacBook-Pro,corecaptured,33544,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions
301,302,Jul,3,16:27:08,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated
302,303,Jul,3,16:27:09,authorMacBook-Pro,kernel,0,,ARPT: 682977.654133: wlc_dump_aggfifo:
303,304,Jul,3,16:27:11,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Authenticated
304,305,Jul,3,16:27:47,calvisitor-10-105-160-184,locationd,82,,Location icon should now be in state 'Inactive'
305,306,Jul,3,16:28:34,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 21158 failed: 3 - No network route
306,307,Jul,3,16:28:35,authorMacBook-Pro,corecaptured,33544,,Received Capture Event
307,308,Jul,3,16:28:40,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,28,40.259618]-AirPortBrcm4360_Logs-055.txt, Current File [2017-07-03_16,28,40.259618]-AirPortBrcm4360_Logs-055.txt"
308,309,Jul,3,16:28:40,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLogRun() Exiting CCFile::captureLogRun
309,310,Jul,3,16:28:55,calvisitor-10-105-160-184,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0
310,311,Jul,3,16:28:56,calvisitor-10-105-160-184,QQ,10018,,button report: 0x8002bdf
311,312,Jul,3,16:29:09,calvisitor-10-105-160-184,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,29,09.137954]-CCIOReporter-062.xml, Current File [2017-07-03_16,29,09.137954]-CCIOReporter-062.xml"
312,313,Jul,3,16:29:09,calvisitor-10-105-160-184,corecaptured,33544,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions
313,314,Jul,3,16:29:30,calvisitor-10-105-160-184,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL
314,315,Jul,3,16:35:52,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Evaluating
315,316,Jul,3,16:36:40,calvisitor-10-105-160-184,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED
316,317,Jul,3,16:36:49,calvisitor-10-105-160-184,corecaptured,33544,,CCFile::captureLog
317,318,Jul,3,16:36:55,calvisitor-10-105-160-184,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.
318,319,Jul,3,16:42:37,calvisitor-10-105-160-184,kernel,0,,ARPT: 683173.929950: ARPT: Wake Reason: Wake on Scan offload
319,320,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,hibernate_flush_memory: buffer_cache_gc freed up 13202 wired pages
320,321,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,"hibernate_machine_init pagesDone 455920 sum2 81cafc41, time: 185 ms, disk(0x20000) 847 Mb/s, comp bytes: 47288320 time: 32 ms 1369 Mb/s, crypt bytes: 158441472 time: 38 ms 3973 Mb/s"
321,322,Jul,3,17:23:55,calvisitor-10-105-160-184,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 4
322,323,Jul,3,17:23:55,calvisitor-10-105-160-184,kernel,0,,hibernate_machine_init reading
323,324,Jul,3,17:23:55,calvisitor-10-105-160-184,UserEventAgent,43,,assertion failed: 15G1510: com.apple.telemetry + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90
324,325,Jul,3,17:25:12,calvisitor-10-105-160-184,kernel,0,,hibernate_flush_memory: buffer_cache_gc freed up 3349 wired pages
325,326,Jul,3,17:25:13,calvisitor-10-105-160-184,kernel,0,,AirPort: Link Up on awdl0
326,327,Jul,3,17:37:47,calvisitor-10-105-160-184,kernel,0,,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- 0x6800 ****
