,LineId,Month,Date,Time,Level,Component,PID,Content
218,219,Jun,29,03:22:22,combo,ftpd,13244,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005
219,220,Jun,29,03:22:23,combo,ftpd,13265,connection from 61.74.96.178 () at Wed Jun 29 03:22:23 2005
220,221,Jun,29,04:03:11,combo,su(pam_unix),13665,session closed for user cyrus
221,222,Jun,29,10:08:19,combo,sshd(pam_unix),15478,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
222,223,Jun,29,10:08:20,combo,sshd(pam_unix),15490,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
223,224,Jun,29,10:08:20,combo,sshd(pam_unix),15491,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
224,225,Jun,29,10:08:20,combo,sshd(pam_unix),15492,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
225,226,Jun,29,10:48:01,combo,ftpd,15547,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005
226,227,Jun,29,10:48:01,combo,ftpd,15543,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005
227,228,Jun,29,10:48:01,combo,ftpd,15544,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005
228,229,Jun,29,10:48:05,combo,ftpd,15548,connection from 208.62.55.75 () at Wed Jun 29 10:48:05 2005
229,230,Jun,29,10:48:06,combo,ftpd,15550,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005
230,231,Jun,29,10:48:08,combo,ftpd,15552,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005
231,232,Jun,29,10:48:08,combo,ftpd,15553,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005
232,233,Jun,29,10:48:10,combo,ftpd,15555,connection from 208.62.55.75 () at Wed Jun 29 10:48:10 2005
233,234,Jun,29,10:48:12,combo,ftpd,15556,connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005
234,235,Jun,29,10:48:13,combo,ftpd,15558,connection from 208.62.55.75 () at Wed Jun 29 10:48:13 2005
235,236,Jun,29,10:48:15,combo,ftpd,15559,connection from 208.62.55.75 () at Wed Jun 29 10:48:15 2005
236,237,Jun,29,10:48:17,combo,ftpd,15560,connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005
237,238,Jun,29,10:48:18,combo,ftpd,15562,connection from 208.62.55.75 () at Wed Jun 29 10:48:18 2005
238,239,Jun,29,10:48:20,combo,ftpd,15563,connection from 208.62.55.75 () at Wed Jun 29 10:48:20 2005
239,240,Jun,29,12:11:57,combo,sshd(pam_unix),15696,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
240,241,Jun,29,12:11:59,combo,sshd(pam_unix),15698,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
241,242,Jun,29,12:12:01,combo,sshd(pam_unix),15702,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
242,243,Jun,29,12:12:03,combo,sshd(pam_unix),15706,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
243,244,Jun,29,12:12:05,combo,sshd(pam_unix),15712,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
244,245,Jun,29,12:12:06,combo,sshd(pam_unix),15714,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
245,246,Jun,29,14:44:35,combo,ftpd,15917,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005
246,247,Jun,29,14:44:35,combo,ftpd,15922,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005
247,248,Jun,29,14:44:35,combo,ftpd,15918,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005
248,249,Jun,29,14:44:35,combo,ftpd,15920,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005
249,250,Jun,29,14:44:35,combo,ftpd,15921,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005
250,251,Jun,30,04:03:41,combo,su(pam_unix),17407,session opened for user cyrus by (uid=0)
251,252,Jun,30,04:03:42,combo,su(pam_unix),17407,session closed for user cyrus
252,253,Jun,30,04:09:30,combo,su(pam_unix),17778,session opened for user news by (uid=0)
253,254,Jun,30,04:09:31,combo,su(pam_unix),17778,session closed for user news
254,255,Jun,30,12:48:38,combo,sshd(pam_unix),18559,check pass; user unknown
255,256,Jun,30,12:48:38,combo,sshd(pam_unix),18559,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
256,257,Jun,30,12:48:41,combo,sshd(pam_unix),18557,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
257,258,Jun,30,12:48:41,combo,sshd(pam_unix),18547,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
258,259,Jun,30,12:48:41,combo,sshd(pam_unix),18549,check pass; user unknown
259,260,Jun,30,12:48:41,combo,sshd(pam_unix),18545,check pass; user unknown
260,261,Jun,30,12:48:41,combo,sshd(pam_unix),18545,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
261,262,Jun,30,12:48:41,combo,sshd(pam_unix),18548,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
262,263,Jun,30,19:03:00,combo,sshd(pam_unix),19088,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
263,264,Jun,30,19:03:00,combo,sshd(pam_unix),19094,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
264,265,Jun,30,19:03:00,combo,sshd(pam_unix),19087,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
265,266,Jun,30,19:03:03,combo,sshd(pam_unix),19091,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
266,267,Jun,30,19:03:04,combo,sshd(pam_unix),19101,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
267,268,Jun,30,19:03:05,combo,sshd(pam_unix),19103,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
268,269,Jun,30,20:16:17,combo,sshd(pam_unix),19202,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
269,270,Jun,30,20:16:17,combo,sshd(pam_unix),19203,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
270,271,Jun,30,20:16:26,combo,sshd(pam_unix),19209,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
271,272,Jun,30,20:16:26,combo,sshd(pam_unix),19208,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
272,273,Jun,30,20:53:04,combo,klogind,19272,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code
273,274,Jun,30,20:53:04,combo,klogind,19287,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code
274,275,Jun,30,20:53:04,combo,klogind,19287,Kerberos authentication failed
275,276,Jun,30,20:53:04,combo,klogind,19286,Kerberos authentication failed
276,277,Jun,30,20:53:04,combo,klogind,19271,Kerberos authentication failed
277,278,Jun,30,20:53:04,combo,klogind,19270,Kerberos authentication failed
278,279,Jun,30,20:53:04,combo,klogind,19269,Kerberos authentication failed
279,280,Jun,30,20:53:04,combo,klogind,19288,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code
280,281,Jun,30,20:53:04,combo,klogind,19274,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort
281,282,Jun,30,20:53:04,combo,klogind,19268,Kerberos authentication failed
282,283,Jun,30,20:53:04,combo,klogind,19288,Kerberos authentication failed
283,284,Jun,30,20:53:04,combo,klogind,19274,Kerberos authentication failed
284,285,Jun,30,20:53:06,combo,klogind,19266,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort
285,286,Jun,30,20:53:06,combo,klogind,19278,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort
286,287,Jun,30,20:53:06,combo,klogind,19278,Kerberos authentication failed
287,288,Jun,30,20:53:06,combo,klogind,19273,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort
288,289,Jun,30,20:53:06,combo,klogind,19273,Kerberos authentication failed
289,290,Jun,30,20:53:06,combo,klogind,19276,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort
290,291,Jun,30,20:53:06,combo,klogind,19275,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort
291,292,Jun,30,20:53:06,combo,klogind,19279,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort
292,293,Jun,30,20:53:06,combo,klogind,19282,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort
293,294,Jun,30,20:53:06,combo,klogind,19280,Kerberos authentication failed
294,295,Jun,30,20:53:06,combo,klogind,19282,Kerberos authentication failed
295,296,Jun,30,20:53:06,combo,klogind,19283,Kerberos authentication failed
296,297,Jun,30,20:53:06,combo,klogind,19285,Kerberos authentication failed
297,298,Jun,30,20:53:06,combo,klogind,19284,Kerberos authentication failed
298,299,Jun,30,22:16:32,combo,sshd(pam_unix),19432,session opened for user test by (uid=509)
299,300,Jun,30,22:16:32,combo,sshd(pam_unix),19435,session opened for user test by (uid=509)
300,301,Jun,30,22:16:32,combo,sshd(pam_unix),19432,session closed for user test
301,302,Jun,30,22:16:32,combo,sshd(pam_unix),19431,session closed for user test
302,303,Jun,30,22:16:32,combo,sshd(pam_unix),19439,session opened for user test by (uid=509)
303,304,Jun,30,22:16:32,combo,sshd(pam_unix),19440,session opened for user test by (uid=509)
304,305,Jun,30,22:16:32,combo,sshd(pam_unix),19434,session closed for user test
305,306,Jun,30,22:16:33,combo,sshd(pam_unix),19436,session closed for user test
306,307,Jun,30,22:16:33,combo,sshd(pam_unix),19440,session closed for user test
307,308,Jul,1,00:21:28,combo,sshd(pam_unix),19630,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
308,309,Jul,1,00:21:28,combo,sshd(pam_unix),19628,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
309,310,Jul,1,00:21:30,combo,sshd(pam_unix),19640,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
310,311,Jul,1,00:21:31,combo,sshd(pam_unix),19643,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
311,312,Jul,1,00:21:32,combo,sshd(pam_unix),19636,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
312,313,Jul,1,00:21:32,combo,sshd(pam_unix),19645,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
313,314,Jul,1,00:21:35,combo,sshd(pam_unix),19637,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
314,315,Jul,1,04:05:19,combo,logrotate,,ALERT exited abnormally with [1]
315,316,Jul,1,05:02:26,combo,sshd(pam_unix),21689,session opened for user test by (uid=509)
316,317,Jul,1,05:02:26,combo,sshd(pam_unix),21689,session closed for user test
317,318,Jul,1,05:02:27,combo,sshd(pam_unix),21693,session opened for user test by (uid=509)
318,319,Jul,1,05:02:27,combo,sshd(pam_unix),21693,session closed for user test
319,320,Jul,1,07:57:30,combo,ftpd,21957,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
320,321,Jul,1,07:57:30,combo,ftpd,21953,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
321,322,Jul,1,07:57:30,combo,ftpd,21954,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
322,323,Jul,1,07:57:30,combo,ftpd,21950,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
323,324,Jul,1,07:57:30,combo,ftpd,21959,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
324,325,Jul,1,07:57:30,combo,ftpd,21937,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
325,326,Jul,1,07:57:30,combo,ftpd,21943,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
326,327,Jul,1,07:57:30,combo,ftpd,21944,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
327,328,Jul,1,07:57:30,combo,ftpd,21947,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
328,329,Jul,1,07:57:30,combo,ftpd,21942,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
329,330,Jul,1,07:57:30,combo,ftpd,21949,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
330,331,Jul,1,07:57:30,combo,ftpd,21939,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
331,332,Jul,1,09:14:44,combo,sshd(pam_unix),22106,session closed for user test
332,333,Jul,1,09:14:44,combo,sshd(pam_unix),22112,session closed for user test
333,334,Jul,1,10:56:41,combo,sshd(pam_unix),22272,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
334,335,Jul,1,10:56:41,combo,sshd(pam_unix),22277,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
335,336,Jul,1,10:56:42,combo,sshd(pam_unix),22273,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
336,337,Jul,1,10:56:42,combo,sshd(pam_unix),22270,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
337,338,Jul,2,01:41:32,combo,sshd(pam_unix),23534,session opened for user test by (uid=509)
338,339,Jul,2,01:41:32,combo,sshd(pam_unix),23536,session opened for user test by (uid=509)
339,340,Jul,2,01:41:32,combo,sshd(pam_unix),23536,session closed for user test
340,341,Jul,2,01:41:33,combo,sshd(pam_unix),23544,session closed for user test
341,342,Jul,2,01:41:33,combo,sshd(pam_unix),23545,session opened for user test by (uid=509)
342,343,Jul,2,01:41:33,combo,sshd(pam_unix),23546,session closed for user test
343,344,Jul,2,01:41:33,combo,sshd(pam_unix),23547,session closed for user test
344,345,Jul,2,04:04:02,combo,su(pam_unix),24117,session opened for user cyrus by (uid=0)
345,346,Jul,2,04:04:03,combo,logrotate,,ALERT exited abnormally with [1]
346,347,Jul,2,04:09:54,combo,su(pam_unix),24511,session closed for user news
347,348,Jul,2,04:15:33,combo,sshd(pam_unix),24587,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
348,349,Jul,2,04:15:43,combo,sshd(pam_unix),24573,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
349,350,Jul,2,04:15:43,combo,sshd(pam_unix),24574,check pass; user unknown
350,351,Jul,2,04:15:43,combo,sshd(pam_unix),24574,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
351,352,Jul,2,04:15:43,combo,sshd(pam_unix),24576,check pass; user unknown
352,353,Jul,2,04:15:43,combo,sshd(pam_unix),24576,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
353,354,Jul,2,04:15:43,combo,sshd(pam_unix),24578,check pass; user unknown
354,355,Jul,2,04:15:43,combo,sshd(pam_unix),24578,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com
355,356,Jul,2,04:15:43,combo,sshd(pam_unix),24579,check pass; user unknown
356,357,Jul,2,04:15:43,combo,sshd(pam_unix),24583,check pass; user unknown
357,358,Jul,3,04:07:48,combo,su(pam_unix),26964,session closed for user cyrus
358,359,Jul,3,04:07:49,combo,cups,,cupsd shutdown succeeded
359,360,Jul,3,04:07:55,combo,cups,,cupsd startup succeeded
360,361,Jul,3,04:08:03,combo,logrotate,,ALERT exited abnormally with [1]
361,362,Jul,3,04:14:01,combo,su(pam_unix),28416,session closed for user news
362,363,Jul,3,10:05:25,combo,ftpd,32067,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005
363,364,Jul,3,10:05:25,combo,ftpd,32070,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005
364,365,Jul,3,10:05:25,combo,ftpd,32053,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005
365,366,Jul,3,10:05:25,combo,ftpd,32068,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005
366,367,Jul,3,10:05:25,combo,ftpd,32071,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005
367,368,Jul,3,10:05:25,combo,ftpd,32051,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005
368,369,Jul,3,10:05:25,combo,ftpd,32050,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005
369,370,Jul,3,10:05:25,combo,ftpd,32056,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005
370,371,Jul,3,10:05:25,combo,ftpd,32055,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005
371,372,Jul,3,10:05:25,combo,ftpd,32054,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005
372,373,Jul,3,23:16:09,combo,ftpd,768,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
373,374,Jul,3,23:16:09,combo,ftpd,772,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
374,375,Jul,3,23:16:09,combo,ftpd,767,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
375,376,Jul,3,23:16:09,combo,ftpd,766,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
376,377,Jul,3,23:16:09,combo,ftpd,770,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
377,378,Jul,3,23:16:09,combo,ftpd,757,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
378,379,Jul,3,23:16:09,combo,ftpd,763,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
379,380,Jul,3,23:16:09,combo,ftpd,758,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
380,381,Jul,3,23:16:09,combo,ftpd,773,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
381,382,Jul,3,23:16:09,combo,ftpd,760,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
382,383,Jul,3,23:16:09,combo,ftpd,775,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
383,384,Jul,3,23:16:09,combo,ftpd,777,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
384,385,Jul,3,23:16:09,combo,ftpd,778,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
385,386,Jul,4,04:03:07,combo,su(pam_unix),1583,session closed for user cyrus
386,387,Jul,4,09:33:09,combo,sshd(pam_unix),2543,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root
387,388,Jul,4,09:33:14,combo,sshd(pam_unix),2547,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root
388,389,Jul,4,12:52:44,combo,ftpd,2841,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
389,390,Jul,4,12:52:44,combo,ftpd,2840,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
390,391,Jul,4,12:52:44,combo,ftpd,2829,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
391,392,Jul,4,12:52:44,combo,ftpd,2830,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
392,393,Jul,4,12:52:44,combo,ftpd,2837,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
393,394,Jul,4,12:52:44,combo,ftpd,2834,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
394,395,Jul,4,12:52:44,combo,ftpd,2836,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
395,396,Jul,4,12:52:44,combo,ftpd,2821,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
396,397,Jul,4,12:52:44,combo,ftpd,2827,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
397,398,Jul,4,12:52:44,combo,ftpd,2823,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
398,399,Jul,4,12:52:44,combo,ftpd,2825,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
399,400,Jul,4,12:52:44,combo,ftpd,2842,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
400,401,Jul,4,12:52:44,combo,ftpd,2843,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
401,402,Jul,4,19:15:49,combo,sshd(pam_unix),3382,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
402,403,Jul,4,19:15:51,combo,sshd(pam_unix),3384,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
403,404,Jul,4,19:15:51,combo,sshd(pam_unix),3386,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
404,405,Jul,4,19:15:52,combo,sshd(pam_unix),3388,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
405,406,Jul,4,19:15:54,combo,sshd(pam_unix),3390,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
406,407,Jul,4,19:15:54,combo,sshd(pam_unix),3391,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
407,408,Jul,4,19:15:57,combo,sshd(pam_unix),3394,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
408,409,Jul,4,19:16:00,combo,sshd(pam_unix),3399,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
409,410,Jul,4,19:16:01,combo,sshd(pam_unix),3402,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
410,411,Jul,5,04:03:17,combo,su(pam_unix),4474,session closed for user cyrus
411,412,Jul,5,04:09:29,combo,su(pam_unix),5699,session opened for user news by (uid=0)
412,413,Jul,5,04:09:30,combo,su(pam_unix),5699,session closed for user news
413,414,Jul,5,13:36:28,combo,sshd(pam_unix),6552,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228
414,415,Jul,5,13:36:28,combo,sshd(pam_unix),6554,check pass; user unknown
415,416,Jul,5,13:36:33,combo,sshd(pam_unix),6556,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228
416,417,Jul,5,13:52:21,combo,ftpd,6580,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005
417,418,Jul,5,13:52:21,combo,ftpd,6591,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005
418,419,Jul,5,13:52:21,combo,ftpd,6587,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005
419,420,Jul,5,13:52:23,combo,ftpd,6595,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005
420,421,Jul,5,13:52:23,combo,ftpd,6596,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005
421,422,Jul,5,13:52:23,combo,ftpd,6598,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005
422,423,Jul,5,13:52:23,combo,ftpd,6602,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005
423,424,Jul,5,13:52:23,combo,ftpd,6599,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005
424,425,Jul,6,02:22:32,combo,sshd(pam_unix),7702,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root
425,426,Jul,6,02:22:32,combo,sshd(pam_unix),7697,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root
426,427,Jul,6,02:22:32,combo,sshd(pam_unix),7696,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root
427,428,Jul,6,02:22:33,combo,sshd(pam_unix),7704,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root
428,429,Jul,6,04:03:09,combo,su(pam_unix),8195,session closed for user cyrus
429,430,Jul,6,18:00:56,combo,ftpd,9773,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005
430,431,Jul,6,18:00:56,combo,ftpd,9777,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005
431,432,Jul,6,18:00:56,combo,ftpd,9775,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005
432,433,Jul,6,18:00:56,combo,ftpd,9769,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005
433,434,Jul,6,18:00:56,combo,ftpd,9776,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005
434,435,Jul,6,18:00:56,combo,ftpd,9771,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005
435,436,Jul,6,18:00:56,combo,ftpd,9770,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005
436,437,Jul,6,18:00:56,combo,ftpd,9765,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005
437,438,Jul,6,18:00:56,combo,ftpd,9757,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005
