,LineId,Label,Timestamp,Date,User,Month,Day,Time,Location,Component,PID,Content,EventId,EventTemplate
237,238,-,1131566664,2005.11.09,bn594,Nov,9,12:04:24,bn594/bn594,ntpd,7901.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
238,239,-,1131566665,2005.11.09,cn765,Nov,9,12:04:25,cn765/cn765,ntpd,27990.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
239,240,-,1131566665,2005.11.09,tbird-admin1,Nov,9,12:04:25,local@tbird-admin1,ntpd,1815.0,kernel time sync disabled 0041,E61,kernel time sync disabled <*>
240,241,-,1131566666,2005.11.09,bn10,Nov,9,12:04:26,bn10/bn10,ntpd,22328.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
241,242,-,1131566666,2005.11.09,tbird-admin1,Nov,9,12:04:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [<*>] datasource
242,243,-,1131566666,2005.11.09,tbird-admin1,Nov,9,12:04:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [<*>] datasource
243,244,-,1131566667,2005.11.09,tbird-admin1,Nov,9,12:04:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C6] datasource,E32,data_thread() got not answer from any [<*>] datasource
244,245,-,1131566668,2005.11.09,cn912,Nov,9,12:04:28,cn912/cn912,ntpd,28300.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
245,246,-,1131566669,2005.11.09,tbird-admin1,Nov,9,12:04:29,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [<*>] datasource
246,247,-,1131566670,2005.11.09,tbird-admin1,Nov,9,12:04:30,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [<*>] datasource
247,248,-,1131566670,2005.11.09,tbird-sm1,Nov,9,12:04:30,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:<*>]: No topology change
248,249,-,1131566672,2005.11.09,tbird-admin1,Nov,9,12:04:32,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [<*>] datasource
249,250,-,1131566673,2005.11.09,cn351,Nov,9,12:04:33,cn351/cn351,ntpd,11981.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
250,251,-,1131566674,2005.11.09,cn573,Nov,9,12:04:34,cn573/cn573,ntpd,15193.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
251,252,-,1131566676,2005.11.09,cn424,Nov,9,12:04:36,cn424/cn424,ntpd,12754.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
252,253,-,1131566676,2005.11.09,cn984,Nov,9,12:04:36,cn984/cn984,ntpd,19722.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
253,254,-,1131566676,2005.11.09,tbird-admin1,Nov,9,12:04:36,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [<*>] datasource
254,255,-,1131566679,2005.11.09,cn864,Nov,9,12:04:39,cn864/cn864,ntpd,27499.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
255,256,-,1131566680,2005.11.09,bn846,Nov,9,12:04:40,bn846/bn846,ntpd,22032.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
256,257,-,1131566681,2005.11.09,tbird-admin1,Nov,9,12:04:41,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [<*>] datasource
257,258,-,1131566683,2005.11.09,bn364,Nov,9,12:04:43,bn364/bn364,ntpd,28894.0,"synchronized to 10.100.14.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
258,259,-,1131566683,2005.11.09,cn541,Nov,9,12:04:43,cn541/cn541,ntpd,14451.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
259,260,-,1131566683,2005.11.09,cn621,Nov,9,12:04:43,cn621/cn621,ntpd,18491.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
260,261,-,1131566683,2005.11.09,tbird-admin1,Nov,9,12:04:43,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [<*>] datasource
261,262,-,1131566684,2005.11.09,cn402,Nov,9,12:04:44,cn402/cn402,ntpd,13156.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
262,263,-,1131566684,2005.11.09,cn859,Nov,9,12:04:44,cn859/cn859,ntpd,28794.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
263,264,-,1131566684,2005.11.09,cn967,Nov,9,12:04:44,cn967/cn967,ntpd,19908.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
264,265,-,1131566684,2005.11.09,tbird-sm1,Nov,9,12:04:44,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:<*>]: No topology change
265,266,-,1131566686,2005.11.09,bn846,Nov,9,12:04:46,bn846/bn846,ntpd,22032.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
266,267,-,1131566686,2005.11.09,dn891,Nov,9,12:04:46,dn891/dn891,ntpd,2854.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
267,268,-,1131566688,2005.11.09,tbird-admin1,Nov,9,12:04:48,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [<*>] datasource
268,269,-,1131566688,2005.11.09,tbird-admin1,Nov,9,12:04:48,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [<*>] datasource
269,270,-,1131566689,2005.11.09,cn373,Nov,9,12:04:49,cn373/cn373,ntpd,10321.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
270,271,-,1131566689,2005.11.09,tbird-admin1,Nov,9,12:04:49,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [<*>] datasource
271,272,-,1131566690,2005.11.09,cn997,Nov,9,12:04:50,cn997/cn997,ntpd,19070.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
272,273,-,1131566691,2005.11.09,cn655,Nov,9,12:04:51,cn655/cn655,ntpd,18484.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
273,274,-,1131566691,2005.11.09,cn68,Nov,9,12:04:51,cn68/cn68,ntpd,14667.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
274,275,-,1131566691,2005.11.09,cn684,Nov,9,12:04:51,cn684/cn684,ntpd,19346.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
275,276,-,1131566691,2005.11.09,tbird-admin1,Nov,9,12:04:51,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [<*>] datasource
276,277,-,1131566692,2005.11.09,bn649,Nov,9,12:04:52,bn649/bn649,ntpd,3482.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
277,278,-,1131566692,2005.11.09,cn771,Nov,9,12:04:52,cn771/cn771,ntpd,27994.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
278,279,-,1131566692,2005.11.09,tbird-admin1,Nov,9,12:04:52,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [<*>] datasource
279,280,-,1131566695,2005.11.09,tbird-admin1,Nov,9,12:04:55,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [<*>] datasource
280,281,-,1131566697,2005.11.09,bn790,Nov,9,12:04:57,bn790/bn790,ntpd,24108.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
281,282,-,1131566701,2005.11.09,tbird-admin1,Nov,9,12:05:01,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [<*>] datasource
282,283,-,1131566702,2005.11.09,tbird-admin1,Nov,9,12:05:02,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [<*>] datasource
283,284,-,1131566704,2005.11.09,tbird-admin1,Nov,9,12:05:04,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [<*>] datasource
284,285,-,1131566705,2005.11.09,tbird-admin1,Nov,9,12:05:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [<*>] datasource
285,286,-,1131566705,2005.11.09,tbird-admin1,Nov,9,12:05:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [<*>] datasource
286,287,-,1131566706,2005.11.09,tbird-admin1,Nov,9,12:05:06,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [<*>] datasource
287,288,-,1131566707,2005.11.09,cn379,Nov,9,12:05:07,cn379/cn379,ntpd,10573.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
288,289,-,1131566708,2005.11.09,tbird-sm1,Nov,9,12:05:08,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:<*>]: ********************** NEW SWEEP ********************
289,290,-,1131566709,2005.11.09,tbird-admin1,Nov,9,12:05:09,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [<*>] datasource
290,291,-,1131566711,2005.11.09,tbird-admin1,Nov,9,12:05:11,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [<*>] datasource
291,292,-,1131566711,2005.11.09,tbird-admin1,Nov,9,12:05:11,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [<*>] datasource
292,293,-,1131566712,2005.11.09,tbird-sm1,Nov,9,12:05:12,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:<*>]: No configuration change required
293,294,-,1131566713,2005.11.09,tbird-admin1,Nov,9,12:05:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [<*>] datasource
294,295,-,1131566714,2005.11.09,bn703,Nov,9,12:05:14,bn703/bn703,ntpd,21338.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
295,296,-,1131566714,2005.11.09,tbird-admin1,Nov,9,12:05:14,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [<*>] datasource
296,297,-,1131566717,2005.11.09,tbird-admin1,Nov,9,12:05:17,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,RRD_update (/var/lib/ganglia/rrds/D Nodes/dn731/pkts_out.rrd): illegal attempt to update using time 1131563117 when last update time is 1131563117 (minimum one second step),E111,RRD_update (<*>): illegal attempt to update using time <*> when last update time is <*> (minimum one second step)
297,298,-,1131566719,2005.11.09,tbird-admin1,Nov,9,12:05:19,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [<*>] datasource
298,299,-,1131566722,2005.11.09,tbird-sm1,Nov,9,12:05:22,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:<*>]: ********************** NEW SWEEP ********************
299,300,-,1131566723,2005.11.09,tbird-admin1,Nov,9,12:05:23,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [<*>] datasource
300,301,-,1131566726,2005.11.09,tbird-sm1,Nov,9,12:05:26,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:<*>]: No configuration change required
301,302,-,1131566727,2005.11.09,cn269,Nov,9,12:05:27,cn269/cn269,ntpd,12178.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
302,303,-,1131566727,2005.11.09,cn290,Nov,9,12:05:27,cn290/cn290,ntpd,23984.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
303,304,-,1131566727,2005.11.09,cn92,Nov,9,12:05:27,cn92/cn92,ntpd,19774.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
304,305,-,1131566728,2005.11.09,tbird-admin1,Nov,9,12:05:28,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C6] datasource,E32,data_thread() got not answer from any [<*>] datasource
305,306,-,1131566729,2005.11.09,tbird-admin1,Nov,9,12:05:29,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [<*>] datasource
306,307,-,1131566729,2005.11.09,tbird-admin1,Nov,9,12:05:29,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [<*>] datasource
307,308,-,1131566730,2005.11.09,cn92,Nov,9,12:05:30,cn92/cn92,ntpd,19774.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
308,309,-,1131566733,2005.11.09,cn16,Nov,9,12:05:33,cn16/cn16,ntpd,15426.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
309,310,-,1131566736,2005.11.09,tbird-admin1,Nov,9,12:05:36,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [<*>] datasource
310,311,-,1131566736,2005.11.09,tbird-admin1,Nov,9,12:05:36,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [<*>] datasource
311,312,-,1131566737,2005.11.09,tbird-admin1,Nov,9,12:05:37,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [<*>] datasource
312,313,-,1131566738,2005.11.09,tbird-admin1,Nov,9,12:05:38,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [<*>] datasource
313,314,-,1131566740,2005.11.09,dn393,Nov,9,12:05:40,dn393/dn393,ntpd,4696.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
314,315,-,1131566740,2005.11.09,tbird-sm1,Nov,9,12:05:40,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:<*>]: No configuration change required
315,316,-,1131566741,2005.11.09,cn697,Nov,9,12:05:41,cn697/cn697,ntpd,19486.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
316,317,-,1131566744,2005.11.09,dn800,Nov,9,12:05:44,dn800/dn800,ntpd,542.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
317,318,-,1131566745,2005.11.09,bn174,Nov,9,12:05:45,bn174/bn174,ntpd,21683.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
318,319,-,1131566746,2005.11.09,tbird-admin1,Nov,9,12:05:46,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [<*>] datasource
319,320,-,1131566750,2005.11.09,tbird-admin1,Nov,9,12:05:50,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [<*>] datasource
320,321,-,1131566750,2005.11.09,tbird-sm1,Nov,9,12:05:50,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:<*>]: ********************** NEW SWEEP ********************
321,322,-,1131566751,2005.11.09,tbird-admin1,Nov,9,12:05:51,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [<*>] datasource
322,323,-,1131566752,2005.11.09,tbird-admin1,Nov,9,12:05:52,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [<*>] datasource
323,324,-,1131566756,2005.11.09,tbird-admin1,Nov,9,12:05:56,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C6] datasource,E32,data_thread() got not answer from any [<*>] datasource
324,325,-,1131566758,2005.11.09,cn278,Nov,9,12:05:58,cn278/cn278,ntpd,10806.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
325,326,-,1131566758,2005.11.09,cn770,Nov,9,12:05:58,cn770/cn770,ntpd,28162.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
326,327,-,1131566759,2005.11.09,cn25,Nov,9,12:05:59,cn25/cn25,ntpd,15539.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
327,328,-,1131566763,2005.11.09,bn148,Nov,9,12:06:03,bn148/bn148,ntpd,22814.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
328,329,-,1131566764,2005.11.09,bn325,Nov,9,12:06:04,bn325/bn325,ntpd,29392.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
329,330,-,1131566764,2005.11.09,tbird-sm1,Nov,9,12:06:04,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:<*>]: ********************** NEW SWEEP ********************
330,331,-,1131566765,2005.11.09,tbird-admin1,Nov,9,12:06:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [<*>] datasource
331,332,-,1131566766,2005.11.09,tbird-admin1,Nov,9,12:06:06,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [<*>] datasource
332,333,-,1131566767,2005.11.09,cn542,Nov,9,12:06:07,cn542/cn542,ntpd,13781.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
333,334,-,1131566768,2005.11.09,tbird-admin1,Nov,9,12:06:08,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [<*>] datasource
334,335,-,1131566768,2005.11.09,tbird-sm1,Nov,9,12:06:08,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:<*>]: No topology change
335,336,-,1131566768,2005.11.09,tbird-sm1,Nov,9,12:06:08,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:<*>]: No configuration change required
336,337,-,1131566769,2005.11.09,tbird-admin1,Nov,9,12:06:09,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [<*>] datasource
337,338,-,1131566771,2005.11.09,tbird-admin1,Nov,9,12:06:11,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [<*>] datasource
338,339,-,1131566771,2005.11.09,tbird-admin1,Nov,9,12:06:11,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [<*>] datasource
339,340,-,1131566772,2005.11.09,cn224,Nov,9,12:06:12,cn224/cn224,ntpd,24739.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
340,341,-,1131566772,2005.11.09,tbird-admin1,Nov,9,12:06:12,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [<*>] datasource
341,342,-,1131566778,2005.11.09,tbird-admin1,Nov,9,12:06:18,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [<*>] datasource
342,343,-,1131566778,2005.11.09,tbird-sm1,Nov,9,12:06:18,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:<*>]: ********************** NEW SWEEP ********************
343,344,-,1131566781,2005.11.09,bn914,Nov,9,12:06:21,bn914/bn914,ntpd,25026.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
344,345,-,1131566781,2005.11.09,cn884,Nov,9,12:06:21,cn884/cn884,ntpd,32661.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
345,346,-,1131566782,2005.11.09,tbird-admin1,Nov,9,12:06:22,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [<*>] datasource
346,347,-,1131566782,2005.11.09,tbird-sm1,Nov,9,12:06:22,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:<*>]: No configuration change required
347,348,-,1131566784,2005.11.09,tbird-admin1,Nov,9,12:06:24,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [<*>] datasource
348,349,-,1131566785,2005.11.09,dn926,Nov,9,12:06:25,dn926/dn926,ntpd,4254.0,"synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
349,350,-,1131566786,2005.11.09,tbird-admin1,Nov,9,12:06:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [<*>] datasource
350,351,-,1131566790,2005.11.09,tbird-admin1,Nov,9,12:06:30,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [<*>] datasource
351,352,-,1131566791,2005.11.09,cn846,Nov,9,12:06:31,cn846/cn846,ntpd,27289.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
352,353,-,1131566792,2005.11.09,tbird-sm1,Nov,9,12:06:32,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:<*>]: ********************** NEW SWEEP ********************
353,354,-,1131566795,2005.11.09,cn256,Nov,9,12:06:35,cn256/cn256,ntpd,10351.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
354,355,-,1131566795,2005.11.09,tbird-admin1,Nov,9,12:06:35,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [<*>] datasource
355,356,-,1131566795,2005.11.09,tbird-admin1,Nov,9,12:06:35,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [<*>] datasource
356,357,-,1131566796,2005.11.09,tbird-admin1,Nov,9,12:06:36,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [<*>] datasource
