,LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content
281,282,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:24.819,25778,INFO,nova.metadata.wsgi.server,req-b1e650c2-d691-43dc-bd4b-43a1cc250f36 - - - - -,"10.11.21.128,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2413990"
282,283,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:25.052,25783,INFO,nova.metadata.wsgi.server,req-1e7b94f6-9cde-4749-9677-71235d2b0cad - - - - -,"10.11.21.128,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2219090"
283,284,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:25.372,25788,INFO,nova.metadata.wsgi.server,req-ffe3e7b2-f553-4460-aa21-9f437d384256 - - - - -,"10.11.21.128,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2238111"
284,285,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:25.389,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking
285,286,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:25.614,25776,INFO,nova.metadata.wsgi.server,req-129bcb0b-f78e-42bf-8553-a34ff5884e77 - - - - -,"10.11.21.128,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2283430"
286,287,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:25.923,25746,INFO,nova.osapi_compute.wsgi.server,req-7c98765b-5005-4eb1-b863-0e66d8c312c4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/af5f7392-f7d4-4298-b647-c98924c64aa1 HTTP/1.1"" status: 204 len: 203 time: 0.2809131"
287,288,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:25.952,25786,INFO,nova.metadata.wsgi.server,req-7f28b5ca-c3e5-4e98-876e-cc3c0065dcb6 - - - - -,"10.11.21.128,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.2495749"
288,289,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:25.958,2931,INFO,nova.compute.manager,req-7c98765b-5005-4eb1-b863-0e66d8c312c4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Terminating instance
289,290,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:26.173,2931,INFO,nova.virt.libvirt.driver,-,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Instance destroyed successfully.
290,291,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:26.204,25746,INFO,nova.osapi_compute.wsgi.server,req-4bdf00b0-3bbc-44fa-bd84-de85ec43c8a2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2769570"
291,292,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:26.267,25790,INFO,nova.metadata.wsgi.server,req-e8586e79-0c6d-45b1-a1d2-3d8133877961 - - - - -,"10.11.21.128,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2267981"
292,293,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:27.457,2931,INFO,nova.compute.manager,req-7c98765b-5005-4eb1-b863-0e66d8c312c4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Took 0.48 seconds to deallocate network for instance.
293,294,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:28.489,25746,INFO,nova.osapi_compute.wsgi.server,req-dc3bb50f-58cf-4aab-ae70-8d41b2009f52 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0951850"
294,295,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:29.480,25746,INFO,nova.api.openstack.wsgi,req-60f50a9d-827b-4fc8-b8c7-dc0bbe15c936 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event
295,296,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:29.482,25746,INFO,nova.osapi_compute.wsgi.server,req-60f50a9d-827b-4fc8-b8c7-dc0bbe15c936 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0870681"
296,297,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:30.115,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
297,298,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:30.117,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
298,299,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:35.145,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
299,300,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:39.184,25746,INFO,nova.osapi_compute.wsgi.server,req-969a61db-496a-4350-8b5b-ff1bc11eb114 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1885760"
300,301,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:39.301,2931,INFO,nova.compute.claims,req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
301,302,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:39.301,2931,INFO,nova.compute.claims,req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Total memory: 64172 MB, used: 512.00 MB"
302,303,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:39.302,2931,INFO,nova.compute.claims,req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] memory limit: 96258.00 MB, free: 95746.00 MB"
303,304,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:39.304,2931,INFO,nova.compute.claims,req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] vcpu limit not specified, defaulting to unlimited"
304,305,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:39.373,25746,INFO,nova.osapi_compute.wsgi.server,req-c8ccbfa8-315f-4095-83c4-b30936e668ad 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1856170"
305,306,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:39.566,25746,INFO,nova.osapi_compute.wsgi.server,req-aaefd74f-734e-484c-872f-cc6fe0a37a8f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/ae3a1b5d-eec1-45bb-b76a-c59d83b1471f HTTP/1.1"" status: 200 len: 1708 time: 0.1892228"
306,307,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:40.849,25746,INFO,nova.osapi_compute.wsgi.server,req-e6509c84-a275-459c-b564-25fdbaa58cdc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2789471"
307,308,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:44.252,25746,INFO,nova.osapi_compute.wsgi.server,req-3fdad801-640b-40e9-8554-508a00a681ad 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2723150"
308,309,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:45.518,25746,INFO,nova.osapi_compute.wsgi.server,req-8db66943-ce30-49e8-998c-7235e8f971c2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2594271"
309,310,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:45.792,25746,INFO,nova.osapi_compute.wsgi.server,req-b2ffcdcc-26b5-4e4a-9d90-2922ac5b9b02 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2687330"
310,311,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:47.328,25746,INFO,nova.osapi_compute.wsgi.server,req-5e6e042b-f9e8-4ab4-add4-b4809623b13a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2591050"
311,312,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:48.611,25746,INFO,nova.osapi_compute.wsgi.server,req-72a5e10c-fdb5-447b-8ece-adf07b6992ac 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2774739"
312,313,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:48.881,25746,INFO,nova.osapi_compute.wsgi.server,req-68e17e36-b9b8-4b5d-9096-6bd81ce33bbc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2648020"
313,314,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:50.198,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking
314,315,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:50.200,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage"
315,316,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:50.550,25746,INFO,nova.osapi_compute.wsgi.server,req-5e38f94a-fd4a-4898-93e0-48033a8a2a1c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2656732"
316,317,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:51.812,25746,INFO,nova.osapi_compute.wsgi.server,req-e3697d4c-fc1d-4871-a2ca-bf214a413669 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2555609"
317,318,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:52.893,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] During sync_power_state the instance has a pending task (spawning). Skip.
318,319,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:53.530,25746,INFO,nova.osapi_compute.wsgi.server,req-61b292c7-db97-46b5-820a-3e3c7c22493a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4331501"
319,320,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:53.807,25746,INFO,nova.osapi_compute.wsgi.server,req-1a40db47-25b1-456f-82a6-62af7d642a7b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2719719"
320,321,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:55.080,25746,INFO,nova.osapi_compute.wsgi.server,req-9023d31d-10a0-4c42-808c-25a63f1f7380 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2676129"
321,322,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:55.338,25746,INFO,nova.osapi_compute.wsgi.server,req-2bd7010e-8e5a-4ed3-afbe-9cfb2918fce7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2540510"
322,323,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:55.435,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking
323,324,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:55.436,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage"
324,325,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:55.615,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
325,326,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:56.613,25746,INFO,nova.osapi_compute.wsgi.server,req-aed90710-a0a8-43a6-bd76-ae5572354e8d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2693179"
326,327,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:56.885,25746,INFO,nova.osapi_compute.wsgi.server,req-5cb84c28-f466-4fad-949b-23da89895861 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2679729"
327,328,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:58.163,25746,INFO,nova.osapi_compute.wsgi.server,req-93b87e0b-d97f-4334-9d9f-44974b048f51 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2718840"
328,329,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:58.430,25746,INFO,nova.osapi_compute.wsgi.server,req-242354ec-cd50-4661-9a66-be40b6b679cb 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2633321"
329,330,nova-scheduler.log.1.2017-05-16_13:53:08,2017-05-16,00:04:59.397,25998,INFO,nova.scheduler.host_manager,req-8ac8250d-9ea8-45a4-b1d5-c19ea4219fed - - - - -,The instance sync for host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us' did not match. Re-created its InstanceList.
330,331,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:59.701,25746,INFO,nova.osapi_compute.wsgi.server,req-ce3a7cb6-1b77-4a95-a38a-4a886e8be2a8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2661889"
331,332,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:59.977,25746,INFO,nova.osapi_compute.wsgi.server,req-5f1c2027-e1b0-43f1-b6d3-694f483a69be 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2732208"
332,333,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:04:59.989,25743,INFO,nova.api.openstack.compute.server_external_events,req-7159484f-4b91-464c-a6f6-c7820ded6511 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,Creating event network-vif-plugged:98dbd0a6-013e-4cd9-9986-fa32e5d6dd32 for instance ae3a1b5d-eec1-45bb-b76a-c59d83b1471f
333,334,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:00.004,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] VM Resumed (Lifecycle Event)
334,335,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:00.012,2931,INFO,nova.compute.manager,req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Took 20.09 seconds to spawn the instance on the hypervisor.
335,336,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:00.120,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] VM Resumed (Lifecycle Event)
336,337,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:00.144,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking
337,338,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:05.133,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking
338,339,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:05.309,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
339,340,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:05:06.887,25786,INFO,nova.metadata.wsgi.server,req-87cd83be-e801-4d38-9256-f3308d3178b4 - - - - -,"10.11.21.129,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2354860"
340,341,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:05:06.898,25786,INFO,nova.metadata.wsgi.server,-,"10.11.21.129,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0006950"
341,342,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:05:07.230,25795,INFO,nova.metadata.wsgi.server,req-691a651a-31b1-4d8a-87d4-f6a1577b69fa - - - - -,"10.11.21.129,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2376790"
342,343,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:05:07.244,25795,INFO,nova.metadata.wsgi.server,-,"10.11.21.129,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0012221"
343,344,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:05:07.583,25788,INFO,nova.metadata.wsgi.server,req-de9c326d-8d13-4a2f-9d79-0ef565d09903 - - - - -,"10.11.21.129,10.11.10.1 ""GET /latest/meta-data/ HTTP/1.1"" status: 200 len: 328 time: 0.3263230"
344,345,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:05:07.601,25775,INFO,nova.metadata.wsgi.server,-,"10.11.21.129,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ HTTP/1.1"" status: 200 len: 124 time: 0.0010171"
345,346,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:05:07.614,25775,INFO,nova.metadata.wsgi.server,-,"10.11.21.129,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ami HTTP/1.1"" status: 200 len: 119 time: 0.0008659"
346,347,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:05:07.858,25791,INFO,nova.metadata.wsgi.server,req-3e10a534-1a8e-4ae8-a49a-df5cb9b87fb0 - - - - -,"10.11.21.129,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" status: 200 len: 124 time: 0.2325919"
347,348,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:05:08.075,25746,INFO,nova.osapi_compute.wsgi.server,req-0f33968d-d618-4346-9501-8f382cd571d9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2731459"
348,349,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:08.735,2931,INFO,nova.virt.libvirt.driver,req-d20b3fad-09d8-47c2-81f2-8b392fdbfbd5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Deleting instance files /var/lib/nova/instances/ae3a1b5d-eec1-45bb-b76a-c59d83b1471f_del
349,350,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:08.859,2931,INFO,nova.compute.manager,req-d20b3fad-09d8-47c2-81f2-8b392fdbfbd5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Took 1.02 seconds to destroy the instance on the hypervisor.
350,351,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:10.337,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
351,352,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:05:11.328,25746,INFO,nova.api.openstack.wsgi,req-5cf6a402-2c6f-4dd4-96ee-de51ad620633 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event
352,353,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:05:11.329,25746,INFO,nova.osapi_compute.wsgi.server,req-5cf6a402-2c6f-4dd4-96ee-de51ad620633 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0835118"
353,354,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:05:11.798,25740,INFO,nova.osapi_compute.wsgi.server,req-1c0b524e-3746-4307-b884-a4ae0ee3bac9 d16a600c5e2a47fe98aee00ee4cb9743 e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.2 ""GET /v2/e9746973ac574c6b8a9e8857f56a7608/servers/detail?all_tenants=True&changes-since=2017-05-16T05%3A55%3A11.521167%2B00%3A00&host=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us HTTP/1.1"" status: 200 len: 23222 time: 0.2740111"
