,LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content
145,146,-,1118772022,2005.06.14,R26-M0-N6-C:J14-U11,2005-06-14-11.00.22.056566,R26-M0-N6-C:J14-U11,RAS,KERNEL,FATAL,icache prefetch depth....................0
146,147,-,1118772057,2005.06.14,R24-M0-N2-C:J16-U11,2005-06-14-11.00.57.941787,R24-M0-N2-C:J16-U11,RAS,KERNEL,FATAL,machine state register: 0x00002000
147,148,-,1118772070,2005.06.14,R21-M1-N2-C:J10-U11,2005-06-14-11.01.10.339106,R21-M1-N2-C:J10-U11,RAS,KERNEL,FATAL,machine state register: 0x00002000
148,149,-,1118772337,2005.06.14,R24-M0-N7-C:J06-U01,2005-06-14-11.05.37.845720,R24-M0-N7-C:J06-U01,RAS,KERNEL,FATAL,critical input interrupt enable...0
149,150,-,1118772602,2005.06.14,R21-M1-NA-C:J07-U01,2005-06-14-11.10.02.651943,R21-M1-NA-C:J07-U01,RAS,KERNEL,FATAL,"problem state (0=sup,1=usr).......0"
150,151,-,1118772772,2005.06.14,R21-M0-NF-C:J09-U01,2005-06-14-11.12.52.380819,R21-M0-NF-C:J09-U01,RAS,KERNEL,FATAL,floating point instr. enabled.....1
151,152,-,1118772810,2005.06.14,R27-M0-N9-C:J12-U01,2005-06-14-11.13.30.870052,R27-M0-N9-C:J12-U01,RAS,KERNEL,FATAL,special purpose registers:
152,153,-,1118772877,2005.06.14,R27-M1-N3-C:J04-U11,2005-06-14-11.14.37.821210,R27-M1-N3-C:J04-U11,RAS,KERNEL,FATAL,lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000
153,154,-,1118772927,2005.06.14,R27-M0-N6-C:J02-U11,2005-06-14-11.15.27.823191,R27-M0-N6-C:J02-U11,RAS,KERNEL,FATAL,rts internal error
154,155,-,1118773031,2005.06.14,R21-M0-N2-C:J17-U11,2005-06-14-11.17.11.514583,R21-M0-N2-C:J17-U11,RAS,KERNEL,FATAL,floating pt ex mode 0 enable......0
155,156,-,1118773049,2005.06.14,R20-M1-NF-C:J14-U11,2005-06-14-11.17.29.948847,R20-M1-NF-C:J14-U11,RAS,KERNEL,FATAL,floating pt ex mode 0 enable......0
156,157,-,1118773424,2005.06.14,R25-M0-N2-C:J04-U11,2005-06-14-11.23.44.638394,R25-M0-N2-C:J04-U11,RAS,KERNEL,FATAL,floating pt ex mode 1 enable......0
157,158,-,1118773618,2005.06.14,R25-M1-N7-C:J09-U11,2005-06-14-11.26.58.490506,R25-M1-N7-C:J09-U11,RAS,KERNEL,FATAL,instruction address space.........0
158,159,-,1118773741,2005.06.14,R21-M0-N9-C:J08-U01,2005-06-14-11.29.01.258503,R21-M0-N9-C:J08-U01,RAS,KERNEL,FATAL,data address space................0
159,160,-,1118773808,2005.06.14,R20-M1-NA-C:J03-U01,2005-06-14-11.30.08.524358,R20-M1-NA-C:J03-U01,RAS,KERNEL,FATAL,core configuration register: 0x00002000
160,161,-,1118773837,2005.06.14,R24-M0-NF-C:J08-U01,2005-06-14-11.30.37.732517,R24-M0-NF-C:J08-U01,RAS,KERNEL,FATAL,core configuration register: 0x00002000
161,162,-,1118773941,2005.06.14,R20-M1-NA-C:J04-U01,2005-06-14-11.32.21.174785,R20-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,disable store gathering..................0
162,163,-,1118774011,2005.06.14,R24-M0-NA-C:J14-U01,2005-06-14-11.33.31.835838,R24-M0-NA-C:J14-U01,RAS,KERNEL,FATAL,disable store gathering..................0
163,164,-,1118774042,2005.06.14,R25-M1-N8-C:J03-U11,2005-06-14-11.34.02.588297,R25-M1-N8-C:J03-U11,RAS,KERNEL,FATAL,disable store gathering..................0
164,165,-,1118795802,2005.06.14,R23-M0-ND-C:J13-U01,2005-06-14-17.36.42.381657,R23-M0-ND-C:J13-U01,RAS,KERNEL,INFO,generating core.145
165,166,-,1118813039,2005.06.14,R02-M1-N0-C:J12-U11,2005-06-14-22.23.59.470421,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected
166,167,-,1118843835,2005.06.15,R21-M1-N1-C:J07-U11,2005-06-15-06.57.15.905673,R21-M1-N1-C:J07-U11,RAS,KERNEL,INFO,generating core.1978
167,168,-,1118846432,2005.06.15,R22-M0-NE-C:J04-U11,2005-06-15-07.40.32.710710,R22-M0-NE-C:J04-U11,RAS,KERNEL,INFO,generating core.15
168,169,-,1118852544,2005.06.15,R02-M1-N0-C:J12-U11,2005-06-15-09.22.24.246149,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected
169,170,-,1118852625,2005.06.15,R02-M1-N0-C:J12-U11,2005-06-15-09.23.45.703981,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected
170,171,-,1118852660,2005.06.15,R02-M1-N0-C:J12-U11,2005-06-15-09.24.20.246651,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected
171,172,-,1118852913,2005.06.15,R02-M1-N0-C:J12-U11,2005-06-15-09.28.33.631142,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected
172,173,-,1118853076,2005.06.15,R34-M1-N9-C:J07-U11,2005-06-15-09.31.16.623218,R34-M1-N9-C:J07-U11,RAS,KERNEL,INFO,generating core.16218
173,174,-,1118911762,2005.06.16,R34-M0-NF-C:J03-U01,2005-06-16-01.49.22.748250,R34-M0-NF-C:J03-U01,RAS,KERNEL,INFO,generating core.8531
174,175,-,1118911796,2005.06.16,R04-M1-N8-C:J09-U11,2005-06-16-01.49.56.966924,R04-M1-N8-C:J09-U11,RAS,KERNEL,INFO,generating core.15966
175,176,-,1118916047,2005.06.16,R21-M1-N4-C:J12-U11,2005-06-16-03.00.47.249279,R21-M1-N4-C:J12-U11,RAS,KERNEL,INFO,generating core.2605
176,177,-,1118916060,2005.06.16,R24-M1-N4-C:J07-U01,2005-06-16-03.01.00.566385,R24-M1-N4-C:J07-U01,RAS,KERNEL,INFO,generating core.886
177,178,-,1118916076,2005.06.16,R23-M1-N4-C:J10-U11,2005-06-16-03.01.16.485975,R23-M1-N4-C:J10-U11,RAS,KERNEL,INFO,generating core.3053
178,179,APPREAD,1118958902,2005.06.16,R32-M1-N8-I:J18-U01,2005-06-16-14.55.02.074340,R32-M1-N8-I:J18-U01,RAS,APP,FATAL,ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:51706
179,180,-,1118964552,2005.06.16,R02-M1-N0-C:J12-U11,2005-06-16-16.29.12.853302,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected
180,181,-,1119166473,2005.06.19,R05-M1-N3-C:J15-U11,2005-06-19-00.34.33.890486,R05-M1-N3-C:J15-U11,RAS,KERNEL,INFO,generating core.2808
181,182,-,1119290966,2005.06.20,R16-M1-N6-C:J08-U01,2005-06-20-11.09.26.582302,R16-M1-N6-C:J08-U01,RAS,KERNEL,INFO,generating core.334
182,183,-,1119291039,2005.06.20,R00-M1-N3-C:J08-U11,2005-06-20-11.10.39.035194,R00-M1-N3-C:J08-U11,RAS,KERNEL,INFO,generating core.14418
183,184,-,1119291235,2005.06.20,R01-M0-NE-C:J06-U01,2005-06-20-11.13.55.422033,R01-M0-NE-C:J06-U01,RAS,KERNEL,INFO,generating core.4614
184,185,-,1119291293,2005.06.20,R10-M0-N8-C:J03-U11,2005-06-20-11.14.53.357175,R10-M0-N8-C:J03-U11,RAS,KERNEL,INFO,generating core.15935
185,186,-,1119309833,2005.06.20,R14-M1-N0-I:J18-U01,2005-06-20-16.23.53.944371,R14-M1-N0-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /home/draeger/testQboxhang-nozerobytebug-nosleepyescomm: invalid or missing program image, No such file or directory"
186,187,APPCHILD,1119319455,2005.06.20,R12-M1-NC-I:J18-U11,2005-06-20-19.04.15.002425,R12-M1-NC-I:J18-U11,RAS,APP,FATAL,ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes
187,188,-,1119324666,2005.06.20,R16-M1-N2-C:J17-U01,2005-06-20-20.31.06.282052,R16-M1-N2-C:J17-U01,RAS,KERNEL,INFO,"CE sym 0, at 0x1b858280, mask 0x40"
188,189,-,1119377678,2005.06.21,R20-M0-N9-C:J11-U11,2005-06-21-11.14.38.018978,R20-M0-N9-C:J11-U11,RAS,KERNEL,INFO,generating core.8089
189,190,-,1119377680,2005.06.21,R20-M1-N2-C:J17-U01,2005-06-21-11.14.40.347916,R20-M1-N2-C:J17-U01,RAS,KERNEL,INFO,generating core.4660
190,191,-,1119377709,2005.06.21,R24-M1-NB-C:J11-U01,2005-06-21-11.15.09.415157,R24-M1-NB-C:J11-U01,RAS,KERNEL,INFO,generating core.721
191,192,-,1119377784,2005.06.21,R20-M1-N8-C:J04-U11,2005-06-21-11.16.24.473585,R20-M1-N8-C:J04-U11,RAS,KERNEL,INFO,generating core.783
192,193,-,1119381883,2005.06.21,R05-M1-N8-C:J13-U01,2005-06-21-12.24.43.265881,R05-M1-N8-C:J13-U01,RAS,KERNEL,INFO,"1 ddr errors(s) detected and corrected on rank 0, symbol 17, bit 1"
193,194,-,1119478812,2005.06.22,R20-M0-N3-C:J14-U01,2005-06-22-15.20.12.174541,R20-M0-N3-C:J14-U01,RAS,KERNEL,INFO,1969920 double-hummer alignment exceptions
194,195,-,1119479317,2005.06.22,R21-M1-N1-C:J08-U11,2005-06-22-15.28.37.811949,R21-M1-N1-C:J08-U11,RAS,KERNEL,INFO,2576000 double-hummer alignment exceptions
195,196,-,1119481305,2005.06.22,R22-M1-NA-C:J04-U11,2005-06-22-16.01.45.870183,R22-M1-NA-C:J04-U11,RAS,KERNEL,INFO,6182400 double-hummer alignment exceptions
196,197,-,1119569236,2005.06.23,R22-M0-N6-C:J12-U11,2005-06-23-16.27.16.266001,R22-M0-N6-C:J12-U11,RAS,KERNEL,INFO,6182400 double-hummer alignment exceptions
197,198,-,1119571364,2005.06.23,R23-M1-N7-C:J14-U01,2005-06-23-17.02.44.950044,R23-M1-N7-C:J14-U01,RAS,KERNEL,INFO,3091200 double-hummer alignment exceptions
198,199,-,1119625799,2005.06.24,R03-M0-NB-C:J10-U11,2005-06-24-08.09.59.585592,R03-M0-NB-C:J10-U11,RAS,KERNEL,INFO,"CE sym 12, at 0x1b786f60, mask 0x04"
199,200,-,1119638161,2005.06.24,R16-M1-N2-C:J17-U01,2005-06-24-11.36.01.774405,R16-M1-N2-C:J17-U01,RAS,KERNEL,INFO,"CE sym 0, at 0x1b8584e0, mask 0x80"
200,201,-,1119677904,2005.06.24,R36-M0-N5-C:J03-U01,2005-06-24-22.38.24.830252,R36-M0-N5-C:J03-U01,RAS,KERNEL,INFO,"CE sym 23, at 0x03f89c00, mask 0x10"
201,202,-,1119695647,2005.06.25,R31-M1-ND-C:J05-U01,2005-06-25-03.34.07.686513,R31-M1-ND-C:J05-U01,RAS,KERNEL,INFO,259966605 double-hummer alignment exceptions
202,203,-,1119714992,2005.06.25,R20-M1-NB-C:J17-U01,2005-06-25-08.56.32.658269,R20-M1-NB-C:J17-U01,RAS,KERNEL,INFO,generating core.4184
203,204,-,1119715309,2005.06.25,R34-M0-N2-C:J12-U01,2005-06-25-09.01.49.568758,R34-M0-N2-C:J12-U01,RAS,KERNEL,INFO,generating core.4501
204,205,-,1119715342,2005.06.25,R31-M1-NE-C:J06-U11,2005-06-25-09.02.22.976560,R31-M1-NE-C:J06-U11,RAS,KERNEL,INFO,generating core.50230
205,206,-,1119715346,2005.06.25,R30-M1-NA-C:J14-U11,2005-06-25-09.02.26.738118,R30-M1-NA-C:J14-U11,RAS,KERNEL,INFO,generating core.62516
206,207,-,1119715392,2005.06.25,R34-M1-ND-C:J10-U01,2005-06-25-09.03.12.849230,R34-M1-ND-C:J10-U01,RAS,KERNEL,INFO,generating core.27921
207,208,-,1119715453,2005.06.25,R21-M1-N7-C:J10-U01,2005-06-25-09.04.13.083368,R21-M1-N7-C:J10-U01,RAS,KERNEL,INFO,generating core.9369
208,209,-,1119715593,2005.06.25,R32-M0-NA-C:J13-U11,2005-06-25-09.06.33.323216,R32-M0-NA-C:J13-U11,RAS,KERNEL,INFO,generating core.37749
209,210,-,1119715612,2005.06.25,R23-M0-N9-C:J05-U01,2005-06-25-09.06.52.855570,R23-M0-N9-C:J05-U01,RAS,KERNEL,INFO,generating core.56155
210,211,-,1119715625,2005.06.25,R24-M1-N9-C:J06-U11,2005-06-25-09.07.05.564792,R24-M1-N9-C:J06-U11,RAS,KERNEL,INFO,generating core.40250
211,212,-,1119715819,2005.06.25,R15-M1-NB-C:J12-U11,2005-06-25-09.10.19.844956,R15-M1-NB-C:J12-U11,RAS,KERNEL,INFO,generating core.45353
212,213,-,1119715834,2005.06.25,R15-M1-NF-C:J07-U11,2005-06-25-09.10.34.515707,R15-M1-NF-C:J07-U11,RAS,KERNEL,INFO,generating core.9578
213,214,-,1119715845,2005.06.25,R17-M1-N9-C:J16-U01,2005-06-25-09.10.45.117528,R17-M1-N9-C:J16-U01,RAS,KERNEL,INFO,generating core.14856
214,215,-,1119715922,2005.06.25,R16-M1-NA-C:J02-U01,2005-06-25-09.12.02.795224,R16-M1-NA-C:J02-U01,RAS,KERNEL,INFO,generating core.38415
215,216,-,1119725008,2005.06.25,R21-M1-N5-C:J08-U01,2005-06-25-11.43.28.548275,R21-M1-N5-C:J08-U01,RAS,KERNEL,INFO,generating core.10394
216,217,-,1119725040,2005.06.25,R05-M0-N7-C:J04-U01,2005-06-25-11.44.00.166788,R05-M0-N7-C:J04-U01,RAS,KERNEL,INFO,generating core.41347
217,218,-,1119725071,2005.06.25,R04-M0-N1-C:J03-U01,2005-06-25-11.44.31.893401,R04-M0-N1-C:J03-U01,RAS,KERNEL,INFO,generating core.7619
218,219,-,1119725148,2005.06.25,R31-M1-N2-C:J07-U01,2005-06-25-11.45.48.948077,R31-M1-N2-C:J07-U01,RAS,KERNEL,INFO,generating core.54486
219,220,-,1119725160,2005.06.25,R33-M1-N2-C:J10-U01,2005-06-25-11.46.00.991233,R33-M1-N2-C:J10-U01,RAS,KERNEL,INFO,generating core.22421
220,221,-,1119725245,2005.06.25,R33-M1-NE-C:J11-U01,2005-06-25-11.47.25.436889,R33-M1-NE-C:J11-U01,RAS,KERNEL,INFO,generating core.18261
221,222,-,1119725352,2005.06.25,R24-M0-N7-C:J17-U01,2005-06-25-11.49.12.068081,R24-M0-N7-C:J17-U01,RAS,KERNEL,INFO,generating core.25048
222,223,-,1119725352,2005.06.25,R24-M0-N7-C:J10-U01,2005-06-25-11.49.12.823777,R24-M0-N7-C:J10-U01,RAS,KERNEL,INFO,generating core.58777
223,224,-,1119725476,2005.06.25,R33-M0-N1-C:J11-U11,2005-06-25-11.51.16.800981,R33-M0-N1-C:J11-U11,RAS,KERNEL,INFO,generating core.49137
224,225,-,1119725489,2005.06.25,R27-M1-NF-C:J10-U11,2005-06-25-11.51.29.486868,R27-M1-NF-C:J10-U11,RAS,KERNEL,INFO,generating core.42553
225,226,-,1119726280,2005.06.25,R10-M1-NA-C:J13-U11,2005-06-25-12.04.40.064277,R10-M1-NA-C:J13-U11,RAS,KERNEL,INFO,generating core.2109
226,227,-,1119726375,2005.06.25,R14-M1-N6-C:J06-U01,2005-06-25-12.06.15.851937,R14-M1-N6-C:J06-U01,RAS,KERNEL,INFO,generating core.718
227,228,-,1119799504,2005.06.26,R01-M1-ND-C:J15-U11,2005-06-26-08.25.04.032782,R01-M1-ND-C:J15-U11,RAS,KERNEL,INFO,"CE sym 5, at 0x11042a80, mask 0x04"
228,229,-,1119802781,2005.06.26,R07-M1-N0-C:J15-U11,2005-06-26-09.19.41.368208,R07-M1-N0-C:J15-U11,RAS,KERNEL,INFO,program interrupt
229,230,-,1119802848,2005.06.26,R36-M1-NC-C:J06-U11,2005-06-26-09.20.48.858436,R36-M1-NC-C:J06-U11,RAS,KERNEL,INFO,generating core.28370
230,231,-,1119803084,2005.06.26,R36-M0-ND-C:J13-U11,2005-06-26-09.24.44.819150,R36-M0-ND-C:J13-U11,RAS,KERNEL,INFO,program interrupt: illegal instruction......1
231,232,-,1119803207,2005.06.26,R05-M1-N9-C:J14-U11,2005-06-26-09.26.47.879500,R05-M1-N9-C:J14-U11,RAS,KERNEL,INFO,program interrupt: privileged instruction...0
232,233,-,1119803602,2005.06.26,R00-M0-NB-C:J09-U01,2005-06-26-09.33.22.839312,R00-M0-NB-C:J09-U01,RAS,KERNEL,INFO,auxiliary processor.........................0
233,234,-,1119803693,2005.06.26,R00-M1-N3-C:J11-U01,2005-06-26-09.34.53.251232,R00-M1-N3-C:J11-U01,RAS,KERNEL,INFO,program interrupt: unimplemented operation..0
234,235,-,1119806904,2005.06.26,R05-M0-N3-C:J11-U11,2005-06-26-10.28.24.350248,R05-M0-N3-C:J11-U11,RAS,KERNEL,INFO,generating core.14700
235,236,-,1119806939,2005.06.26,R05-M0-N7-C:J13-U01,2005-06-26-10.28.59.279042,R05-M0-N7-C:J13-U01,RAS,KERNEL,INFO,program interrupt
236,237,-,1119806955,2005.06.26,R03-M1-NC-C:J05-U11,2005-06-26-10.29.15.890436,R03-M1-NC-C:J05-U11,RAS,KERNEL,INFO,program interrupt
237,238,-,1119806971,2005.06.26,R05-M1-N8-C:J15-U11,2005-06-26-10.29.31.819506,R05-M1-N8-C:J15-U11,RAS,KERNEL,INFO,instruction address: 0x0062fe04
238,239,-,1119807218,2005.06.26,R35-M1-NF-C:J15-U01,2005-06-26-10.33.38.646025,R35-M1-NF-C:J15-U01,RAS,KERNEL,INFO,program interrupt: privileged instruction...0
239,240,-,1119807482,2005.06.26,R05-M0-N5-C:J09-U11,2005-06-26-10.38.02.680379,R05-M0-N5-C:J09-U11,RAS,KERNEL,INFO,data store interrupt caused by dcbf.........0
240,241,-,1119807588,2005.06.26,R33-M1-N3-C:J16-U11,2005-06-26-10.39.48.944209,R33-M1-N3-C:J16-U11,RAS,KERNEL,INFO,auxiliary processor.........................0
241,242,-,1119977619,2005.06.28,R02-M1-NE,2005-06-28-09.53.39.479164,R02-M1-NE,NULL,DISCOVERY,WARNING,Node card is not fully functional
242,243,-,1120091427,2005.06.29,R05-M1-N3-C:J03-U11,2005-06-29-17.30.27.216695,R05-M1-N3-C:J03-U11,RAS,KERNEL,INFO,generating core.1786
243,244,-,1120092016,2005.06.29,R05-M1-ND-C:J06-U11,2005-06-29-17.40.16.155721,R05-M1-ND-C:J06-U11,RAS,KERNEL,INFO,generating core.1177
244,245,-,1120092072,2005.06.29,R23-M1-NC-C:J05-U11,2005-06-29-17.41.12.397279,R23-M1-NC-C:J05-U11,RAS,KERNEL,INFO,generating core.32693
245,246,-,1120092215,2005.06.29,R16-M0-N0-C:J13-U01,2005-06-29-17.43.35.753036,R16-M0-N0-C:J13-U01,RAS,KERNEL,INFO,generating core.7023
246,247,-,1120145091,2005.06.30,R26-M0-NA-C:J17-U11,2005-06-30-08.24.51.228685,R26-M0-NA-C:J17-U11,RAS,KERNEL,INFO,generating core.29308
247,248,-,1120145605,2005.06.30,R16-M0-NF-C:J07-U01,2005-06-30-08.33.25.225978,R16-M0-NF-C:J07-U01,RAS,KERNEL,INFO,generating core.26186
248,249,-,1120145615,2005.06.30,R00-M0-ND-C:J17-U01,2005-06-30-08.33.35.910212,R00-M0-ND-C:J17-U01,RAS,KERNEL,INFO,generating core.2112
249,250,-,1120145763,2005.06.30,R06-M0-NE-C:J11-U01,2005-06-30-08.36.03.800737,R06-M0-NE-C:J11-U01,RAS,KERNEL,INFO,generating core.1605
250,251,-,1120145774,2005.06.30,R01-M1-NF-C:J05-U11,2005-06-30-08.36.14.017177,R01-M1-NF-C:J05-U11,RAS,KERNEL,INFO,generating core.16483
251,252,-,1120146038,2005.06.30,R25-M0-NC-C:J04-U11,2005-06-30-08.40.38.831619,R25-M0-NC-C:J04-U11,RAS,KERNEL,INFO,generating core.18751
252,253,-,1120146042,2005.06.30,R21-M0-N0-C:J05-U11,2005-06-30-08.40.42.786067,R21-M0-N0-C:J05-U11,RAS,KERNEL,INFO,generating core.22783
253,254,-,1120146085,2005.06.30,R32-M0-N8-C:J11-U01,2005-06-30-08.41.25.502105,R32-M0-N8-C:J11-U01,RAS,KERNEL,INFO,generating core.8021
254,255,-,1120148315,2005.06.30,R00-M1-NA-C:J13-U11,2005-06-30-09.18.35.440546,R00-M1-NA-C:J13-U11,RAS,KERNEL,INFO,generating core.3613
255,256,-,1120148578,2005.06.30,R17-M0-NE-C:J09-U01,2005-06-30-09.22.58.210658,R17-M0-NE-C:J09-U01,RAS,KERNEL,INFO,generating core.4246
256,257,-,1120148687,2005.06.30,R14-M0-N1-C:J12-U01,2005-06-30-09.24.47.505143,R14-M0-N1-C:J12-U01,RAS,KERNEL,INFO,generating core.7777
257,258,-,1120148743,2005.06.30,R11-M0-N0-C:J02-U11,2005-06-30-09.25.43.591205,R11-M0-N0-C:J02-U11,RAS,KERNEL,INFO,generating core.5935
258,259,-,1120149021,2005.06.30,R23-M1-ND-C:J16-U01,2005-06-30-09.30.21.891142,R23-M1-ND-C:J16-U01,RAS,KERNEL,INFO,generating core.5512
259,260,-,1120150859,2005.06.30,R05-M0-N3-C:J12-U11,2005-06-30-10.00.59.776334,R05-M0-N3-C:J12-U11,RAS,KERNEL,INFO,generating core.1641
260,261,-,1120177846,2005.06.30,R16-M1-N2-C:J17-U01,2005-06-30-17.30.46.535444,R16-M1-N2-C:J17-U01,RAS,KERNEL,INFO,"CE sym 0, at 0x1b858280, mask 0x40"
261,262,-,1120216069,2005.07.01,R21-M1-N8-C:J05-U11,2005-07-01-04.07.49.783918,R21-M1-N8-C:J05-U11,RAS,KERNEL,INFO,generating core.23615
262,263,-,1120216148,2005.07.01,R20-M1-N5-C:J06-U11,2005-07-01-04.09.08.743891,R20-M1-N5-C:J06-U11,RAS,KERNEL,INFO,generating core.1626
263,264,-,1120216246,2005.07.01,R31-M1-N5-C:J11-U01,2005-07-01-04.10.46.426573,R31-M1-N5-C:J11-U01,RAS,KERNEL,INFO,generating core.9825
264,265,-,1120216591,2005.07.01,R33-M1-N8-C:J17-U11,2005-07-01-04.16.31.056361,R33-M1-N8-C:J17-U11,RAS,KERNEL,INFO,generating core.28084
265,266,-,1120216963,2005.07.01,R10-M1-ND-C:J17-U11,2005-07-01-04.22.43.382322,R10-M1-ND-C:J17-U11,RAS,KERNEL,INFO,generating core.536
266,267,-,1120217012,2005.07.01,R16-M1-N6-C:J15-U01,2005-07-01-04.23.32.012882,R16-M1-N6-C:J15-U01,RAS,KERNEL,INFO,generating core.8628
267,268,-,1120217052,2005.07.01,R17-M1-N7-C:J08-U01,2005-07-01-04.24.12.881758,R17-M1-N7-C:J08-U01,RAS,KERNEL,INFO,generating core.2210
268,269,-,1120217117,2005.07.01,R12-M1-N6-C:J16-U01,2005-07-01-04.25.17.269721,R12-M1-N6-C:J16-U01,RAS,KERNEL,INFO,generating core.228
269,270,-,1120217126,2005.07.01,R14-M1-NE-C:J14-U11,2005-07-01-04.25.26.994401,R14-M1-NE-C:J14-U11,RAS,KERNEL,INFO,generating core.332
270,271,-,1120217184,2005.07.01,R11-M1-N2-C:J11-U11,2005-07-01-04.26.24.856056,R11-M1-N2-C:J11-U11,RAS,KERNEL,INFO,generating core.3389
271,272,-,1120241131,2005.07.01,R37-M1-N4,2005-07-01-11.05.31.120732,R37-M1-N4,NULL,DISCOVERY,SEVERE,Can not get assembly information for node card
272,273,-,1120259710,2005.07.01,R33-M1-N2-C:J17-U11,2005-07-01-16.15.10.056728,R33-M1-N2-C:J17-U11,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
273,274,-,1120259762,2005.07.01,R37-M0-NE-C:J10-U01,2005-07-01-16.16.02.658866,R37-M0-NE-C:J10-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
274,275,-,1120259871,2005.07.01,R33-M0-N6-C:J07-U01,2005-07-01-16.17.51.960797,R33-M0-N6-C:J07-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
275,276,-,1120259888,2005.07.01,R25-M0-N7-C:J11-U01,2005-07-01-16.18.08.272925,R25-M0-N7-C:J11-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
276,277,-,1120259941,2005.07.01,R25-M1-N2-C:J08-U01,2005-07-01-16.19.01.600033,R25-M1-N2-C:J08-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
277,278,-,1120260065,2005.07.01,R27-M1-N8-C:J17-U01,2005-07-01-16.21.05.938269,R27-M1-N8-C:J17-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
278,279,-,1120260098,2005.07.01,R33-M0-N8-C:J07-U01,2005-07-01-16.21.38.233353,R33-M0-N8-C:J07-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
279,280,-,1120260976,2005.07.01,R30-M1-NE-C:J02-U01,2005-07-01-16.36.16.829568,R30-M1-NE-C:J02-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
280,281,-,1120261034,2005.07.01,R23-M0-N1-C:J02-U11,2005-07-01-16.37.14.984043,R23-M0-N1-C:J02-U11,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
281,282,-,1120262099,2005.07.01,R24-M1-NB-C:J14-U11,2005-07-01-16.54.59.334330,R24-M1-NB-C:J14-U11,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
282,283,-,1120262185,2005.07.01,R35-M1-N7-C:J04-U01,2005-07-01-16.56.25.711911,R35-M1-N7-C:J04-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
283,284,-,1120262314,2005.07.01,R32-M1-NB-C:J04-U11,2005-07-01-16.58.34.595623,R32-M1-NB-C:J04-U11,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
284,285,-,1120262332,2005.07.01,R36-M0-N4-C:J15-U01,2005-07-01-16.58.52.572817,R36-M0-N4-C:J15-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
285,286,-,1120262354,2005.07.01,R24-M1-NC-C:J07-U11,2005-07-01-16.59.14.798327,R24-M1-NC-C:J07-U11,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
286,287,-,1120263061,2005.07.01,R31-M1-N2-C:J14-U01,2005-07-01-17.11.01.016985,R31-M1-N2-C:J14-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
287,288,-,1120263355,2005.07.01,R35-M0-N6-C:J17-U11,2005-07-01-17.15.55.227258,R35-M0-N6-C:J17-U11,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
288,289,-,1120265452,2005.07.01,R33-M1-NE-C:J11-U01,2005-07-01-17.50.52.851643,R33-M1-NE-C:J11-U01,RAS,KERNEL,INFO,458720 double-hummer alignment exceptions
289,290,-,1120265591,2005.07.01,R30-M1-NB-C:J17-U11,2005-07-01-17.53.11.746402,R30-M1-NB-C:J17-U11,RAS,KERNEL,INFO,458720 double-hummer alignment exceptions
290,291,-,1120265616,2005.07.01,R35-M1-N1-C:J09-U01,2005-07-01-17.53.36.360670,R35-M1-N1-C:J09-U01,RAS,KERNEL,INFO,458720 double-hummer alignment exceptions
291,292,-,1120265656,2005.07.01,R23-M0-N6-C:J11-U01,2005-07-01-17.54.16.064998,R23-M0-N6-C:J11-U01,RAS,KERNEL,INFO,458720 double-hummer alignment exceptions
292,293,-,1120266847,2005.07.01,R33-M0-N2-C:J10-U01,2005-07-01-18.14.07.256483,R33-M0-N2-C:J10-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions
