,LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
240,241,2015-10-18,"18:03:45,063",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
241,242,2015-10-18,"18:03:45,345",INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.23859076,E80,Progress of TaskAttempt <*> is : <*>
242,243,2015-10-18,"18:03:46,157",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
243,244,2015-10-18,"18:03:49,189",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006,E80,Progress of TaskAttempt <*> is : <*>
244,245,2015-10-18,"18:03:49,235",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
245,246,2015-10-18,"18:03:49,360",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.2754006,E80,Progress of TaskAttempt <*> is : <*>
246,247,2015-10-18,"18:03:49,845",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.5091932,E80,Progress of TaskAttempt <*> is : <*>
247,248,2015-10-18,"18:03:50,267",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
248,249,2015-10-18,"18:03:51,298",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
249,250,2015-10-18,"18:03:51,298",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
250,251,2015-10-18,"18:03:52,611",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006,E80,Progress of TaskAttempt <*> is : <*>
251,252,2015-10-18,"18:03:52,876",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.5343203,E80,Progress of TaskAttempt <*> is : <*>
252,253,2015-10-18,"18:03:53,329",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
253,254,2015-10-18,"18:03:54,361",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
254,255,2015-10-18,"18:03:55,408",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 2,E46,Got allocated containers <*>
255,256,2015-10-18,"18:03:55,408",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445144423722_0020_01_000006 to attempt_1445144423722_0020_m_000004_0,E13,Assigned container <*> to <*>
256,257,2015-10-18,"18:03:55,408",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445144423722_0020_01_000007 to attempt_1445144423722_0020_m_000005_0,E13,Assigned container <*> to <*>
257,258,2015-10-18,"18:03:55,408",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
258,259,2015-10-18,"18:03:55,408",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:4 ScheduledReds:0 AssignedMaps:6 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:6 ContRel:0 HostLocal:3 RackLocal:3,E11,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
259,260,2015-10-18,"18:03:55,408",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>
260,261,2015-10-18,"18:03:55,408",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000004_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,E21,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
261,262,2015-10-18,"18:03:55,517",INFO,ContainerLauncher #4,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000006 taskAttempt attempt_1445144423722_0020_m_000004_0,E77,Processing the event EventType: <*> for container <*> taskAttempt <*>
262,263,2015-10-18,"18:03:55,595",INFO,ContainerLauncher #5,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Launching attempt_1445144423722_0020_m_000005_0,E62,Launching <*>
263,264,2015-10-18,"18:03:55,923",INFO,ContainerLauncher #4,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000004_0 : 13562,E94,Shuffle port returned by ContainerManager for <*> : <*>
264,265,2015-10-18,"18:03:55,939",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000004_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,E14,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING
265,266,2015-10-18,"18:03:55,939",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000004 Task Transitioned from SCHEDULED to RUNNING,E104,<*> Task Transitioned from SCHEDULED to RUNNING
266,267,2015-10-18,"18:03:55,939",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,TaskAttempt: [attempt_1445144423722_0020_m_000005_0] using containerId: [container_1445144423722_0020_01_000007 on NM: [MSRA-SA-41.fareast.corp.microsoft.com:7109],E105,TaskAttempt: [<*>] using containerId: [<*> on NM: [<*>]
267,268,2015-10-18,"18:03:55,939",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000005_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,E14,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING
268,269,2015-10-18,"18:03:55,939",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,ATTEMPT_START task_1445144423722_0020_m_000005,E22,ATTEMPT_START <*>
269,270,2015-10-18,"18:03:55,939",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000005 Task Transitioned from SCHEDULED to RUNNING,E104,<*> Task Transitioned from SCHEDULED to RUNNING
270,271,2015-10-18,"18:03:56,455",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,E46,Got allocated containers <*>
271,272,2015-10-18,"18:03:56,455",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
272,273,2015-10-18,"18:03:56,455",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:3 ScheduledReds:0 AssignedMaps:7 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:7 ContRel:0 HostLocal:4 RackLocal:3,E11,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
273,274,2015-10-18,"18:03:56,548",INFO,ContainerLauncher #6,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000008 taskAttempt attempt_1445144423722_0020_m_000006_0,E77,Processing the event EventType: <*> for container <*> taskAttempt <*>
274,275,2015-10-18,"18:03:56,798",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,TaskAttempt: [attempt_1445144423722_0020_m_000006_0] using containerId: [container_1445144423722_0020_01_000008 on NM: [MSRA-SA-41.fareast.corp.microsoft.com:7109],E105,TaskAttempt: [<*>] using containerId: [<*> on NM: [<*>]
275,276,2015-10-18,"18:03:56,798",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,ATTEMPT_START task_1445144423722_0020_m_000006,E22,ATTEMPT_START <*>
276,277,2015-10-18,"18:03:57,502",INFO,Socket Reader #1 for port 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),E23,Auth successful for <*> (auth:SIMPLE)
277,278,2015-10-18,"18:03:57,564",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000007 asked for a task,E58,JVM with ID : <*> asked for a task
278,279,2015-10-18,"18:03:57,564",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000006 asked for a task,E58,JVM with ID : <*> asked for a task
279,280,2015-10-18,"18:03:57,564",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>"
280,281,2015-10-18,"18:03:57,564",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
281,282,2015-10-18,"18:03:57,564",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
282,283,2015-10-18,"18:03:58,611",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000008 asked for a task,E58,JVM with ID : <*> asked for a task
283,284,2015-10-18,"18:03:59,017",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.5343203,E80,Progress of TaskAttempt <*> is : <*>
284,285,2015-10-18,"18:03:59,642",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
285,286,2015-10-18,"18:03:59,892",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.27772525,E80,Progress of TaskAttempt <*> is : <*>
286,287,2015-10-18,"18:04:00,049",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.27696857,E80,Progress of TaskAttempt <*> is : <*>
287,288,2015-10-18,"18:04:00,658",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
288,289,2015-10-18,"18:04:01,721",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
289,290,2015-10-18,"18:04:02,080",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.5806522,E80,Progress of TaskAttempt <*> is : <*>
290,291,2015-10-18,"18:04:02,752",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
291,292,2015-10-18,"18:04:03,143",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006,E80,Progress of TaskAttempt <*> is : <*>
292,293,2015-10-18,"18:04:03,549",INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.27696857,E80,Progress of TaskAttempt <*> is : <*>
293,294,2015-10-18,"18:04:03,799",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
294,295,2015-10-18,"18:04:04,877",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.10685723,E80,Progress of TaskAttempt <*> is : <*>
295,296,2015-10-18,"18:04:04,877",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,E46,Got allocated containers <*>
296,297,2015-10-18,"18:04:04,877",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445144423722_0020_01_000009 to attempt_1445144423722_0020_m_000007_0,E13,Assigned container <*> to <*>
297,298,2015-10-18,"18:04:04,877",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
298,299,2015-10-18,"18:04:04,877",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
299,300,2015-10-18,"18:04:04,877",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:2 ScheduledReds:0 AssignedMaps:8 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:8 ContRel:0 HostLocal:5 RackLocal:3,E11,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
300,301,2015-10-18,"18:04:04,877",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>
301,302,2015-10-18,"18:04:04,986",INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.10680563,E80,Progress of TaskAttempt <*> is : <*>
302,303,2015-10-18,"18:04:04,986",INFO,ContainerLauncher #7,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000009 taskAttempt attempt_1445144423722_0020_m_000007_0,E77,Processing the event EventType: <*> for container <*> taskAttempt <*>
303,304,2015-10-18,"18:04:04,986",INFO,ContainerLauncher #7,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Launching attempt_1445144423722_0020_m_000007_0,E62,Launching <*>
304,305,2015-10-18,"18:04:04,986",INFO,ContainerLauncher #7,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : MSRA-SA-41.fareast.corp.microsoft.com:7109,E74,Opening proxy : <*>
305,306,2015-10-18,"18:04:05,127",INFO,ContainerLauncher #7,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000007_0 : 13562,E94,Shuffle port returned by ContainerManager for <*> : <*>
306,307,2015-10-18,"18:04:05,127",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,TaskAttempt: [attempt_1445144423722_0020_m_000007_0] using containerId: [container_1445144423722_0020_01_000009 on NM: [MSRA-SA-41.fareast.corp.microsoft.com:7109],E105,TaskAttempt: [<*>] using containerId: [<*> on NM: [<*>]
307,308,2015-10-18,"18:04:05,127",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000007_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,E14,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING
308,309,2015-10-18,"18:04:05,127",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000007 Task Transitioned from SCHEDULED to RUNNING,E104,<*> Task Transitioned from SCHEDULED to RUNNING
309,310,2015-10-18,"18:04:06,955",INFO,Socket Reader #1 for port 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),E23,Auth successful for <*> (auth:SIMPLE)
310,311,2015-10-18,"18:04:06,971",INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000009 asked for a task,E58,JVM with ID : <*> asked for a task
311,312,2015-10-18,"18:04:06,971",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.27696857,E80,Progress of TaskAttempt <*> is : <*>
312,313,2015-10-18,"18:04:07,955",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,E46,Got allocated containers <*>
313,314,2015-10-18,"18:04:07,955",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>
314,315,2015-10-18,"18:04:08,065",INFO,ContainerLauncher #8,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000010 taskAttempt attempt_1445144423722_0020_m_000008_0,E77,Processing the event EventType: <*> for container <*> taskAttempt <*>
315,316,2015-10-18,"18:04:08,987",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,E46,Got allocated containers <*>
316,317,2015-10-18,"18:04:08,987",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445144423722_0020_01_000011 to attempt_1445144423722_0020_m_000009_0,E13,Assigned container <*> to <*>
317,318,2015-10-18,"18:04:08,987",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
318,319,2015-10-18,"18:04:08,987",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:0 ScheduledReds:0 AssignedMaps:10 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:10 ContRel:0 HostLocal:7 RackLocal:3,E11,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
319,320,2015-10-18,"18:04:08,987",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>
320,321,2015-10-18,"18:04:09,268",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,ATTEMPT_START task_1445144423722_0020_m_000009,E22,ATTEMPT_START <*>
321,322,2015-10-18,"18:04:09,955",INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006,E80,Progress of TaskAttempt <*> is : <*>
322,323,2015-10-18,"18:04:10,002",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>"
323,324,2015-10-18,"18:04:10,002",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,E46,Got allocated containers <*>
324,325,2015-10-18,"18:04:10,940",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.10685723,E80,Progress of TaskAttempt <*> is : <*>
325,326,2015-10-18,"18:04:11,034",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Received completed container container_1445144423722_0020_01_000012,E84,Received completed container <*>
326,327,2015-10-18,"18:04:11,034",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E28,Container complete event for unknown container id <*>
327,328,2015-10-18,"18:04:11,034",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
328,329,2015-10-18,"18:04:11,049",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.10680563,E80,Progress of TaskAttempt <*> is : <*>
329,330,2015-10-18,"18:04:11,643",INFO,IPC Server handler 23 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000010 asked for a task,E58,JVM with ID : <*> asked for a task
330,331,2015-10-18,"18:04:11,643",INFO,IPC Server handler 23 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID: jvm_1445144423722_0020_m_000010 given task: attempt_1445144423722_0020_m_000008_0,E59,JVM with ID: <*> given task: <*>
331,332,2015-10-18,"18:04:12,065",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
332,333,2015-10-18,"18:04:12,143",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000011 asked for a task,E58,JVM with ID : <*> asked for a task
333,334,2015-10-18,"18:04:12,143",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID: jvm_1445144423722_0020_m_000011 given task: attempt_1445144423722_0020_m_000009_0,E59,JVM with ID: <*> given task: <*>
334,335,2015-10-18,"18:04:13,596",INFO,IPC Server handler 23 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.6199081,E80,Progress of TaskAttempt <*> is : <*>
335,336,2015-10-18,"18:04:13,674",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.2898827,E80,Progress of TaskAttempt <*> is : <*>
336,337,2015-10-18,"18:04:14,159",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.10681946,E80,Progress of TaskAttempt <*> is : <*>
337,338,2015-10-18,"18:04:14,315",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.667,E80,Progress of TaskAttempt <*> is : <*>
338,339,2015-10-18,"18:04:15,049",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.19266446,E80,Progress of TaskAttempt <*> is : <*>
339,340,2015-10-18,"18:04:16,440",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.31981927,E80,Progress of TaskAttempt <*> is : <*>
