,LineId,Time,Component,Pid,Content,EventId,EventTemplate
185,186,20171223-22:17:22:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7062##548556##8661##16256##27286470,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
186,187,20171223-22:17:22:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127996,E4,calculateCaloriesWithCache totalCalories=<*>
187,188,20171223-22:17:22:665,Step_StandReportReceiver,30002312,REPORT : 7064 5043 151310 240,E47,REPORT : <*> <*> <*> <*>
188,189,20171223-22:17:23:358,Step_LSC,30002312,onExtend:1514038644000 2 0 4,E39,onExtend:<*> <*> <*> <*>
189,190,20171223-22:17:23:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7068##548559##8661##16256##27287972,E58,setTodayTotalDetailSteps=<*>
190,191,20171223-22:17:23:667,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
191,192,20171223-22:17:23:668,Step_StandReportReceiver,30002312,REPORT : 7068 5046 151396 240,E47,REPORT : <*> <*> <*> <*>
192,193,20171223-22:17:23:851,Step_LSC,30002312,onStandStepChanged 3642,E42,onStandStepChanged <*>
193,194,20171223-22:17:24:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128124,E4,calculateCaloriesWithCache totalCalories=<*>
194,195,20171223-22:17:24:348,Step_LSC,30002312,onStandStepChanged 3643,E42,onStandStepChanged <*>
195,196,20171223-22:17:24:359,Step_LSC,30002312,onExtend:1514038645000 1 0 4,E39,onExtend:<*> <*> <*> <*>
196,197,20171223-22:17:24:654,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7070##548560##8661##16256##27288471,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
197,198,20171223-22:17:24:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
198,199,20171223-22:17:25:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470,E58,setTodayTotalDetailSteps=<*>
199,200,20171223-22:17:25:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,E4,calculateCaloriesWithCache totalCalories=<*>
200,201,20171223-22:17:27:855,Step_LSC,30002312,onStandStepChanged 3646,E42,onStandStepChanged <*>
201,202,20171223-22:17:27:859,Step_LSC,30002312,onExtend:1514038648000 0 0 0,E39,onExtend:<*> <*> <*> <*>
202,203,20171223-22:17:28:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,E58,setTodayTotalDetailSteps=<*>
203,204,20171223-22:17:28:170,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
204,205,20171223-22:17:44:849,Step_LSC,30002312,onStandStepChanged 3647,E42,onStandStepChanged <*>
205,206,20171223-22:17:44:869,Step_LSC,30002312,onExtend:1514038665000 1 0 4,E39,onExtend:<*> <*> <*> <*>
206,207,20171223-22:17:45:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,E58,setTodayTotalDetailSteps=<*>
207,208,20171223-22:17:45:366,Step_LSC,30002312,onExtend:1514038666000 2 0 4,E39,onExtend:<*> <*> <*> <*>
208,209,20171223-22:17:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,E58,setTodayTotalDetailSteps=<*>
209,210,20171223-22:17:45:663,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128274,E4,calculateCaloriesWithCache totalCalories=<*>
210,211,20171223-22:17:45:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
211,212,20171223-22:17:45:851,Step_LSC,30002312,onStandStepChanged 3651,E42,onStandStepChanged <*>
212,213,20171223-22:17:45:856,Step_LSC,30002312,onExtend:1514038666000 2 0 4,E39,onExtend:<*> <*> <*> <*>
213,214,20171223-22:17:46:167,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
214,215,20171223-22:17:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,E58,setTodayTotalDetailSteps=<*>
215,216,20171223-22:17:46:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
216,217,20171223-22:17:46:662,Step_StandReportReceiver,30002312,REPORT : 7081 5055 151675 240,E47,REPORT : <*> <*> <*> <*>
217,218,20171223-22:17:46:858,Step_LSC,30002312,onExtend:1514038667000 2 0 4,E39,onExtend:<*> <*> <*> <*>
218,219,20171223-22:17:47:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,E58,setTodayTotalDetailSteps=<*>
219,220,20171223-22:17:47:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128403,E4,calculateCaloriesWithCache totalCalories=<*>
220,221,20171223-22:17:47:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
221,222,20171223-22:17:47:166,Step_StandReportReceiver,30002312,REPORT : 7083 5057 151717 240,E47,REPORT : <*> <*> <*> <*>
222,223,20171223-22:17:47:349,Step_LSC,30002312,onStandStepChanged 3656,E42,onStandStepChanged <*>
223,224,20171223-22:17:47:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7083##548568##8661##16256##27311472,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
224,225,20171223-22:17:47:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,E58,setTodayTotalDetailSteps=<*>
225,226,20171223-22:17:47:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128424,E4,calculateCaloriesWithCache totalCalories=<*>
226,227,20171223-22:17:47:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
227,228,20171223-22:17:47:662,Step_StandReportReceiver,30002312,REPORT : 7084 5057 151739 240,E47,REPORT : <*> <*> <*> <*>
228,229,20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,E58,setTodayTotalDetailSteps=<*>
229,230,20171223-22:17:48:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128467,E4,calculateCaloriesWithCache totalCalories=<*>
230,231,20171223-22:17:48:164,Step_StandReportReceiver,30002312,REPORT : 7086 5059 151782 240,E47,REPORT : <*> <*> <*> <*>
231,232,20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,E58,setTodayTotalDetailSteps=<*>
232,233,20171223-22:17:48:661,Step_StandReportReceiver,30002312,REPORT : 7088 5060 151824 240,E47,REPORT : <*> <*> <*> <*>
233,234,20171223-22:17:48:848,Step_LSC,30002312,onStandStepChanged 3662,E42,onStandStepChanged <*>
234,235,20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,E39,onExtend:<*> <*> <*> <*>
235,236,20171223-22:17:49:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
236,237,20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,E58,setTodayTotalDetailSteps=<*>
237,238,20171223-22:17:49:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
238,239,20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,E58,setTodayTotalDetailSteps=<*>
239,240,20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,E42,onStandStepChanged <*>
240,241,20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,E39,onExtend:<*> <*> <*> <*>
241,242,20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,E58,setTodayTotalDetailSteps=<*>
242,243,20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,E42,onStandStepChanged <*>
243,244,20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,E47,REPORT : <*> <*> <*> <*>
244,245,20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,E39,onExtend:<*> <*> <*> <*>
245,246,20171223-22:17:51:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
246,247,20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,E58,setTodayTotalDetailSteps=<*>
247,248,20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,E4,calculateCaloriesWithCache totalCalories=<*>
248,249,20171223-22:17:51:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
249,250,20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,E39,onExtend:<*> <*> <*> <*>
250,251,20171223-22:17:51:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
251,252,20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,E58,setTodayTotalDetailSteps=<*>
252,253,20171223-22:17:52:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128788,E4,calculateCaloriesWithCache totalCalories=<*>
253,254,20171223-22:17:52:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
254,255,20171223-22:17:52:848,Step_LSC,30002312,onStandStepChanged 3674,E42,onStandStepChanged <*>
255,256,20171223-22:17:53:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
256,257,20171223-22:17:53:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,E58,setTodayTotalDetailSteps=<*>
257,258,20171223-22:17:53:169,Step_StandReportReceiver,30002312,REPORT : 7102 5070 152124 240,E47,REPORT : <*> <*> <*> <*>
258,259,20171223-22:17:53:859,Step_LSC,30002312,onExtend:1514038674000 1 0 4,E39,onExtend:<*> <*> <*> <*>
259,260,20171223-22:17:54:176,Step_StandReportReceiver,30002312,REPORT : 7103 5071 152146 240,E47,REPORT : <*> <*> <*> <*>
260,261,20171223-22:17:54:864,Step_LSC,30002312,onExtend:1514038675000 1 0 4,E39,onExtend:<*> <*> <*> <*>
261,262,20171223-22:17:55:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7103##548580##8661##16256##27318472,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
262,263,20171223-22:17:55:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128853,E4,calculateCaloriesWithCache totalCalories=<*>
263,264,20171223-22:17:55:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
264,265,20171223-22:17:55:348,Step_LSC,30002312,onStandStepChanged 3677,E42,onStandStepChanged <*>
265,266,20171223-22:17:55:381,Step_LSC,30002312,onExtend:1514038676000 1 0 4,E39,onExtend:<*> <*> <*> <*>
266,267,20171223-22:17:55:660,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
267,268,20171223-22:17:56:349,Step_LSC,30002312,onStandStepChanged 3678,E42,onStandStepChanged <*>
268,269,20171223-22:17:56:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7105##548582##8661##16256##27319968,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
269,270,20171223-22:17:57:349,Step_LSC,30002312,onStandStepChanged 3679,E42,onStandStepChanged <*>
270,271,20171223-22:17:57:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7106##548583##8661##16256##27320969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
271,272,20171223-22:17:57:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,E58,setTodayTotalDetailSteps=<*>
272,273,20171223-22:17:57:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128917,E4,calculateCaloriesWithCache totalCalories=<*>
273,274,20171223-22:17:57:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
274,275,20171223-22:17:57:662,Step_StandReportReceiver,30002312,REPORT : 7107 5074 152231 240,E47,REPORT : <*> <*> <*> <*>
275,276,20171223-22:17:57:849,Step_LSC,30002312,onStandStepChanged 3681,E42,onStandStepChanged <*>
276,277,20171223-22:17:57:862,Step_LSC,30002312,onExtend:1514038678000 2 0 4,E39,onExtend:<*> <*> <*> <*>
277,278,20171223-22:17:58:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
278,279,20171223-22:17:58:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,E58,setTodayTotalDetailSteps=<*>
279,280,20171223-22:17:59:858,Step_LSC,30002312,onStandStepChanged 3683,E42,onStandStepChanged <*>
280,281,20171223-22:18:0:134,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK
281,282,20171223-22:18:0:168,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129002,E4,calculateCaloriesWithCache totalCalories=<*>
282,283,20171223-22:18:1:349,Step_LSC,30002312,onStandStepChanged 3684,E42,onStandStepChanged <*>
283,284,20171223-22:18:1:361,Step_LSC,30002312,onExtend:1514038682000 1 0 4,E39,onExtend:<*> <*> <*> <*>
284,285,20171223-22:18:1:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,E58,setTodayTotalDetailSteps=<*>
285,286,20171223-22:18:1:663,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
286,287,20171223-22:18:1:664,Step_StandReportReceiver,30002312,REPORT : 7112 5077 152339 240,E47,REPORT : <*> <*> <*> <*>
287,288,20171223-22:18:2:363,Step_LSC,30002312,onExtend:1514038683000 1 0 4,E39,onExtend:<*> <*> <*> <*>
288,289,20171223-22:18:2:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
289,290,20171223-22:18:2:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129045,E4,calculateCaloriesWithCache totalCalories=<*>
290,291,20171223-22:18:5:358,Step_LSC,30002312,onExtend:1514038686000 1 0 4,E39,onExtend:<*> <*> <*> <*>
291,292,20171223-22:18:5:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,E58,setTodayTotalDetailSteps=<*>
292,293,20171223-22:18:5:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,E4,calculateCaloriesWithCache totalCalories=<*>
293,294,20171223-22:18:5:684,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
294,295,20171223-22:18:5:684,Step_StandReportReceiver,30002312,REPORT : 7114 5079 152381 240,E47,REPORT : <*> <*> <*> <*>
295,296,20171223-22:18:5:849,Step_LSC,30002312,onStandStepChanged 3686,E42,onStandStepChanged <*>
296,297,20171223-22:18:6:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,E58,setTodayTotalDetailSteps=<*>
297,298,20171223-22:19:7:854,Step_LSC,30002312,onStandStepChanged 3689,E42,onStandStepChanged <*>
298,299,20171223-22:19:8:155,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548860##8661##16256##27330470,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
299,300,20171223-22:19:8:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,E58,setTodayTotalDetailSteps=<*>
300,301,20171223-22:19:8:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129131,E4,calculateCaloriesWithCache totalCalories=<*>
301,302,20171223-22:19:8:167,Step_StandReportReceiver,30002312,REPORT : 7117 5081 152446 240,E47,REPORT : <*> <*> <*> <*>
302,303,20171223-22:19:8:357,Step_LSC,30002312,onStandStepChanged 3694,E42,onStandStepChanged <*>
303,304,20171223-22:19:9:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
304,305,20171223-22:19:9:348,Step_LSC,30002312,onStandStepChanged 3698,E42,onStandStepChanged <*>
305,306,20171223-22:19:9:359,Step_LSC,30002312,onExtend:1514038750000 2 0 4,E39,onExtend:<*> <*> <*> <*>
306,307,20171223-22:19:9:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7124##548875##8661##16256##27393470,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
307,308,20171223-22:19:9:849,Step_LSC,30002312,onStandStepChanged 3700,E42,onStandStepChanged <*>
308,309,20171223-22:19:10:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,E58,setTodayTotalDetailSteps=<*>
309,310,20171223-22:19:10:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129366,E4,calculateCaloriesWithCache totalCalories=<*>
310,311,20171223-22:19:10:165,Step_StandReportReceiver,30002312,REPORT : 7128 5089 152681 240,E47,REPORT : <*> <*> <*> <*>
311,312,20171223-22:19:10:348,Step_LSC,30002312,onStandStepChanged 3702,E42,onStandStepChanged <*>
312,313,20171223-22:19:10:362,Step_LSC,30002312,onExtend:1514038751000 2 0 4,E39,onExtend:<*> <*> <*> <*>
313,314,20171223-22:19:10:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7128##548885##8661##16256##27394469,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
314,315,20171223-22:19:10:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,E58,setTodayTotalDetailSteps=<*>
315,316,20171223-22:19:10:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
316,317,20171223-22:19:10:858,Step_LSC,30002312,onExtend:1514038751000 2 0 4,E39,onExtend:<*> <*> <*> <*>
317,318,20171223-22:19:11:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129452,E4,calculateCaloriesWithCache totalCalories=<*>
318,319,20171223-22:19:11:164,Step_StandReportReceiver,30002312,REPORT : 7132 5092 152767 240,E47,REPORT : <*> <*> <*> <*>
319,320,20171223-22:19:11:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,E58,setTodayTotalDetailSteps=<*>
320,321,20171223-22:19:11:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129516,E4,calculateCaloriesWithCache totalCalories=<*>
321,322,20171223-22:19:11:661,Step_StandReportReceiver,30002312,REPORT : 7135 5094 152831 240,E47,REPORT : <*> <*> <*> <*>
322,323,20171223-22:19:11:848,Step_LSC,30002312,onStandStepChanged 3711,E42,onStandStepChanged <*>
323,324,20171223-22:19:11:857,Step_LSC,30002312,onExtend:1514038752000 4 0 4,E39,onExtend:<*> <*> <*> <*>
324,325,20171223-22:19:12:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7135##548900##8661##16256##27395969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
325,326,20171223-22:19:12:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,E58,setTodayTotalDetailSteps=<*>
326,327,20171223-22:19:12:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129602,E4,calculateCaloriesWithCache totalCalories=<*>
327,328,20171223-22:19:12:349,Step_LSC,30002312,onStandStepChanged 3712,E42,onStandStepChanged <*>
328,329,20171223-22:19:12:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7139##548905##8661##16256##27396473,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
329,330,20171223-22:19:12:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,E58,setTodayTotalDetailSteps=<*>
330,331,20171223-22:19:12:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129623,E4,calculateCaloriesWithCache totalCalories=<*>
331,332,20171223-22:19:14:363,Step_LSC,30002312,onExtend:1514038755000 14 0 4,E39,onExtend:<*> <*> <*> <*>
332,333,20171223-22:19:14:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7140##548910##8661##16256##27396969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
333,334,20171223-22:19:14:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975,E58,setTodayTotalDetailSteps=<*>
334,335,20171223-22:19:14:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129923,E4,calculateCaloriesWithCache totalCalories=<*>
335,336,20171223-22:19:14:688,Step_StandReportReceiver,30002312,REPORT : 7154 5107 153238 240,E47,REPORT : <*> <*> <*> <*>
336,337,20171223-22:19:15:858,Step_LSC,30002312,onExtend:1514038756000 0 0 0,E39,onExtend:<*> <*> <*> <*>
337,338,20171223-22:19:16:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7154##548915##8661##16256##27398975,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
338,339,20171223-22:19:16:157,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548920##8661##16256##27400475,E58,setTodayTotalDetailSteps=<*>
339,340,20171223-22:19:43:719,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E40,onReceive action: android.intent.action.SCREEN_OFF
340,341,20171223-22:19:57:751,Step_LSC,30002312,onStandStepChanged 3732,E42,onStandStepChanged <*>
341,342,20171223-22:19:57:758,Step_LSC,30002312,onStandStepChanged 3732,E42,onStandStepChanged <*>
342,343,20171223-22:19:57:763,Step_LSC,30002312,onExtend:1514038798000 0 0 4,E39,onExtend:<*> <*> <*> <*>
343,344,20171223-22:19:58:97,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7160##548930##8661##16256##27442416,E58,setTodayTotalDetailSteps=<*>
344,345,20171223-22:19:58:112,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
345,346,20171223-22:19:58:363,Step_LSC,30002312,onStandStepChanged 3735,E42,onStandStepChanged <*>
346,347,20171223-22:19:58:363,Step_LSC,30002312,flushTempCacheToDB by stand,E14,flushTempCacheToDB by stand
347,348,20171223-22:19:58:366,Step_LSC,30002312,Alarm uploadStaticsToDB totalSteps=7163 Calories:153367 Floor:240 Distance:5112,E1,Alarm uploadStaticsToDB totalSteps=<*> Calories:<*> Floor:<*> Distance:<*>
348,349,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233976,0,1,0,20002",E72,"upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>"
349,350,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233977,0,55,0,20002",E72,"upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>"
350,351,20171223-22:19:58:367,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233979,0,46,0,20002",E72,"upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>"
351,352,20171223-22:19:58:369,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
352,353,20171223-22:19:58:371,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",E15,"getAppContext() isAppValid health or wear, packageName = <*>"
353,354,20171223-22:19:58:374,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
354,355,20171223-22:19:58:375,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
355,356,20171223-22:19:58:376,HiH_HiHealthBinder,30002312,"insertHiHealthData() size = 4,app = 1,One Data Type = 40002,packageName = com.huawei.health,writeStatType = 0",E34,"insertHiHealthData() size = <*>,app = <*>,One Data Type = <*>,packageName = <*>,writeStatType = <*>"
356,357,20171223-22:19:58:378,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40002,time = 1513958400000,statClient = 2,who is 1",E52,"saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>"
357,358,20171223-22:19:58:380,HiH_DataStatManager,30002312,"new date =20171223, type=40003,153367.0,old=210654.54000000004",E37,"new date =<*>, type=<*>,<*>,old=<*>"
358,359,20171223-22:19:58:380,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40003",E50,"saveHealthDetailData() saveOneDetailData fail hiHealthData = <*>,type = <*>"
359,360,20171223-22:19:58:381,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40005",E50,"saveHealthDetailData() saveOneDetailData fail hiHealthData = <*>,type = <*>"
360,361,20171223-22:19:58:381,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40004,time = 1513958400000,statClient = 2,who is 1",E52,"saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>"
361,362,20171223-22:19:58:382,HiH_DataStatManager,30002312,"new date =20171223, type=40004,5112.0,old=4985.0",E37,"new date =<*>, type=<*>,<*>,old=<*>"
362,363,20171223-22:19:58:411,HiH_HiHealthBinder,30002312,"insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = 4,errorMessage = ERR_DATA_INSERT",E31,"insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = <*>,errorMessage = ERR_DATA_INSERT"
