,LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate
261,262,03-17,16:14:04.439,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
262,263,03-17,16:14:04.450,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
263,264,03-17,16:14:04.484,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
264,265,03-17,16:14:04.484,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
265,266,03-17,16:14:04.504,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
266,267,03-17,16:14:04.505,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
267,268,03-17,16:14:04.932,1702,27357,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output
268,269,03-17,16:14:04.938,1702,3693,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output
269,270,03-17,16:14:04.950,1702,14640,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output
270,271,03-17,16:14:05.038,1702,8671,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
271,272,03-17,16:14:05.557,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
272,273,03-17,16:14:05.572,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
273,274,03-17,16:14:05.848,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
274,275,03-17,16:14:05.849,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
275,276,03-17,16:14:05.956,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
276,277,03-17,16:14:05.979,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
277,278,03-17,16:14:06.010,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
278,279,03-17,16:14:06.043,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
279,280,03-17,16:14:06.064,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
280,281,03-17,16:14:06.065,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
281,282,03-17,16:14:06.107,1702,1737,I,WindowManager,Destroying surface Surface(name=PopupWindow:d76a91d) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E41,Destroying surface Surface(name=<*>) called by <*>
282,283,03-17,16:14:06.115,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
283,284,03-17,16:14:06.115,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
284,285,03-17,16:14:06.131,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
285,286,03-17,16:14:06.132,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
286,287,03-17,16:14:06.311,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
287,288,03-17,16:14:06.311,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
288,289,03-17,16:14:06.612,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
289,290,03-17,16:14:06.613,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
290,291,03-17,16:14:06.613,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
291,292,03-17,16:14:06.916,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
292,293,03-17,16:14:07.697,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
293,294,03-17,16:14:07.711,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
294,295,03-17,16:14:07.748,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
295,296,03-17,16:14:07.763,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
296,297,03-17,16:14:07.765,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
297,298,03-17,16:14:07.859,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
298,299,03-17,16:14:07.860,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
299,300,03-17,16:14:07.878,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
300,301,03-17,16:14:07.879,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
301,302,03-17,16:14:08.056,1702,2113,D,PowerManagerService,"acquire lock=60373518, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
302,303,03-17,16:14:08.057,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
303,304,03-17,16:14:08.057,1702,2113,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
304,305,03-17,16:14:08.061,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
305,306,03-17,16:14:08.062,1702,10454,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
306,307,03-17,16:14:08.065,1702,27357,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
307,308,03-17,16:14:08.102,1702,14638,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
308,309,03-17,16:14:08.162,2626,2808,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
309,310,03-17,16:14:08.183,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
310,311,03-17,16:14:08.209,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
311,312,03-17,16:14:08.234,3664,3807,D,TelephonyManager,getNeighboringCellInfo calling app is com.amap.android.ams,E54,getNeighboringCellInfo calling app is <*>
312,313,03-17,16:14:08.245,2626,2839,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
313,314,03-17,16:14:08.259,1702,17633,D,PowerManagerService,"release:lock=60373518, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
314,315,03-17,16:14:08.266,1702,8290,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
315,316,03-17,16:14:08.278,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
316,317,03-17,16:14:08.299,1702,2639,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
317,318,03-17,16:14:08.299,1702,2639,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
318,319,03-17,16:14:08.300,1702,17632,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
319,320,03-17,16:14:08.313,1702,1736,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
320,321,03-17,16:14:08.313,1702,1736,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
321,322,03-17,16:14:08.324,2626,23469,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
322,323,03-17,16:14:09.506,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
323,324,03-17,16:14:09.564,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
324,325,03-17,16:14:09.582,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
325,326,03-17,16:14:09.583,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
326,327,03-17,16:14:09.818,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
327,328,03-17,16:14:09.818,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
328,329,03-17,16:14:09.920,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
329,330,03-17,16:14:09.920,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
330,331,03-17,16:14:10.607,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
331,332,03-17,16:14:10.787,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
332,333,03-17,16:14:10.853,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
333,334,03-17,16:14:10.853,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
334,335,03-17,16:14:10.874,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
335,336,03-17,16:14:12.930,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
336,337,03-17,16:14:12.931,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
337,338,03-17,16:14:14.950,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261879585, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
338,339,03-17,16:14:14.951,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
339,340,03-17,16:14:15.076,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
340,341,03-17,16:14:15.087,1702,2555,I,WindowManager,Destroying surface Surface(name=PopupWindow:9b04807) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E41,Destroying surface Surface(name=<*>) called by <*>
341,342,03-17,16:14:15.941,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
342,343,03-17,16:14:15.942,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
343,344,03-17,16:14:16.321,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
344,345,03-17,16:14:16.368,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
345,346,03-17,16:14:16.386,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
346,347,03-17,16:14:16.386,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
347,348,03-17,16:14:16.451,1702,2395,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
348,349,03-17,16:14:16.585,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
349,350,03-17,16:14:16.585,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
350,351,03-17,16:14:16.769,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261881405, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
351,352,03-17,16:14:16.770,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
