,LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
175,176,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_11_4 locally,E10,Found block <*> locally
176,177,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_11_3 locally,E10,Found block <*> locally
177,178,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_11_2 locally,E10,Found block <*> locally
178,179,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = -109, init = 148, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
179,180,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = -107, init = 148, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
180,181,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 42, boot = -107, init = 149, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
181,182,17/06/09,20:10:54,INFO,executor.Executor,Finished task 4.0 in stage 8.0 (TID 359). 2141 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
182,183,17/06/09,20:10:54,INFO,executor.Executor,Finished task 1.0 in stage 8.0 (TID 335). 2111 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
183,184,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 360,E11,Got assigned task <*>
184,185,17/06/09,20:10:54,INFO,executor.Executor,Running task 0.0 in stage 9.0 (TID 360),E24,Running task <*> in stage <*> (TID <*>)
185,186,17/06/09,20:10:54,INFO,executor.Executor,Running task 2.0 in stage 9.0 (TID 388),E24,Running task <*> in stage <*> (TID <*>)
186,187,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 18,E29,Started reading broadcast variable <*>
187,188,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 18 took 12 ms,E20,Reading broadcast variable <*> took <*> ms
188,189,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_1 locally,E10,Found block <*> locally
189,190,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 42, boot = -67, init = 108, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
190,191,17/06/09,20:10:54,INFO,executor.Executor,Finished task 2.0 in stage 9.0 (TID 388). 2239 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
191,192,17/06/09,20:10:54,INFO,executor.Executor,Finished task 3.0 in stage 9.0 (TID 398). 2239 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
192,193,17/06/09,20:10:54,INFO,executor.Executor,Finished task 1.0 in stage 9.0 (TID 374). 2298 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
193,194,17/06/09,20:10:54,INFO,executor.Executor,Running task 0.0 in stage 10.0 (TID 402),E24,Running task <*> in stage <*> (TID <*>)
194,195,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 416,E11,Got assigned task <*>
195,196,17/06/09,20:10:54,INFO,executor.Executor,Running task 1.0 in stage 10.0 (TID 416),E24,Running task <*> in stage <*> (TID <*>)
196,197,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 430,E11,Got assigned task <*>
197,198,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 19,E29,Started reading broadcast variable <*>
198,199,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 439,E11,Got assigned task <*>
199,200,17/06/09,20:10:54,INFO,executor.Executor,Running task 4.0 in stage 10.0 (TID 439),E24,Running task <*> in stage <*> (TID <*>)
200,201,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_19_piece0 stored as bytes in memory (estimated size 5.4 KB, free 469.4 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
201,202,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_19 stored as values in memory (estimated size 9.2 KB, free 478.6 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
202,203,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_1 locally,E10,Found block <*> locally
203,204,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = -124, init = 163, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
204,205,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 38, boot = -123, init = 161, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
205,206,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = -126, init = 167, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
206,207,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = -127, init = 167, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
207,208,17/06/09,20:10:54,INFO,executor.Executor,Finished task 0.0 in stage 10.0 (TID 402). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
208,209,17/06/09,20:10:54,INFO,executor.Executor,Finished task 2.0 in stage 10.0 (TID 430). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
209,210,17/06/09,20:10:54,INFO,executor.Executor,Running task 2.0 in stage 11.0 (TID 475),E24,Running task <*> in stage <*> (TID <*>)
210,211,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 20,E29,Started reading broadcast variable <*>
211,212,17/06/09,20:10:54,INFO,executor.Executor,Running task 3.0 in stage 11.0 (TID 478),E24,Running task <*> in stage <*> (TID <*>)
212,213,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 479,E11,Got assigned task <*>
213,214,17/06/09,20:10:54,INFO,executor.Executor,Running task 4.0 in stage 11.0 (TID 479),E24,Running task <*> in stage <*> (TID <*>)
214,215,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_20_piece0 stored as bytes in memory (estimated size 5.5 KB, free 416.7 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
215,216,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 20 took 15 ms,E20,Reading broadcast variable <*> took <*> ms
216,217,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_20 stored as values in memory (estimated size 9.8 KB, free 411.6 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
217,218,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally
218,219,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
219,220,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = -96, init = 135, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
220,221,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 42, boot = -97, init = 139, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
221,222,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_2 stored as bytes in memory (estimated size 230.0 B, free 387.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
222,223,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_1 stored as bytes in memory (estimated size 351.0 B, free 387.4 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
223,224,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = 22, init = 17, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
224,225,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = 20, init = 21, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
225,226,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = 20, init = 20, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
226,227,17/06/09,20:10:54,INFO,executor.Executor,Finished task 0.0 in stage 11.0 (TID 450). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
227,228,17/06/09,20:10:54,INFO,executor.Executor,Finished task 2.0 in stage 11.0 (TID 475). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
228,229,17/06/09,20:10:54,INFO,executor.Executor,Finished task 1.0 in stage 11.0 (TID 464). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
229,230,17/06/09,20:10:54,INFO,executor.Executor,Running task 0.0 in stage 12.0 (TID 480),E24,Running task <*> in stage <*> (TID <*>)
230,231,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 494,E11,Got assigned task <*>
231,232,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 21,E29,Started reading broadcast variable <*>
232,233,17/06/09,20:10:54,INFO,executor.Executor,Running task 3.0 in stage 12.0 (TID 518),E24,Running task <*> in stage <*> (TID <*>)
233,234,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 519,E11,Got assigned task <*>
234,235,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_3 locally,E10,Found block <*> locally
235,236,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_2 locally,E10,Found block <*> locally
236,237,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 37, boot = -162, init = 199, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
237,238,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -157, init = 197, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
238,239,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = -146, init = 184, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
239,240,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 528,E11,Got assigned task <*>
240,241,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 13.0 (TID 528),E24,Running task <*> in stage <*> (TID <*>)
241,242,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 542,E11,Got assigned task <*>
242,243,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 13.0 (TID 542),E24,Running task <*> in stage <*> (TID <*>)
243,244,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 13.0 (TID 553),E24,Running task <*> in stage <*> (TID <*>)
244,245,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 558,E11,Got assigned task <*>
245,246,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 559,E11,Got assigned task <*>
246,247,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 13.0 (TID 559),E24,Running task <*> in stage <*> (TID <*>)
247,248,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 22 took 11 ms,E20,Reading broadcast variable <*> took <*> ms
248,249,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_22 stored as values in memory (estimated size 9.6 KB, free 418.6 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
249,250,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,E10,Found block <*> locally
250,251,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -76, init = 114, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
251,252,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
252,253,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
253,254,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 562,E11,Got assigned task <*>
254,255,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 14.0 (TID 576),E24,Running task <*> in stage <*> (TID <*>)
255,256,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 590,E11,Got assigned task <*>
256,257,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 14.0 (TID 590),E24,Running task <*> in stage <*> (TID <*>)
257,258,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 23,E29,Started reading broadcast variable <*>
258,259,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 14.0 (TID 598),E24,Running task <*> in stage <*> (TID <*>)
259,260,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 14.0 (TID 599),E24,Running task <*> in stage <*> (TID <*>)
260,261,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_23_piece0 stored as bytes in memory (estimated size 5.4 KB, free 378.2 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
261,262,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_23 stored as values in memory (estimated size 9.2 KB, free 387.4 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
262,263,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,E10,Found block <*> locally
263,264,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally
264,265,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -90, init = 129, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
265,266,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -92, init = 133, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
266,267,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
267,268,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 14.0 (TID 590). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
268,269,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
269,270,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 612,E11,Got assigned task <*>
270,271,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 15.0 (TID 612),E24,Running task <*> in stage <*> (TID <*>)
271,272,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 15.0 (TID 638),E24,Running task <*> in stage <*> (TID <*>)
272,273,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 639,E11,Got assigned task <*>
273,274,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_24 stored as values in memory (estimated size 9.8 KB, free 402.8 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
274,275,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_1 not found, computing it",E19,"Partition <*> not found, computing it"
275,276,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_4 not found, computing it",E19,"Partition <*> not found, computing it"
276,277,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_3 not found, computing it",E19,"Partition <*> not found, computing it"
277,278,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_2 not found, computing it",E19,"Partition <*> not found, computing it"
278,279,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,E10,Found block <*> locally
279,280,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
280,281,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -96, init = 135, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
281,282,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -98, init = 139, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
282,283,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_1 stored as bytes in memory (estimated size 162.0 B, free 403.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
283,284,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_4 stored as bytes in memory (estimated size 200.0 B, free 403.2 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
284,285,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_2 stored as bytes in memory (estimated size 163.0 B, free 403.5 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
285,286,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_0 stored as bytes in memory (estimated size 244.0 B, free 403.8 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
286,287,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = 19, init = 19, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
287,288,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = 17, init = 23, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
288,289,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = 18, init = 24, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
289,290,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
290,291,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
291,292,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
292,293,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 643,E11,Got assigned task <*>
293,294,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 16.0 (TID 643),E24,Running task <*> in stage <*> (TID <*>)
294,295,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 671,E11,Got assigned task <*>
295,296,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 16.0 (TID 671),E24,Running task <*> in stage <*> (TID <*>)
296,297,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 678,E11,Got assigned task <*>
297,298,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 16.0 (TID 678),E24,Running task <*> in stage <*> (TID <*>)
298,299,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_25_piece0 stored as bytes in memory (estimated size 5.7 KB, free 409.5 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
299,300,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_25 stored as values in memory (estimated size 10.1 KB, free 419.6 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
300,301,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_4 locally,E10,Found block <*> locally
301,302,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -104, init = 145, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
302,303,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -106, init = 145, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
303,304,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -106, init = 145, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
304,305,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
305,306,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
306,307,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
307,308,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 17.0 (TID 692),E24,Running task <*> in stage <*> (TID <*>)
308,309,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 716,E11,Got assigned task <*>
309,310,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 718,E11,Got assigned task <*>
310,311,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 26,E29,Started reading broadcast variable <*>
311,312,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 719,E11,Got assigned task <*>
312,313,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 17.0 (TID 719),E24,Running task <*> in stage <*> (TID <*>)
313,314,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_26_piece0 stored as bytes in memory (estimated size 5.8 KB, free 379.9 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
314,315,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_26 stored as values in memory (estimated size 9.7 KB, free 389.6 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
315,316,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,E10,Found block <*> locally
316,317,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally
317,318,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -71, init = 110, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
318,319,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -73, init = 111, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
319,320,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 44, boot = -72, init = 115, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
320,321,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -71, init = 112, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
321,322,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
322,323,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 17.0 (TID 716). 2156 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
323,324,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 722,E11,Got assigned task <*>
324,325,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 18.0 (TID 722),E24,Running task <*> in stage <*> (TID <*>)
325,326,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 750,E11,Got assigned task <*>
326,327,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 18.0 (TID 750),E24,Running task <*> in stage <*> (TID <*>)
327,328,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 759,E11,Got assigned task <*>
328,329,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 18.0 (TID 759),E24,Running task <*> in stage <*> (TID <*>)
329,330,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_27_piece0 stored as bytes in memory (estimated size 5.4 KB, free 395.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
330,331,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_27 stored as values in memory (estimated size 9.2 KB, free 404.2 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
331,332,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,E10,Found block <*> locally
332,333,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally
333,334,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -76, init = 115, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
334,335,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 42, boot = -74, init = 115, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
335,336,17/06/09,20:10:56,INFO,executor.Executor,Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
336,337,17/06/09,20:10:56,INFO,executor.Executor,Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
337,338,17/06/09,20:10:56,INFO,executor.Executor,Finished task 2.0 in stage 18.0 (TID 750). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
338,339,17/06/09,20:10:56,INFO,executor.Executor,Running task 0.0 in stage 19.0 (TID 762),E24,Running task <*> in stage <*> (TID <*>)
339,340,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 776,E11,Got assigned task <*>
340,341,17/06/09,20:10:56,INFO,executor.Executor,Running task 2.0 in stage 19.0 (TID 789),E24,Running task <*> in stage <*> (TID <*>)
341,342,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 798,E11,Got assigned task <*>
342,343,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 799,E11,Got assigned task <*>
343,344,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_28_piece0 stored as bytes in memory (estimated size 5.6 KB, free 409.8 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
344,345,17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_0 not found, computing it",E19,"Partition <*> not found, computing it"
345,346,17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_3 not found, computing it",E19,"Partition <*> not found, computing it"
346,347,17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_1 not found, computing it",E19,"Partition <*> not found, computing it"
347,348,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_0 locally,E10,Found block <*> locally
348,349,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_4 locally,E10,Found block <*> locally
349,350,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally
